orderid,customerid,employeeid,orderdate,requireddate,shippeddate,shipvia,freight,shipname,shipaddress,shipcity,shipregion,shippostalcode,shipcountry
10261,QUEDE,4,1996-07-19T00:00:00,1996-08-16T00:00:00,1996-07-30T00:00:00,2,3.05,Que Delcia,"Rua da Panificadora, 12",Rio de Janeiro,RJ,02389-673,Brazil
10273,QUICK,3,1996-08-05T00:00:00,1996-09-02T00:00:00,1996-08-12T00:00:00,3,76.07,QUICK-Stop,Taucherstrae 10,Cunewalde,,1307,Germany
10284,LEHMS,4,1996-08-19T00:00:00,1996-09-16T00:00:00,1996-08-27T00:00:00,1,76.56,Lehmanns Marktstand,Magazinweg 7,Frankfurt a.M.,,60528,Germany
10324,SAVEA,9,1996-10-08T00:00:00,1996-11-05T00:00:00,1996-10-10T00:00:00,1,214.27,Save-a-lot Markets,187 Suffolk Ln.,Boise,ID,83720,USA
10339,MEREP,2,1996-10-28T00:00:00,1996-11-25T00:00:00,1996-11-04T00:00:00,2,15.66,Mre Paillarde,43 rue St. Laurent,Montral,Qubec,H1J 1C3,Canada
10347,FAMIA,4,1996-11-06T00:00:00,1996-12-04T00:00:00,1996-11-08T00:00:00,3,3.1,Familia Arquibaldo,"Rua Ors, 92",Sao Paulo,SP,05442-030,Brazil
10356,WANDK,6,1996-11-18T00:00:00,1996-12-16T00:00:00,1996-11-27T00:00:00,2,36.71,Die Wandernde Kuh,Adenauerallee 900,Stuttgart,,70563,Germany
10366,GALED,8,1996-11-28T00:00:00,1997-01-09T00:00:00,1996-12-30T00:00:00,2,10.14,Galera del gastronmo,"Rambla de Catalua, 23",Barcelona,,8022,Spain
10380,HUNGO,8,1996-12-12T00:00:00,1997-01-09T00:00:00,1997-01-16T00:00:00,3,35.03,Hungry Owl All-Night Grocers,8 Johnstown Road,Cork,Co. Cork,,Ireland
10406,QUEEN,7,1997-01-07T00:00:00,1997-02-18T00:00:00,1997-01-13T00:00:00,1,108.04,Queen Cozinha,"Alameda dos Canrios, 891",Sao Paulo,SP,05487-020,Brazil
10430,ERNSH,4,1997-01-30T00:00:00,1997-02-13T00:00:00,1997-02-03T00:00:00,1,458.78,Ernst Handel,Kirchgasse 6,Graz,,8010,Austria
10431,BOTTM,4,1997-01-30T00:00:00,1997-02-13T00:00:00,1997-02-07T00:00:00,2,44.17,Bottom-Dollar Markets,23 Tsawassen Blvd.,Tsawassen,BC,T2F 8M4,Canada
10441,OLDWO,3,1997-02-10T00:00:00,1997-03-24T00:00:00,1997-03-14T00:00:00,2,73.02,Old World Delicatessen,2743 Bering St.,Anchorage,AK,99508,USA
10465,VAFFE,1,1997-03-05T00:00:00,1997-04-02T00:00:00,1997-03-14T00:00:00,3,145.04,Vaffeljernet,Smagsloget 45,rhus,,8200,Denmark
10500,LAMAI,6,1997-04-09T00:00:00,1997-05-07T00:00:00,1997-04-17T00:00:00,1,42.68,La maison d-Asie,1 rue Alsace-Lorraine,Toulouse,,31000,France
10511,BONAP,4,1997-04-18T00:00:00,1997-05-16T00:00:00,1997-04-21T00:00:00,3,350.64,Bon app-,"12, rue des Bouchers",Marseille,,13008,France
10514,ERNSH,3,1997-04-22T00:00:00,1997-05-20T00:00:00,1997-05-16T00:00:00,2,789.95,Ernst Handel,Kirchgasse 6,Graz,,8010,Austria
10515,QUICK,2,1997-04-23T00:00:00,1997-05-07T00:00:00,1997-05-23T00:00:00,1,204.47,QUICK-Stop,Taucherstrae 10,Cunewalde,,1307,Germany
10523,SEVES,7,1997-05-01T00:00:00,1997-05-29T00:00:00,1997-05-30T00:00:00,2,77.63,Seven Seas Imports,90 Wadhurst Rd.,London,,OX15 4NB,UK
10524,BERGS,1,1997-05-01T00:00:00,1997-05-29T00:00:00,1997-05-07T00:00:00,2,244.79,Berglunds snabbkp,Berguvsvgen 8,Lule,,S-958 22,Sweden
10530,PICCO,3,1997-05-08T00:00:00,1997-06-05T00:00:00,1997-05-12T00:00:00,2,339.22,Piccolo und mehr,Geislweg 14,Salzburg,,5020,Austria
10538,BSBEV,9,1997-05-15T00:00:00,1997-06-12T00:00:00,1997-05-16T00:00:00,3,4.87,B-s Beverages,Fauntleroy Circus,London,,EC2 5NT,UK
10539,BSBEV,6,1997-05-16T00:00:00,1997-06-13T00:00:00,1997-05-23T00:00:00,3,12.36,B-s Beverages,Fauntleroy Circus,London,,EC2 5NT,UK
10545,LAZYK,8,1997-05-22T00:00:00,1997-06-19T00:00:00,1997-06-26T00:00:00,2,11.92,Lazy K Kountry Store,12 Orchestra Terrace,Walla Walla,WA,99362,USA
