corp_no,corp_name,street,city,state_prov,country,mail_code,phone_no,expr_dt,region_no,corp_code
2,Корпорация Apex LightingInc., , ,,,,,2004-10-12T10:41:26,8,
8,"Корпорация ""Апекс Ресторанс Инс"".", , ,,,,,2004-10-12T10:41:26,1,
9,Корпорация Apex Sail MakersInc., , ,,,,,2004-10-12T10:41:26,3,
15,"Компания ""Бостон операинч"".", , ,,,,,2004-10-12T10:41:26,8,
23,Компания &quot; Компьютер механик инк. &quot; ., , ,,,,,2004-10-12T10:41:26,6,
31,Корп. Key StonesInc., , ,,,,,2004-10-12T10:41:26,1,
45,Компания &quot; Эксперимент оперимент &quot; ., , ,,,,,2004-10-12T10:41:26,1,
54,Известная компания &quot; Иглеворд инк. &quot; ., , ,,,,,2004-10-12T10:41:26,2,
60,Компания &quot; Транзит Инч &quot; ., , ,,,,,2004-10-12T10:41:26,4,
76,Компьютерная компания &quot; Хамбл петролеум инк. &quot; ., , ,,,,,2004-10-12T10:41:26,4,
78,Корп. Скромные рестораны Inc., , ,,,,,2004-10-12T10:41:26,8,
97,"Корп. ""Просто ""КвестсИнк"".", , ,,,,,2004-10-12T10:41:26,7,
102,Компания Apex LightingCo., , ,,,,,2004-10-12T10:41:26,5,
124,Компьютерная компания &quot; ИдлеворкКо &quot; ., , ,,,,,2004-10-12T10:41:26,4,
129,Corp. Computer SailMakersCo., , ,,,,,2004-10-12T10:41:26,4,
151,Известная компания Key StonesCo., , ,,,,,2004-10-12T10:41:26,7,
163,Corp. Gigant MachineCo., , ,,,,,2004-10-12T10:41:26,6,
168,"""Гигантская ресторанная компания"".", , ,,,,,2004-10-12T10:41:26,7,
181,"Корпорация ""Имперский ключ СтоунсКо"".", , ,,,,,2004-10-12T10:41:26,4,
187,"""Корп. КвестсКо"".", , ,,,,,2004-10-12T10:41:26,2,
189,Компания &quot; Империал Сэйл мейкерз Ко. &quot; ., , ,,,,,2004-10-12T10:41:26,8,
198,Просто ресторанная компания., , ,,,,,2004-10-12T10:41:26,8,
205,Корп. Apex OperaCorp., , ,,,,,2004-10-12T10:41:26,1,
212,"""Бостон Лайтингкорп"".", , ,,,,,2004-10-12T10:41:26,1,
219,"""Бостон Сэйлз МакейерсКорп"".", , ,,,,,2004-10-12T10:41:26,4,
232,"Корпорация ""ЛайтингКорп"".", , ,,,,,2004-10-12T10:41:26,8,
245,Компания &quot; Эксперимент оперкорп &quot; ., , ,,,,,2004-10-12T10:41:26,3,
253,Известная машинная корпорация., , ,,,,,2004-10-12T10:41:26,7,
260,Известная компания TransitCorp., , ,,,,,2004-10-12T10:41:26,7,
262,"""Гигантская световая Корп"".", , ,,,,,2004-10-12T10:41:26,3,
263,"""Гигантская машина-корп"".", , ,,,,,2004-10-12T10:41:26,4,
271,"Компьютерная компания ""Гумбл Кей СтоунсКорп"".", , ,,,,,2004-10-12T10:41:26,6,
281,"Корпорация ""Кей СтоунсКорп"".", , ,,,,,2004-10-12T10:41:26,1,
283,Корп. Имперская машина., , ,,,,,2004-10-12T10:41:26,2,
290,"""Имперский Транз Корп"".", , ,,,,,2004-10-12T10:41:26,1,
291,"Корп, просто ""Кей СтоунсКорп"".", , ,,,,,2004-10-12T10:41:26,3,
296,Корпоративная компания. &quot; Нефтяная Корп &quot; ., , ,,,,,2004-10-12T10:41:26,8,
311,"""Бостон Кей СтоунсЛтд"".", , ,,,,,2004-10-12T10:41:26,2,
324,Компьютерная игла., , ,,,,,2004-10-12T10:41:26,8,
340,Корп. Транзельд., , ,,,,,2004-10-12T10:41:26,4,
347,Группа экспертов &quot; КвестсЛтд &quot; ., , ,,,,,2004-10-12T10:41:26,1,
348,Экспертный ресторан Ltd., , ,,,,,2004-10-12T10:41:26,6,
362,"""Гигантский светильник"".", , ,,,,,2004-10-12T10:41:26,8,
366,"Корпорация ""Гигант петролеумлд"".", , ,,,,,2004-10-12T10:41:26,8,
370,"""Гигантская Транзельд"".", , ,,,,,2004-10-12T10:41:26,4,
375,Компьютерная опера., , ,,,,,2004-10-12T10:41:26,5,
376,Компьютерная компания &lt; &lt; Скромная нефть &gt; &gt; ., , ,,,,,2004-10-12T10:41:26,2,
385,"Компания ""Империал операльтд"".", , ,,,,,2004-10-12T10:41:26,7,
388,Имперский ресторан Ltd., , ,,,,,2004-10-12T10:41:26,5,
401,Corp. Apex Key StonesAg., , ,,,,,2004-10-12T10:41:26,1,
403,Corp. Apex MachineAg., , ,,,,,2004-10-12T10:41:26,3,
406,Корпорация &quot; Апекс петролеумэг &quot; ., , ,,,,,2004-10-12T10:41:26,8,
409,Компания &quot; Apex Sail MakersAg &quot; ., , ,,,,,2004-10-12T10:41:26,2,
414,Компания &quot; Бостон идлвордэгэг &quot; ., , ,,,,,2004-10-12T10:41:26,6,
430,Corp. Computer TransitAg., , ,,,,,2004-10-12T10:41:26,1,
443,Компания &lt; &lt; Эксперт механика &gt; &gt; ., , ,,,,,2004-10-12T10:41:26,2,
447,Группа экспертов &quot; КвестсАг &quot; ., , ,,,,,2004-10-12T10:41:26,3,
452,Знаменитый LightingAg., , ,,,,,2004-10-12T10:41:26,2,
473,Компьютерная машина., , ,,,,,2004-10-12T10:41:26,4,
479,Компьютерная компания Summble Sail MakersAg., , ,,,,,2004-10-12T10:41:26,6,
485,"Компания ""Империал операг"".", , ,,,,,2004-10-12T10:41:26,1,
