playerid,year,stint,tmid,s,g,gdg
upshasc01,2006,2,PHI,1,0,0
franzjo01,2009,1,DET,1,0,0
stollja01,2006,1,EDM,1,0,0
koivusa01,2008,1,MTL,6,1,1
selante01,2009,1,AND,7,2,2
simjo01,2006,1,ATL,2,1,1
peverri01,2009,1,ATL,8,3,2
backsni02,2007,1,WAS,2,1,0
lupuljo01,2011,1,TOR,2,3,2
bouwmja01,2010,1,CAL,1,0,0
richami02,2008,1,PHI,10,4,2
ribeimi01,2006,1,DAL,9,4,2
bertuto01,2007,1,AND,6,1,0
toewsjo01,2010,1,CHI,11,5,2
dadonev01,2010,1,FLO,1,0,0
gaborma01,2011,1,NYR,4,7,1
boyesbr01,2010,1,STL,8,5,1
niedesc01,2005,1,ANA,1,0,0
glenccu01,2011,1,CAL,0,3,0
parrima01,2005,2,LAK,1,0,0
krejcda01,2008,1,BOS,3,1,0
stollja01,2010,1,LAK,10,9,4
selante01,2006,1,AND,12,4,1
royde01,2009,1,BUF,5,1,0
ruutuja01,2008,1,OTT,5,2,0
voracja01,2008,1,CBS,3,1,1
fedotru01,2005,1,TBL,1,0,0
hedstjo01,2005,1,ANA,2,1,0
wolskwo01,2011,2,FLO,3,7,1
staffdr01,2008,1,BUF,11,4,0
samsose01,2009,1,CAR,5,1,1
fehrer01,2009,1,WAS,2,0,0
whitnry01,2007,1,PIT,1,0,0
keslery01,2008,1,VAN,3,1,0
higgich01,2010,1,FLO,2,0,0
poulima01,2010,1,TBL,1,0,0
keslery01,2011,1,VAN,1,5,1
maddejo01,2007,1,NJD,2,0,0
jokinju01,2006,1,DAL,12,5,2
gagnesi01,2011,1,LAK,0,3,0
reasoma01,2006,1,EDM,1,1,1
sullist01,2009,1,NAS,7,2,1
novotji01,2006,2,WAS,1,0,0
plekato01,2008,1,MTL,3,0,0
wolskwo01,2010,1,PHO,1,0,0
johnsry01,2008,1,VAN,1,0,0
lydmato01,2008,1,BUF,1,1,1
sapryol01,2005,1,PHO,2,0,0
lecavvi01,2008,1,TBL,11,3,0
gomezsc01,2009,1,MTL,8,2,1
knublmi01,2005,1,PHI,2,0,0
halpeje01,2009,1,TBL,3,1,1
holmsto01,2005,1,DET,2,1,1
arkhide01,2006,1,CHI,2,0,0
franzjo01,2009,1,DET,1,0,0
boyleda01,2011,1,SJS,0,4,0
lilesjo01,2007,1,COL,1,1,0
bochebr01,2007,2,AND,1,0,0
prongch01,2006,1,AND,1,0,0
glenccu01,2009,1,CAL,1,0,0
zidlima01,2009,1,MIN,7,2,0
verstkr01,2010,1,TOR,3,1,0
alfreda01,2008,1,OTT,9,5,0
macarcl01,2009,1,BUF,2,0,0
sykorpe02,2005,1,WAS,1,1,1
cullema01,2007,1,CAR,3,2,0
simjo01,2009,1,NYI,1,0,0
jokinju01,2008,2,CAR,3,2,1
comeabl01,2011,2,CAL,0,1,0
gaborma01,2005,1,MIN,6,0,0
wisnija01,2011,1,CBS,1,2,0
comrimi01,2008,2,OTT,2,1,1
wolskwo01,2007,1,COL,8,4,1
franzjo01,2006,1,DET,2,1,1
palffzi01,2005,1,PIT,2,0,0
oshietj01,2009,1,STL,8,5,2
grabomi01,2011,1,TOR,0,3,0
butlebo01,2010,1,OTT,1,0,0
richami02,2005,1,PHI,7,3,1
connoti01,2010,1,BUF,2,0,0
stlouma01,2010,1,TBL,5,1,1
kanepa01,2007,1,CHI,9,7,3
sundima01,2007,1,TOR,6,3,2
parisza01,2009,1,NJD,11,5,1
zidlima01,2006,1,NAS,1,0,0
suthebr01,2005,1,WAS,1,0,0
laichbr01,2010,1,WAS,1,0,0
recchma01,2008,1,TBL,1,0,0
laichbr01,2006,1,WAS,2,0,0
samsose01,2005,2,EDM,3,2,1
kadrina01,2011,1,TOR,1,3,1
footead01,2007,1,CBS,1,0,0
edleral01,2008,1,VAN,2,0,0
sandege01,2006,1,PHI,1,0,0
giroucl01,2007,1,PHI,1,0,0
whitnra01,2011,1,PHO,6,11,3
hejdumi01,2006,1,COL,7,2,2
heatlda01,2008,1,OTT,3,0,0
clarkda03,2009,1,NJD,1,1,1
timonki01,2010,1,PHI,2,1,1
staaler01,2006,1,CAR,3,0,0
brindro01,2006,1,CAR,2,1,0
batessh01,2005,1,NYI,3,2,0
holmsto01,2006,1,DET,2,0,0
voracja01,2011,1,PHI,0,1,0
pruchpe01,2008,2,PHO,1,0,0
simmowa01,2009,1,LAK,3,1,0
burnsbr01,2010,1,MIN,3,1,0
robitra01,2006,1,PHI,1,0,0
boyddu01,2009,2,NAS,1,0,0
tkachke01,2007,1,STL,1,0,0
stewach02,2010,1,COL,2,1,0
staplti01,2010,1,ATL,1,1,1
ruututu01,2010,1,CAR,4,1,0
sturmma01,2009,1,BOS,2,1,0
seminal01,2011,1,WAS,3,6,0
averyse01,2007,1,NYR,1,0,0
peverri01,2008,2,ATL,3,0,0
hossama01,2005,1,ATL,9,3,2
wellwky01,2007,1,TOR,1,0,0
stewach02,2011,1,STL,0,1,0
yorkmi01,2006,1,NYI,3,1,1
gomezsc01,2010,1,MTL,1,0,0
sturmma01,2007,1,BOS,8,1,1
kulemni01,2011,1,TOR,0,1,0
knublmi01,2009,1,WAS,2,1,1
omarkli01,2010,1,EDM,5,2,1
handzmi01,2009,1,LAK,8,5,1
ortmeje01,2005,1,NYR,1,0,0
gomezsc01,2007,1,NYR,4,2,1
weissst01,2005,1,FLO,1,0,0
satanmi01,2009,1,BOS,4,2,1
morribr01,2007,1,VAN,3,0,0
kubafi01,2006,1,TBL,2,0,0
pacioma01,2011,1,MTL,2,13,1
hedstjo01,2005,1,ANA,2,1,0
steenal01,2010,1,STL,5,3,1
brouwtr01,2010,1,CHI,1,0,0
heatlda01,2011,1,MIN,2,7,1
kennety01,2010,1,PIT,3,0,0
