playerid,year,stint,tmid,lgid,pos,gp,g,a,pts,pim,+/-,ppg,ppa,shg,sha,gwg,gtg,sog,postgp,postg,posta,postpts,postpim,post+/-,postppg,postppa,postshg,postsha,postgwg,postsog
nedomva01,1982,1,NYR,NHL,R,1.0,1.0,0.0,1.0,0.0,,0.0,,0.0,,0.0,0.0,1.0,,,,,,,,,,,,
brownmi02,2008,1,VAN,NHL,R,20.0,0.0,1.0,1.0,85.0,-5.0,0.0,0.0,0.0,0.0,0.0,,6.0,,,,,,,,,,,,
faveldo01,1978,1,COR,NHL,G,7.0,0.0,1.0,1.0,17.0,0.0,0.0,,0.0,,0.0,0.0,0.0,,,,,,,,,,,,
gagnesi01,1999,1,PHI,NHL,C,80.0,20.0,28.0,48.0,22.0,11.0,8.0,13.0,1.0,0.0,4.0,0.0,159.0,17.0,5.0,5.0,10.0,2.0,0.0,2.0,2.0,0.0,0.0,1.0,34.0
senicge01,1952,1,NYR,NHL,L,13.0,2.0,3.0,5.0,8.0,,,,,,,,,,,,,,,,,,,,
suthebr01,2008,2,DAL,NHL,C,42.0,5.0,4.0,9.0,52.0,-5.0,0.0,0.0,1.0,0.0,0.0,,50.0,,,,,,,,,,,,
ehrhoch01,2011,1,BUF,NHL,D,66.0,5.0,27.0,32.0,47.0,-2.0,1.0,10.0,0.0,2.0,3.0,,136.0,,,,,,,,,,,,
biekske01,2009,1,VAN,NHL,D,55.0,3.0,19.0,22.0,85.0,-5.0,1.0,6.0,0.0,0.0,0.0,,95.0,12.0,3.0,5.0,8.0,14.0,2.0,1.0,0.0,0.0,0.0,1.0,20.0
nichosi01,1915,1,VML,PCHA,L,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
rutheji01,1970,1,DET,NHL,G,29.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,,,,,,,,,,,,
graharo02,1978,1,LAK,NHL,G,34.0,0.0,1.0,1.0,6.0,0.0,0.0,,0.0,,0.0,0.0,0.0,,,,,,,,,,,,
beverbi01,1942,1,NYR,NHL,G,17.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
pennech01,1993,1,OTT,NHL,L,3.0,0.0,0.0,0.0,2.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,,,,,,,,,,,,
lindsjo01,2006,1,CBS,NHL,C,9.0,1.0,0.0,1.0,4.0,-3.0,0.0,0.0,0.0,0.0,0.0,,9.0,,,,,,,,,,,,
nilsoma01,2001,1,FLO,NHL,L,81.0,14.0,19.0,33.0,55.0,-14.0,6.0,6.0,1.0,1.0,2.0,0.0,147.0,,,,,,,,,,,,
johnsma03,1994,1,LAK,NHL,L,14.0,1.0,0.0,1.0,102.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,,,,,,,,,,,,
