playerid,coachid,hofid,firstname,lastname,namenote,namegiven,namenick,height,weight,shootcatch,legendsid,ihdbid,hrefid,firstnhl,lastnhl,firstwha,lastwha,pos,birthyear,birthmon,birthday,birthcountry,birthstate,birthcity,deathyear,deathmon,deathday,deathcountry,deathstate,deathcity
eriksth01,,,Thomas,Eriksson,,Thomas B.,,74.0,182.0,L,12556,1580.0,eriksth01,1980.0,1985.0,,,D,1959.0,10.0,16.0,Sweden,,Stockholm,,,,,,
zingedw01,,,Dwayne,Zinger,,,,76.0,216.0,L,20103,26148.0,zingedw01,2003.0,2003.0,,,D,1976.0,7.0,5.0,Canada,AB,Coronation,,,,,,
brimaar01,,,Aris,Brimanis,,Aris Aldis,,75.0,215.0,R,10166,575.0,brimaar01,1993.0,2003.0,,,D,1972.0,3.0,14.0,USA,OH,Shaker Heights,,,,,,
blackda01,,,Dan,Blackburn,,,,72.0,180.0,L,20221,50619.0,blackda01,2001.0,2002.0,,,G,1983.0,5.0,20.0,Canada,QC,Montreal,,,,,,
romanru01,,,Russell,Romaniuk,,Russell James,,72.0,195.0,L,11402,4647.0,romanru01,1991.0,1995.0,,,L,1970.0,6.0,9.0,Canada,MB,Winnipeg,,,,,,
prentbi01,,,Bill,Prentice,,William John,,73.0,195.0,L,,8508.0,prentbi01,,,1972.0,1977.0,D,1950.0,8.0,3.0,Canada,ON,Lindsay,,,,,,
macarcl01,,,Clarke,MacArthur,,,,72.0,190.0,L,20952,69005.0,macarcl01,2006.0,2011.0,,,L,1985.0,4.0,6.0,Canada,AB,Lloydminster,,,,,,
neuvimi01,,,Michal,Neuvirth,,,,72.0,174.0,L,21957,95383.0,neuvimi01,2008.0,2011.0,,,G,1988.0,3.0,23.0,Czech Republic,,Usti Nad Labem,,,,,,
fredrfr01,fredrfr01c,fredrfr01h,Frank,Fredrickson,,Frank Sigudor,,71.0,180.0,L,P195807,1779.0,fredrfr01,1926.0,1930.0,,,C,1895.0,6.0,11.0,Canada,MB,Winnipeg,1979.0,5.0,28.0,,,
kluzago01,,,Gord,Kluzak,,Gordon Glen,,76.0,220.0,L,13211,2758.0,kluzago01,1982.0,1990.0,,,D,1964.0,3.0,4.0,Canada,SK,Climax,,,,,,
,filioma01c,,Maurice,Filion,,Maurice,,,,,,68338.0,filioma99c,,,,,,1932.0,2.0,12.0,Canada,QC,Montreal,,,,,,
berubcr01,,,Craig,Berube,,Craig,Chief,73.0,210.0,L,10107,370.0,berubcr01,1986.0,2002.0,,,L,1965.0,12.0,17.0,Canada,AB,Calahoo,,,,,,
ferrape01,,,Peter,Ferraro,,Peter Joseph,,70.0,180.0,R,10466,1656.0,ferrape01,1995.0,2001.0,,,R,1973.0,1.0,24.0,USA,NY,Port Jefferson,,,,,,
boikoal01,,,Alexandre,Boikov,,Alexandre,,72.0,200.0,L,10015,23007.0,boikoal01,1999.0,2000.0,,,D,1975.0,2.0,7.0,Russia,,Chelyabinsk,,,,,,
sandlji01,,,Jim,Sandlak,,James J. (Jr.),The House,76.0,219.0,R,11446,4755.0,sandlji01,1985.0,1995.0,,,R,1966.0,12.0,12.0,Canada,ON,Kitchener,,,,,,
roy01,,,,Roy,,,,,,,,,,,,,,,,,,,,,,,,,,
