playerid,award,year,lgid,note,pos
berarbr01,Calder,1996,NHL,,
howego01,First Team All-Star,1953,NHL,,RW
prestri01,Playoff MVP,1978,WHA,,
giacoed01,Second Team All-Star,1968,NHL,,G
macouja01,All-Rookie,1983,NHL,,D
sloanto01,Second Team All-Star,1955,NHL,,C
thomati01,Vezina,2008,NHL,,
granato01,Masterton,1996,NHL,,
colvine01,Second Team All-Star,1947,NHL,,D
lacroan01,Hunter,1974,WHA,Scoring,
lidstni01,First Team All-Star,2006,NHL,,D
karlser01,Norris,2011,NHL,,
kiprumi01,Vezina,2005,NHL,,
rayro01,King Clancy,1998,NHL,,
nedomva01,Deneau,1975,WHA,Most Gentlemanly,
pilotpi01,Norris,1962,NHL,,
heatlda01,Calder,2001,NHL,,
gretzwa01,Hart,1986,NHL,,
friesje01,All-Rookie,1994,NHL,,F
kennete01,Second Team All-Star,1950,NHL,tie,C
mikitst01,Second Team All-Star,1964,NHL,,C
bourqra01,Second Team All-Star,1994,NHL,,D
hasekdo01,First Team All-Star,1994,NHL,,G
baileac01,Art Ross,1928,NHL,,
kovalil01,Second Team All-Star,2003,NHL,,LW
jagrja01,Second Team All-Star,1996,NHL,,RW
prongch01,Norris,1999,NHL,,
jarrega01,Second Team All-Star,1972,WHA,,LW
lachel01,Second Team All-Star,1945,NHL,,C
samsose01,All-Rookie,1997,NHL,,F
gretzwa01,Lady Byng,1991,NHL,,
yzermst01,Selke,1999,NHL,,
burepa01,First Team All-Star,1993,NHL,,RW
mcfadji01,Calder,1947,NHL,,
larocmi01,Vezina,1980,NHL,shared,
lilesjo01,All-Rookie,2003,NHL,,D
iginlja01,Richard,2003,NHL,shared,
blakero01,Second Team All-Star,2001,NHL,,D
drillgo01,Art Ross,1937,NHL,,
hawerda01,Second Team All-Star,1984,NHL,,C
bouchbr01,All-Rookie,1999,NHL,,G
lemiema01,First Team All-Star,1992,NHL,,C
bouchfr01,First Team All-Star,1933,NHL,,C
lafonpa01,Masterton,1994,NHL,,
gainebo01,Selke,1979,NHL,,
chelich01,Second Team All-Star,1990,NHL,,D
bournbo01,Masterton,1987,NHL,,
bourqra01,First Team All-Star,1987,NHL,,D
bourqra01,Norris,1987,NHL,,
carbogu01,Selke,1987,NHL,,
duncaia01,All-Rookie,1987,NHL,,LW
fuhrgr01,First Team All-Star,1987,NHL,,G
fuhrgr01,Vezina,1987,NHL,,
goulemi01,Second Team All-Star,1987,NHL,,LW
gretzwa01,Conn Smythe,1987,NHL,,
gretzwa01,Second Team All-Star,1987,NHL,,C
haywabr01,Jennings,1987,NHL,shared,
johanca01,All-Rookie,1987,NHL,,D
lemiema01,Art Ross,1987,NHL,,
lemiema01,First Team All-Star,1987,NHL,,C
lemiema01,Hart,1987,NHL,,
lemiema01,Pearson,1987,NHL,,
loobha01,First Team All-Star,1987,NHL,,RW
mccribr01,Plus-Minus,1987,NHL,,
mccribr01,Second Team All-Star,1987,NHL,,D
mcdonla01,King Clancy,1987,NHL,,
nasluma01,Lady Byng,1987,NHL,,
neelyca01,Second Team All-Star,1987,NHL,,RW
nieuwjo01,All-Rookie,1987,NHL,,C
nieuwjo01,Calder,1987,NHL,,
pangda01,All-Rookie,1987,NHL,,G
robitlu01,First Team All-Star,1987,NHL,,LW
roypa01,Jennings,1987,NHL,shared,
roypa01,Second Team All-Star,1987,NHL,,G
sheppra01,All-Rookie,1987,NHL,,RW
stevesc01,First Team All-Star,1987,NHL,,D
suterga01,Second Team All-Star,1987,NHL,,D
