coachid,year,tmid,lgid,stint,notes,g,w,l,t,postg,postw,postl,postt
patrile01c,1914,VA1,PCHA,1,,17,4,13,0,,,,
stevejo01c,2006,PHI,NHL,2,,74,21,42,11,,,,
arboual01c,1970,STL,NHL,1,,50,21,15,14,,,,
watsoph01c,1961,BOS,NHL,1,,70,15,47,8,,,,
angotlo01c,1973,STL,NHL,2,,23,4,15,4,,,,
patrile01c,1927,NYR,NHL,1,,44,19,16,9,9,5,3,1
johnsed01c,1996,PIT,NHL,1,,62,31,26,5,,,,
trotzba01c,2002,NAS,NHL,1,,82,27,42,13,,,,
kishla01c,1982,HAR,NHL,1,,49,12,32,5,,,,
lalonne01c,1934,MTL,NHL,1,,16,5,8,3,,,,
primejo01c,1952,TOR,NHL,1,,70,27,30,13,,,,
muldope01c,1921,SEA,PCHA,1,,24,12,11,1,2,0,2,0
ingarea01c,1972,NYI,NHL,2,,30,6,22,2,,,,
dudleri01c,1989,BUF,NHL,1,,80,45,27,8,6,2,4,0
hartlbo01c,2007,ATL,NHL,1,,6,0,6,0,,,,
tippeda01c,2010,PHO,NHL,1,,82,43,26,13,4,0,4,0
cassibr01c,2002,WAS,NHL,1,,82,39,35,8,6,2,4,0
schoeji01c,1988,NJD,NHL,1,,80,27,41,12,,,,
holmgpa01c,1995,HAR,NHL,1,,12,5,6,1,,,,
mccambo01c,1988,VAN,NHL,1,,80,33,39,8,7,3,4,0
burnspa01c,1988,MTL,NHL,1,,80,53,18,9,21,14,7,0
huculsa01c,1974,PHR,WHA,1,,78,39,31,8,5,1,4,0
pulfobo01c,1975,LAK,NHL,1,,80,38,33,9,9,5,4,0
kaspest01c,1995,BOS,NHL,1,,82,40,31,11,5,1,4,0
mactacr01c,2007,EDM,NHL,1,,82,41,35,6,,,,
adamsja01c,1939,DET,NHL,1,,48,16,26,6,5,2,3,0
crawfma01c,1994,QUE,NHL,1,,48,30,13,5,6,2,4,0
rossar01c,1933,BOS,NHL,1,,48,18,25,5,,,,
berenre01c,1980,STL,NHL,1,,80,45,18,17,11,5,6,0
ingraro01c,1976,SDM,WHA,1,,81,40,37,4,7,3,4,0
reaybi01c,1974,CHI,NHL,1,,80,37,35,8,8,3,5,0
gorinbu01c,2000,NYI,NHL,1,,65,17,43,5,,,,
harrite01c,1976,MNS,NHL,1,,80,23,39,18,2,0,2,0
macdopa01c,1973,MNS,NHL,2,,61,20,30,11,,,,
clappdi01c,1945,BOS,NHL,1,,50,24,18,8,10,5,5,0
gardnji01c,1914,MOC,NHA,1,,20,6,14,0,,,,
mcvieto01c,1976,WAS,NHL,1,,80,24,42,14,,,,
quinnpa01c,1978,PHI,NHL,2,,30,18,8,4,8,3,5,0
simpste01c,1987,NYI,NHL,1,,80,39,31,10,6,2,4,0
mcvieto01c,1983,NJD,NHL,2,,60,15,38,7,,,,
adamsja01c,1944,DET,NHL,1,,50,31,14,5,14,7,7,0
constke01c,1995,SJS,NHL,1,,25,3,18,4,,,,
crispte01c,1996,TBL,NHL,1,,82,32,40,10,,,,
stevejo01c,2007,PHI,NHL,1,,82,42,29,11,17,9,8,0
patrile01c,1926,NYR,NHL,1,,44,25,13,6,2,0,1,1
francem01c,1974,NYR,NHL,1,,80,37,29,14,3,1,2,0
demerja01c,1977,CIN,WHA,1,,75,33,39,3,,,,
howelha01c,1973,NYJ,WHA,2,,58,26,30,2,,,,
loweke01c,1999,EDM,NHL,1,,82,32,34,16,5,1,4,0
waddedo01c,2002,ATL,NHL,2,,10,4,5,1,,,,
wilsoro02c,2001,WAS,NHL,1,,82,36,35,11,,,,
eddolfr01c,1954,CHI,NHL,1,,70,13,40,17,,,,
sherofr01c,1977,PHI,NHL,1,,80,45,20,15,12,7,5,0
babcomi01c,2002,ANA,NHL,1,,82,40,33,9,21,15,6,0
ruelcl01c,1980,MTL,NHL,1,,80,45,22,13,3,0,3,0
kellyre01c,1969,PIT,NHL,1,,76,26,38,12,10,6,4,0
sathegl01c,1976,EDO,WHA,2,,18,9,7,2,5,1,4,0
suttedu01c,2000,FLO,NHL,2,,46,16,24,6,,,,
sullimi01c,2003,BOS,NHL,1,,82,41,26,15,7,3,4,0
burnspa01c,1997,BOS,NHL,1,,82,39,30,13,6,2,4,0
wattto01c,1986,VAN,NHL,1,,80,29,43,8,,,,
perrydo01c,1983,LAK,NHL,1,,50,14,27,9,,,,
olczyed01c,2003,PIT,NHL,1,,82,23,51,8,,,,
irvindi01c,1948,MTL,NHL,1,,60,28,23,9,7,3,4,0
carlyra01c,2008,AND,NHL,1,,82,42,33,7,13,7,6,0
reganla01c,1971,LAK,NHL,1,,10,2,7,1,,,,
blaketo01c,1964,MTL,NHL,1,,70,36,23,11,13,8,5,0
boudrbr01c,2011,AND,NHL,2,,58,27,23,8,,,,
sindeha01c,1966,BOS,NHL,1,,70,17,43,10,,,,
crawfma01c,2006,LAK,NHL,1,,82,27,41,14,,,,
cherrdo01c,1975,BOS,NHL,1,,80,48,15,17,12,5,7,0
lemaija01c,1994,NJD,NHL,1,,48,22,18,8,20,16,4,0
adamsja01c,1941,DET,NHL,1,,48,19,25,4,12,7,5,0
cunnijo01c,1982,HAR,NHL,3,,13,3,9,1,,,,
dandule01c,1921,MTL,NHL,2,,17,10,6,1,,,,
suttebr02c,2009,CAL,NHL,1,,82,40,32,10,,,,
greenpe01c,1922,OTS,NHL,1,,24,14,9,1,8,6,2,0
crozijo01c,1980,TOR,NHL,1,,40,13,22,5,,,,
boudrbr01c,2009,WAS,NHL,1,,82,54,15,13,7,3,4,0
skinnji01c,1954,DET,NHL,1,,70,42,17,11,11,8,3,0
wilsojo01c,1969,LAK,NHL,2,,52,9,34,9,,,,
cunnijo01c,1989,NJD,NHL,2,,66,31,28,7,6,2,4,0
nealeha01c,1985,DET,NHL,1,,35,8,23,4,,,,
robinla01c,2001,NJD,NHL,1,,51,21,23,7,,,,
boilema01c,1974,PIT,NHL,1,,80,37,28,15,9,5,4,0
vigneal01c,2010,VAN,NHL,1,,82,54,19,9,25,15,10,0
gilbegr01c,2001,CAL,NHL,1,,82,32,38,12,,,,
crispte01c,1993,TBL,NHL,1,,84,30,43,11,,,,
johnsto01c,1971,BOS,NHL,1,,78,54,13,11,15,12,3,0
