playerid,year,stint,tmid,lgid,gp,min,w,l,t/ol,eng,sho,ga,sa,postgp,postmin,postw,postl,postt,posteng,postsho,postga,postsa
caseyjo01,1990,1,MNS,NHL,55,3185,21,20,11,5,3,158,1450,23,1205,14,7,,2,1,61,571
johnsed01,1964,1,BOS,NHL,47,2820,11,32,4,4,3,163,,,,,,,,,,
pietrfr01,1990,1,PIT,NHL,25,1311,10,11,1,0,0,86,714,5,288,4,1,,1,1,15,148
bittnri01,1949,1,BOS,NHL,1,60,0,0,1,,0,3,,,,,,,,,,
wilsodu01,1978,1,VAN,NHL,17,835,2,10,2,1,0,58,,,,,,,,,,
mclacmu01,1970,1,TOR,NHL,2,25,0,1,0,0,0,4,,,,,,,,,,
billicr01,1992,1,NJD,NHL,42,2389,21,16,4,0,2,146,1178,2,78,0,1,,0,0,5,39
dionco01,1944,1,DET,NHL,12,720,6,4,2,,0,39,,,,,,,,,,
jablopa01,1996,1,MTL,NHL,17,754,4,6,2,0,0,50,438,,,,,,,,,
hainsge01,1926,1,MTL,NHL,44,2732,28,14,2,,14,67,,4,252,1,1,2,,1,6,
greisth01,2009,1,SJS,NHL,16,782,7,4,1,2,0,35,399,1,40,0,0,,0,0,2,28
nilssan01,2011,1,NYI,NHL,4,218,1,2,0,0,1,10,112,,,,,,,,,
edwarma01,1972,1,CLF,NHL,21,1207,4,14,2,0,1,87,,,,,,,,,,
burchra01,1976,1,IND,WHA,5,136,1,0,0,0,0,8,89,,,,,,,,,
barrato01,1993,1,PIT,NHL,44,2482,22,15,5,2,2,139,1304,6,356,2,4,,3,0,17,162
edwardo01,1976,1,BUF,NHL,25,1480,16,7,2,1,2,62,,5,300,2,3,,0,0,15,
holmeha01,1921,1,SEA,PCHA,24,1479,12,11,1,,4,64,,2,120,0,2,0,,0,2,
fitzpma01,1997,2,TBL,NHL,34,1938,7,24,1,5,1,102,975,,,,,,,,,
beaurst01,1993,1,WIN,NHL,13,418,0,4,1,0,0,34,211,,,,,,,,,
coxab01,1929,1,MTM,NHL,1,60,1,0,0,,0,2,,,,,,,,,,
hackeje01,1999,1,MTL,NHL,56,3301,23,25,7,2,3,132,1543,,,,,,,,,
huetcr01,2009,1,CHI,NHL,48,2731,26,14,4,1,4,114,1083,1,20,0,0,,0,0,0,3
maroije01,1943,1,TOR,NHL,1,60,1,0,0,,0,4,,,,,,,,,,
basseha01,1955,1,CHI,NHL,12,720,2,9,1,,1,42,,,,,,,,,,
