playerid,award,year,lgid,note,pos
richahe01,First Team All-Star,1957,NHL,,C
orrbo01,Conn Smythe,1971,NHL,,
hullbo01,First Team All-Star,1967,NHL,,LW
howego01,Second Team All-Star,1963,NHL,,RW
bourqra01,Norris,1993,NHL,,
messima01,Hart,1989,NHL,,
salmibo01,First Team All-Star,1976,NHL,,D
raynech01,Second Team All-Star,1948,NHL,,G
harvedo01,Norris,1960,NHL,,
coutulo01,All-Rookie,2010,NHL,,F
goldhbo01,Second Team All-Star,1954,NHL,,D
gretzwa01,Hart,1986,NHL,,
sundima01,Messier,2007,NHL,,
plantja01,Second Team All-Star,1956,NHL,,G
hallgl01,First Team All-Star,1962,NHL,,G
drydeke01,First Team All-Star,1976,NHL,,G
zalapza01,All-Rookie,1988,NHL,,D
bourqra01,First Team All-Star,1989,NHL,,D
appssy01,Second Team All-Star,1937,NHL,,C
richama01,First Team All-Star,1945,NHL,,RW
mcdonla01,King Clancy,1987,NHL,,
burepa01,Calder,1991,NHL,,
hasekdo01,Vezina,2000,NHL,,
bouchbu01,Second Team All-Star,1943,NHL,,D
roypa01,Conn Smythe,1992,NHL,,
smithcl01,Lady Byng,1943,NHL,,
middlri01,Lady Byng,1981,NHL,,
gottsjo01,Second Team All-Star,1938,NHL,,LW
plantja01,Second Team All-Star,1959,NHL,,G
dionnma01,Pearson,1978,NHL,,
bouchfr01,Lady Byng,1932,NHL,,
robitlu01,First Team All-Star,1988,NHL,,LW
hasekdo01,Pearson,1997,NHL,,
pacioma01,Masterton,2011,NHL,,
heatlda01,First Team All-Star,2006,NHL,,RW
coffepa01,Second Team All-Star,1983,NHL,,D
bauerbo01,Second Team All-Star,1946,NHL,,RW
roypa01,Second Team All-Star,1990,NHL,,G
hodgeke02,All-Rookie,1990,NHL,,RW
siebeba01,First Team All-Star,1936,NHL,,D
popiepo01,Second Team All-Star,1974,WHA,,D
smithsi01,Lady Byng,1954,NHL,,
datsypa01,Lady Byng,2006,NHL,,
stevesc01,Second Team All-Star,1996,NHL,,D
quackbi01,First Team All-Star,1947,NHL,,D
durnabi01,First Team All-Star,1946,NHL,,G
belfoed01,Calder,1990,NHL,,
staplpa01,Second Team All-Star,1976,WHA,,D
sawchte01,Second Team All-Star,1953,NHL,,G
roypa01,Vezina,1989,NHL,,
lachel01,Art Ross,1947,NHL,,
morenho01,Hart,1927,NHL,,
gretzwa01,First Team All-Star,1984,NHL,,C
schrisw01,First Team All-Star,1935,NHL,,LW
laflegu01,First Team All-Star,1979,NHL,,RW
nighbfr01,Lady Byng,1925,NHL,,
coffepa01,First Team All-Star,1984,NHL,,D
drydeda01,First Team All-Star,1978,WHA,,G
makarse01,Calder,1989,NHL,,
alfreda01,King Clancy,2011,NHL,,
broadpu01,Art Ross,1921,NHL,,
hullbo01,Art Ross,1961,NHL,,
mikitst01,Hart,1966,NHL,,
dilloce01,First Team All-Star,1937,NHL,tie,RW
mcleodo01,Hatskin,1973,WHA,Best Goaltender,
mahovfr01,Second Team All-Star,1965,NHL,,LW
roberga01,Masterton,1995,NHL,,
hallgl01,First Team All-Star,1968,NHL,,G
thompti01,First Team All-Star,1935,NHL,,G
phanedi01,All-Rookie,2005,NHL,,D
ftorero01,First Team All-Star,1976,WHA,,C
conacch01,Art Ross,1933,NHL,,
pecami01,Selke,1996,NHL,,
blackda01,All-Rookie,2001,NHL,,G
osgooch01,Jennings,1995,NHL,shared,
prongch01,Second Team All-Star,1997,NHL,,D
nieuwjo01,King Clancy,1994,NHL,,
richahe01,Second Team All-Star,1958,NHL,,C
roypa01,Jennings,1988,NHL,shared,
colvine01,Second Team All-Star,1947,NHL,,D
perregi01,Second Team All-Star,1976,NHL,,C
turcoma01,Crozier,2002,NHL,,
quackbi01,First Team All-Star,1950,NHL,,D
brodatu01,First Team All-Star,1940,NHL,,G
sawchte01,Second Team All-Star,1954,NHL,,G
barrato01,Vezina,1983,NHL,,
hasekdo01,All-Rookie,1991,NHL,,G
alfreda01,Second Team All-Star,2005,NHL,,RW
caffete01,Kaplan,1972,WHA,Rookie,
mccabbr01,Second Team All-Star,2003,NHL,,D
fedorse01,Hart,1993,NHL,,
boyleda01,Second Team All-Star,2006,NHL,,D
johanca01,All-Rookie,1987,NHL,,D
giacoed01,Second Team All-Star,1969,NHL,,G
raycran01,All-Rookie,2003,NHL,,G
delveal01,Lady Byng,1958,NHL,,
lidstni01,Second Team All-Star,2009,NHL,,D
stlouma01,Lady Byng,2010,NHL,,
jenseal01,Jennings,1983,NHL,shared,
vanbijo01,Second Team All-Star,1993,NHL,,G
sawchte01,Vezina,1951,NHL,,
gadsbbi01,Second Team All-Star,1953,NHL,,D
jagrja01,First Team All-Star,2005,NHL,,RW
