year,round,series,tmidwinner,lgidwinner,tmidloser,lgidloser,w,l,t,goalswinner,goalsloser,note
2005,CF,N,EDM,NHL,ANA,NHL,4,1,0,16,13,
1982,DSF,F,MNS,NHL,TOR,NHL,3,1,0,18,18,
1999,CQF,A,PHI,NHL,BUF,NHL,4,1,0,14,8,
1974,QF,,QUN,WHA,PHR,WHA,4,1,0,23,12,
1999,CSF,I,PHI,NHL,PIT,NHL,4,2,0,15,14,
2007,CQF,H,DAL,NHL,AND,NHL,4,2,0,20,13,
1993,CQF,H,DAL,NHL,STL,NHL,4,0,0,16,10,
1978,ACF,,WIJ,WHA,EDO,WHA,4,2,0,21,26,
1992,DF,J,NYI,NHL,PIT,NHL,4,3,0,24,27,
1974,QF,E,PHI,NHL,TOR,NHL,4,0,0,15,6,
2002,CQF,E,DAL,NHL,EDM,NHL,4,2,0,20,11,
1992,DSF,D,NYI,NHL,WAS,NHL,4,2,0,23,22,
1930,SF,A,MTL,NHL,BOS,NHL,3,2,0,13,13,
1975,QF,,CAC,WHA,QUN,WHA,4,1,0,23,15,
1962,SF,B,DET,NHL,CHI,NHL,4,2,0,25,19,
1996,CSF,K,COL,NHL,EDM,NHL,4,1,0,19,11,
1931,QF,C,MTM,NHL,DTF,NHL,1,0,1,3,1,TG
1978,QF,H,NYR,NHL,PHI,NHL,4,1,0,28,8,
1989,DSF,D,WAS,NHL,NJD,NHL,4,2,0,21,18,
1924,SF,,VIC,WCHL,SAS,WCHL,1,0,1,6,4,TG
1912,SCF,,VA1,PCHA,QU1,NHA,2,1,0,16,12,EX
1975,Pre,D,TOR,NHL,PIT,NHL,2,1,0,8,3,
1925,SF,,MTM,NHL,PIP,NHL,1,0,1,6,4,TG
1988,DSF,G,CAL,NHL,VAN,NHL,4,3,0,26,20,
1925,SCF,,MTM,NHL,VIC,WCHL,3,1,0,10,3,
1939,SCF,E,NYR,NHL,TOR,NHL,4,2,0,14,11,
1941,SCF,E,TOR,NHL,DET,NHL,4,3,0,25,19,
1977,SCF,K,MTL,NHL,BOS,NHL,4,2,0,18,13,
1997,CQF,H,STL,NHL,LAK,NHL,4,0,0,16,8,
2009,CQF,G,VAN,NHL,LAK,NHL,4,2,0,25,18,
1987,DF,L,EDM,NHL,CAL,NHL,4,0,0,18,11,
1980,SCF,O,NYI,NHL,MNS,NHL,4,1,0,26,16,
1986,DSF,C,PHI,NHL,NYR,NHL,4,2,0,22,13,
1965,SCF,C,MTL,NHL,DET,NHL,4,2,0,18,14,
2011,CF,N,LAK,NHL,PHO,NHL,4,1,0,14,8,
2011,CQF,G,PHO,NHL,CHI,NHL,4,2,0,17,12,
1938,SCF,E,BOS,NHL,TOR,NHL,4,1,0,12,6,
1944,SF,B,DET,NHL,BOS,NHL,4,3,0,22,22,
2009,CQF,F,CHI,NHL,NAS,NHL,4,2,0,17,15,
1998,CQF,B,BUF,NHL,OTT,NHL,4,0,0,12,6,
1994,CF,N,DET,NHL,CHI,NHL,4,1,0,13,12,
1992,DSF,A,BUF,NHL,BOS,NHL,4,0,0,19,12,
1952,SCF,C,MTL,NHL,BOS,NHL,4,1,0,16,9,
2009,CQF,H,DET,NHL,PHO,NHL,4,3,0,26,18,
1941,SF,A,TOR,NHL,NYR,NHL,4,2,0,13,12,
1940,SF,D,DET,NHL,CHI,NHL,2,0,0,5,2,
1976,QF,F,PHI,NHL,TOR,NHL,4,2,0,19,18,
2011,CQF,B,WAS,NHL,BOS,NHL,4,3,0,16,15,
1998,CQF,D,TOR,NHL,PHI,NHL,4,2,0,9,11,
1990,CF,M,PIT,NHL,BOS,NHL,4,2,0,27,18,
1997,CSF,I,WAS,NHL,OTT,NHL,4,1,0,18,7,
1999,SCF,O,NJD,NHL,DAL,NHL,4,2,0,15,9,
1974,QF,G,MTL,NHL,VAN,NHL,4,1,0,20,9,
1931,SF,A,NYR,NHL,MTL,NHL,3,1,0,13,9,
1984,DSF,C,PHI,NHL,NYR,NHL,3,0,0,14,10,
1989,DF,I,BOS,NHL,MTL,NHL,4,1,0,16,12,
1995,CQF,E,DET,NHL,WIN,NHL,4,2,0,20,10,
1955,SCF,C,MTL,NHL,DET,NHL,4,1,0,18,9,
1982,DSF,G,EDM,NHL,WIN,NHL,3,0,0,14,9,
1967,QF,A,MTL,NHL,BOS,NHL,4,0,0,15,8,
1929,SCF,E,MTL,NHL,BOS,NHL,2,0,0,7,3,
1962,SCF,C,TOR,NHL,DET,NHL,4,1,0,17,10,
1991,DSF,H,EDM,NHL,LAK,NHL,4,2,0,23,18,
2002,CSF,K,ANA,NHL,DAL,NHL,4,2,0,14,14,
2011,CSF,K,LAK,NHL,STL,NHL,4,0,0,15,6,
2007,CQF,E,DET,NHL,NAS,NHL,4,2,0,17,12,
2003,SCF,O,TBL,NHL,CAL,NHL,4,3,0,13,14,
1917,F,,TOA,NHL,MTL,NHL,1,1,0,10,7,TG
1946,SCF,C,TOR,NHL,MTL,NHL,4,2,0,13,13,
1967,SCF,G,MTL,NHL,STL,NHL,4,0,0,11,7,
1971,SF,F,NYR,NHL,CHI,NHL,4,0,0,17,9,
1981,DSF,A,QUE,NHL,MTL,NHL,3,2,0,11,16,
1975,ACF,,WIJ,WHA,HOU,WHA,4,0,0,24,11,
1985,DSF,C,NYR,NHL,PHI,NHL,3,2,0,18,15,
1996,CQF,H,ANA,NHL,PHO,NHL,4,3,0,17,17,
1984,DSF,H,WIN,NHL,CAL,NHL,3,1,0,15,13,
