playerid,year,stint,tmid,w,l,sa,ga
halakja01,2010,1,STL,3,4,29,10
fernama01,2007,1,BOS,1,0,3,0
dipieri01,2009,1,NYI,1,0,8,3
elliobr01,2010,1,OTT,0,4,8,6
bishobe01,2008,1,STL,0,1,4,2
ersbeer01,2007,1,LAK,1,1,10,2
bishobe01,2011,1,OTT,0,2,6,3
eschero01,2006,1,PHI,0,1,2,2
backsni01,2010,1,MIN,1,4,17,8
aubinje01,2007,1,LAK,1,1,4,2
brodema01,2006,1,NJD,10,6,60,20
macdojo01,2011,1,DET,1,1,9,3
dubiewa01,2007,1,NYI,2,1,13,4
gigueje01,2007,1,AND,6,5,30,10
hackema01,2011,1,MIN,1,0,5,2
norrefr01,2007,1,CBS,0,4,10,4
hasekdo01,2005,1,OTT,2,4,16,6
vokouto01,2008,1,FLO,3,4,19,6
mclenja01,2006,1,CAL,0,1,11,4
lehtoka01,2011,1,DAL,7,3,39,9
conklty01,2005,1,EDM,0,1,2,2
thomati01,2005,1,BOS,2,6,31,9
gerbema01,2007,1,OTT,2,2,16,5
lundqhe01,2010,1,NYR,7,3,46,7
thomati01,2010,1,BOS,1,5,19,9
rolosdw01,2007,1,EDM,5,4,37,10
irvinle01,2011,1,CAL,0,1,4,2
gustajo01,2009,1,TOR,2,1,7,3
bouchbr01,2005,1,PHO,1,0,3,0
clemmsc01,2006,1,NJD,0,2,6,3
huetcr01,2007,2,WAS,2,0,5,0
varlasi01,2009,1,WAS,3,4,33,9
drouije01,2008,1,EDM,1,0,3,0
priceca01,2010,1,MTL,3,2,24,6
niittan01,2009,1,TBL,3,4,23,5
osgooch01,2008,1,DET,4,2,21,6
pavelon01,2009,1,ATL,0,4,11,6
bryzgil01,2010,1,PHO,4,5,32,11
thibajo01,2007,1,BUF,0,2,10,3
toivoha01,2006,1,BOS,1,1,8,3
osgooch01,2005,1,DET,2,1,8,2
neuvimi01,2010,1,WAS,3,3,21,6
ellisda01,2010,1,TBL,2,3,24,6
toivoha01,2007,1,STL,1,2,9,2
garonma01,2011,1,TBL,1,1,6,1
howarji01,2011,1,DET,7,2,27,5
budajpe01,2008,1,COL,7,4,35,13
tellqmi01,2007,1,PHO,0,2,16,4
fleurma01,2006,1,PIT,9,5,39,9
garonma01,2005,1,LAK,4,1,16,3
conklty01,2008,1,DET,2,2,13,4
bobrose01,2011,1,PHI,1,2,8,4
thibajo01,2006,1,PIT,1,1,5,3
millery01,2011,1,BUF,5,4,34,11
auldal01,2008,1,OTT,2,4,25,9
brodema01,2011,1,NJD,7,2,26,7
backsni01,2009,1,MIN,2,7,38,14
rinnepe01,2010,1,NAS,6,4,34,7
labarja01,2005,1,LAK,2,0,5,0
fleurma01,2005,1,PIT,0,2,5,4
millery01,2010,1,BUF,2,1,8,4
lalimpa01,2009,1,BUF,0,2,13,5
rasktu01,2010,1,BOS,1,1,5,2
hedbejo01,2011,1,NJD,5,2,20,7
cloutda01,2007,1,LAK,1,0,4,1
vokouto01,2010,1,FLO,2,1,13,2
divisre01,2005,1,STL,0,1,3,2
wardca01,2005,1,CAR,1,0,3,0
theodjo01,2010,1,MIN,2,1,15,7
mcelhcu01,2009,1,CAL,1,0,4,2
millery01,2006,1,BUF,10,4,46,9
fleurma01,2007,1,PIT,1,0,3,0
huetcr01,2005,1,MTL,1,2,9,3
quickjo01,2011,1,LAK,6,8,47,16
emeryra01,2005,1,OTT,0,2,5,2
leclapa01,2008,1,CBS,0,1,3,2
brodema01,2009,1,NJD,6,4,31,9
turcoma01,2007,1,DAL,3,3,23,9
sauveph01,2005,1,CAL,1,0,3,0
marksja02,2011,1,FLO,0,1,3,1
ersbeer01,2009,1,LAK,1,2,16,7
hillejo01,2007,1,AND,2,1,12,5
quickjo01,2010,1,LAK,10,0,44,8
gigueje01,2010,1,TOR,2,2,15,7
macdojo01,2008,1,NYI,3,3,15,6
hedbejo01,2007,1,ATL,5,3,31,7
garonma01,2009,1,CBS,2,3,18,8
dipieri01,2007,1,NYI,3,2,21,6
masonch02,2005,1,NAS,2,0,5,0
lehtoka01,2005,1,ATL,5,0,20,3
budajpe01,2007,1,COL,1,2,9,4
theodjo01,2006,1,COL,2,0,6,0
toskave01,2005,1,SJS,0,3,12,5
budajpe01,2010,1,COL,3,0,14,1
backsni01,2008,1,MIN,5,2,21,5
bryzgil01,2009,1,PHO,8,5,62,17
niemian02,2009,1,CHI,6,2,32,6
gerbema01,2010,1,EDM,1,0,4,1
montoal01,2010,1,NYI,0,2,9,3
hardijo01,2006,1,MIN,0,1,3,1
tellqmi01,2008,1,PHO,1,0,8,1
thomati01,2009,1,BOS,5,5,33,9
reimeja01,2011,1,TOR,2,1,8,3
legacma01,2008,1,STL,3,1,13,4
ramoka01,2007,1,TBL,0,1,2,2
holmqjo01,2007,1,TBL,1,0,4,1
garonma01,2006,1,LAK,1,3,18,7
rolosdw01,2010,1,NYI,0,1,3,2
