playerid,year,ppa,sha
cullejo01,1990,29,
iafraal01,1990,11,1
broteaa01,1990,1,
carsoji01,1989,5,
kontoch01,1987,6,
frycemi01,1988,3,
murphla01,1988,22,
petitmi01,1990,16,
manthmo01,1987,15,1
hunteda01,1987,1,4
joycebo01,1989,3,
huntema01,1990,4,
manthmo01,1988,9,
kurveto01,1990,15,
mcdonhu01,1989,1,
gartnmi01,1989,14,1
erickbr01,1987,6,
larsore01,1988,14,
bradlbr01,1990,10,
sandsto01,1989,20,
robergo01,1987,3,
jonssto01,1988,24,
dineego01,1988,2,
dineego01,1987,2,
charbjo01,1988,1,
paslagr01,1990,3,1
broteaa01,1989,3,
wilsoca01,1987,9,3
makelmi01,1989,1,
skrikpe01,1990,5,
konrost01,1988,1,1
hrdinji01,1990,4,
goulemi01,1989,15,1
ferrara01,1990,5,
coxecr01,1987,1,
macivno01,1988,19,
gartnmi01,1988,9,
duguaro01,1987,2,
maroima01,1988,3,
creigad01,1988,7,
tantito01,1990,5,
deblolu01,1990,,1
zezelpe01,1990,5,1
murphla01,1990,19,
thibagi01,1989,2,
hullbr01,1987,10,
wilsoca01,1990,4,
nichobe01,1989,37,1
samueul01,1990,,2
josepch01,1987,6,
courtru01,1988,2,
brookbo01,1989,1,2
cunnera01,1989,4,
donnemi01,1987,2,
halwado01,1988,1,
ledyagr01,1988,6,
franclo01,1990,1,1
kaspest01,1988,6,2
grahadi01,1987,7,1
foligmi01,1990,1,
bennibr01,1989,5,
allismi01,1987,5,
ledyagr01,1987,5,
playfla01,1988,,1
vaiveri01,1988,15,
krushmi01,1990,3,
nylunga01,1988,1,
carsoli01,1987,1,1
hunteda01,1988,,1
brownro01,1990,10,
ruotsre01,1989,9,
actonke01,1988,,1
bodgedo01,1988,25,1
tuckejo01,1990,1,
laughcr01,1987,3,
brownje02,1989,24,
smaildo01,1990,1,1
lawtobr01,1988,4,
picarro02,1989,1,1
ciccadi01,1988,10,1
ysebapa01,1990,4,1
simpscr01,1987,10,1
