year,lgid,tmid,hw,hl,ht,hotl,rw,rl,rt,rotl,sepw,sepl,sept,sepol,octw,octl,octt,octol,novw,novl,novt,novol,decw,decl,dect,decol,janw,janl,jant,janol,febw,febl,febt,febol,marw,marl,mart,marol,aprw,aprl,aprt,aprol
1993,NHL,STL,23,11,8.0,,17,22,3.0,,,,,,7,2,1,,5,4,4,,7,8,0,,7,4,2.0,,6,5,1.0,,5,7,1,,3,3,2,
1964,NHL,DET,25,7,3.0,,15,16,4.0,,,,,,4,2,1,,6,4,3,,5,5,2,,7,5,0.0,,8,5,0.0,,10,2,1,,,,,
1998,NHL,DET,27,12,2.0,,16,20,5.0,,,,,,6,4,0,,7,4,0,,4,8,2,,7,5,1.0,,7,4,3.0,,7,5,0,,5,2,1,
2009,NHL,DAL,23,11,,7,14,20,,7,,,,,6,3,,5,6,5,,2,6,3,,4,6,9,,0,4,1,,1,6,8,,2,3,2,,0
1999,NHL,CAR,20,16,5.0,0,17,19,5.0,0,,,,,5,3,3,0,6,5,3,0,3,8,1,0,6,8,1.0,0,6,4,1.0,0,8,6,1,0,3,1,0,0
1971,NHL,BOS,28,4,7.0,,26,9,4.0,,,,,,6,3,1,,9,2,1,,9,1,3,,10,1,3.0,,12,1,1.0,,7,4,2,,1,1,0,
1982,NHL,VAN,20,12,8.0,,10,23,7.0,,,,,,4,6,2,,5,5,4,,4,6,2,,4,7,2.0,,4,7,1.0,,9,4,3,,0,0,1,
1980,NHL,HAR,14,17,9.0,,7,24,9.0,,,,,,5,4,2,,3,8,2,,5,3,4,,2,10,3.0,,2,5,5.0,,3,9,2,,1,2,0,
1999,NHL,ANA,19,13,7.0,2,15,20,5.0,1,,,,,6,5,1,1,6,5,1,0,6,6,2,0,4,7,2.0,0,5,3,4.0,0,5,5,2,1,2,2,0,1
1972,WHA,WIJ,26,11,2.0,,17,20,2.0,,,,,,6,3,1,,10,7,1,,6,7,0,,7,4,1.0,,9,2,0.0,,5,7,1,,0,1,0,
1973,WHA,TOT,25,11,3.0,,16,22,1.0,,,,,,2,7,3,,8,5,0,,9,6,0,,6,6,1.0,,8,5,0.0,,7,4,0,,1,0,0,
2003,NHL,CAR,13,18,8.0,2,15,16,6.0,4,,,,,2,3,4,0,5,7,3,0,5,5,1,2,5,9,2.0,0,3,3,3.0,2,8,6,0,2,0,1,1,0
1995,NHL,MTL,23,12,6.0,,17,20,4.0,,,,,,6,5,0,,6,5,1,,7,6,1,,6,3,4.0,,5,7,1.0,,9,3,1,,1,3,2,
1997,NHL,ANA,12,23,6.0,,14,20,7.0,,,,,,5,4,4,,6,8,1,,2,8,2,,4,7,2.0,,3,2,0.0,,4,9,2,,2,5,2,
1988,NHL,EDM,21,16,3.0,,17,18,5.0,,,,,,5,4,2,,10,4,1,,5,6,1,,5,8,2.0,,7,5,0.0,,6,6,2,,0,1,0,
1925,NHL,MTL,5,12,1.0,,6,12,0.0,,,,,,,,,,0,1,0,,4,5,0,,5,5,0.0,,1,8,1.0,,1,5,0,,,,,
1928,NHL,BOS,15,6,1.0,,11,7,4.0,,,,,,,,,,2,2,2,,3,5,0,,11,0,2.0,,5,4,1.0,,5,2,0,,,,,
2002,NHL,DET,28,6,5.0,2,20,14,5.0,2,,,,,6,3,1,0,6,4,2,1,10,1,4,0,5,7,1.0,1,7,2,1.0,1,13,3,0,0,1,0,1,1
1932,NHL,NYA,13,6,5.0,,2,16,6.0,,,,,,,,,,2,2,1,,2,7,2,,5,4,5.0,,3,4,2.0,,3,5,1,,,,,
