year,hofid,name,category
1950,malonjo01h,Joe Malone,Player
1960,selkefr01h,Frank Selke,Builder
1945,bakerho01h,Hobey Baker,Player
1958,hayge01h,George Hay,Player
1961,halljo01h,Joe Hall,Player
1958,cleghsp01h,Sprague Cleghorn,Player
2007,gregoji01h,Jim Gregory,Builder
1947,shoreed01h,Eddie Shore,Player
1982,ullmano01h,Norm Ullman,Player
1973,smithto01h,Tommy Smith,Player
1984,esposph01h,Phil Esposito,Player
1998,conacro01h,Roy Conacher,Player
2005,kharlva01h,Valeri Kharlamov,Player
1962,broadpu01h,Punch Broadbent,Player
1949,bainda01h,Dan Bain,Player
1958,moranpa01h,Paddy Moran,Player
1950,richage01h,George Richardson,Player
1960,walkeja01h,Jack Walker,Player
1962,huttobo01h,Bowse Hutton,Player
2000,savarde01h,Denis Savard,Player
1950,triheha01h,Harry Trihey,Player
1962,camerha01h,Harry Cameron,Player
1958,clancki01h,King Clancy,Player
1969,hextabr01h,Bryan Hextall,Player
1988,laflegu01h,Guy Lafleur,Player
1965,hornere01h,Red Horner,Player
1993,shuttst01h,Steve Shutt,Player
1952,mackami01h,Mickey MacKay,Player
1983,hullbo01h,Bobby Hull,Player
1969,norribr01h,Bruce Norris,Builder
1988,hayesge01h,George Hayes,Referee/Linesman
1993,smithbi01h,Billy Smith,Player
1962,mcgimbi01h,Billy McGimsie,Player
1962,humefr01h,Fred Hume,Builder
1962,walshma01h,Marty Walsh,Player
1961,ionmi01h,Mickey Ion,Referee/Linesman
1969,abelsi01h,Sid Abel,Player
2001,hawerda01h,Dale Hawerchuk,Player
1984,imlacpu01h,Punch Imlach,Builder
1999,morriia01h,Scotty Morrison,Builder
1961,dayha01h,Hap Day,Player
2001,fetisvi01h,Viacheslav Fetisov,Player
1970,lebelro01h,Bob LeBel,Builder
1993,knoxse01h,Seymour Knox,Builder
1998,goulemi01h,Michel Goulet,Player
1978,bathgan01h,Andy Bathgate,Player
1958,irvindi01h,Dick Irvin,Player
2010,granaca01h,Cammi Granato,Player
1947,bowieru01h,Russell Bowie,Player
1965,russeer01h,Ernie Russell,Player
1966,reardke01h,Ken Reardon,Player
1995,torrebi01h,Bill Torrey,Builder
2009,lamorlo01h,Lou Lamoriello,Builder
1958,lehmahu01h,Hugh Lehman,Player
1980,worslgu01h,Gump Worsley,Player
2001,gartnmi01h,Mike Gartner,Player
1977,cattajo01h,Joseph Cattarinich,Builder
1963,gormato01h,Tommy Gorman,Builder
1981,bucykjo01h,John Bucyk,Player
1972,smithho01h,Hooley Smith,Player
1987,pavelma03h,Matt Pavelich,Referee/Linesman
1982,gilbero01h,Rod Gilbert,Player
2006,roypa01h,Patrick Roy,Player
1969,wortero01h,Roy Worters,Player
1966,kennete01h,Ted Kennedy,Player
1958,johnsch01h,Ching Johnson,Player
1964,campban01h,Angus Campbell,Builder
1961,schmimi01h,Milt Schmidt,Player
1958,bouchfr01h,Frank Boucher,Player
1962,greensh01h,Shorty Green,Player
1966,lachel01h,Elmer Lach,Player
1990,perregi01h,Gilbert Perreault,Player
1981,stanlal01h,Allan Stanley,Player
2007,macinal01h,Al MacInnis,Player
2008,scapira01h,Ray Scapinello,Referee/Linesman
1964,stewaja01h,Jack Stewart,Player
1985,olmstbe01h,Bert Olmstead,Player
1973,udvarfr01h,Frank Udvari,Referee/Linesman
1962,hoopeto01h,Tom Hooper,Player
1947,hewitwi01h,William Hewitt,Builder
1960,adamsch01h,Charles Adams,Builder
1970,gadsbbi01h,Bill Gadsby,Player
1965,benedcl01h,Clint Benedict,Player
1989,bauerda01h,David Bauer,Builder
1945,morenho01h,Howie Morenz,Player
1979,howelha01h,Harry Howell,Player
1978,plantja01h,Jacques Plante,Player
1995,sabetgu01h,Gunther Sabetzki,Builder
1958,duttore01h,Red Dutton,Player
1947,sutheja01h,James Sutherland,Builder
1952,stewane01h,Nels Stewart,Player
1984,parenbe01h,Bernie Parent,Player
2007,stevesc01h,Scott Stevens,Player
1994,oneilbr01h,Brian O'Neill,Builder
1995,robinla01h,Larry Robinson,Player
1962,norrija03h,James Norris,Builder
1958,mcnamge02h,George McNamara,Player
2007,francro01h,Ron Francis,Player
1962,noblere01h,Reg Noble,Player
1989,tretivl01h,Vladislav Tretiak,Player
2001,kurrija01h,Jari Kurri,Player
1974,mooredi01h,Dickie Moore,Player
1962,schrisw01h,Sweeney Schriner,Player
2006,hotchha01h,Harley Hotchkiss,Builder
1950,griffsi01h,Si Griffis,Player
2004,coffepa01h,Paul Coffey,Player
1975,pilotpi01h,Pierre Pilote,Player
1962,watsoha01h,Harry Watson,Player
1950,grantmi01h,Mike Grant,Player
1970,johnsto01h,Tom Johnson,Player
1985,ratelje01h,Jean Ratelle,Player
1973,harvedo01h,Doug Harvey,Player
1994,watsoha02h,Harry Watson,Player
1993,grifffr01h,Frank Griffiths,Builder
1968,dunnji01h,Jimmy Dunn,Builder
1964,siebeba01h,Babe Siebert,Player
1965,hewitfo01h,Foster Hewitt,Builder
2006,brookhe01h,Herb Brooks,Builder
2010,jamesan01h,Angela James,Player
