name,id,award,year,lgid,note
Bill Torrey,torrebi01h,Patrick,1982,NHL,
Bobby Hull,hullbo01,Patrick,1968,NHL,
Bruce Norris,norribr01h,Patrick,1975,NHL,
Cammi Granato,,Patrick,2006,NHL,
Charles Adams,adamsch01h,Patrick,1966,NHL,posthumous
Eddie Shore,shoreed01,Patrick,1969,NHL,
Frank Boucher,bouchfr01,Patrick,1992,NHL,
Herb Brooks,brookhe01c,Patrick,2001,NHL,
James Norris,norrija02h,Patrick,1966,NHL,posthumous
John Bucyk,bucykjo01,Patrick,1976,NHL,
Lou Lamoriello,lamorlo01c,Patrick,1991,NHL,
Milt Schmidt,schmimi01,Patrick,1995,NHL,
Phil Esposito,esposph01,Patrick,1977,NHL,
Red Dutton,duttore01,Patrick,1992,NHL,
Rod Gilbert,gilbero01,Patrick,1990,NHL,
Len Ceglarski,,Patrick,1989,NHL,
Larry Pleau,pleaula01,Patrick,2001,NHL,
Bruce McNall,,Patrick,1992,NHL,
Terry Sawchuk,sawchte01,Patrick,1970,NHL,posthumous
Ken Morrow,morroke01,Patrick,1995,NHL,
Art Berglund,,Patrick,1991,NHL,
Scotty Bowman,bowmasc01c,Patrick,2000,NHL,
Glen Sonmor,sonmogl01,Patrick,2005,NHL,
Bobby Clarke,clarkbo01,Patrick,1979,NHL,
Bob Fleming,,Patrick,1994,NHL,
Fred Cusick,,Patrick,1987,NHL,
Ted Lindsay,lindste01,Patrick,2007,NHL,
Gil Stein,,Patrick,1992,NHL,
John B. Sollenberger,,Patrick,1970,NHL,posthumous
Mark Johnson,johnsma02,Patrick,2010,NHL,
Steve Yzerman,yzermst01,Patrick,2005,NHL,
Gary Bettman,,Patrick,2000,NHL,
Al Arbour,arboual01,Patrick,1991,NHL,
1998 U.S. Olympic Women's Hockey Team,,Patrick,1998,NHL,
Dave Andrews,,Patrick,2009,NHL,
Raymond Bourque,bourqra01,Patrick,2002,NHL,
George Leader,,Patrick,1975,NHL,
William Jennings,jenniwi01h,Patrick,1970,NHL,
Cam Neely,neelyca01,Patrick,2009,NHL,
Weston Adams,adamswe01h,Patrick,1973,NHL,posthumous
Bobby Orr,orrbo01,Patrick,1978,NHL,
Hoby Baker,bakerho01h,Patrick,1986,NHL,posthumous
James D. Norris,norrija03h,Patrick,1971,NHL,posthumous
Fred Shero,sherofr01,Patrick,1979,NHL,
John Davidson,davidjo01,Patrick,2003,NHL,
Craig Patrick,patricr01,Patrick,1999,NHL,
Alex Delvecchio,delveal01,Patrick,1973,NHL,
William Tutt,tuttwi01h,Patrick,1977,NHL,
John Kilpatrick,kilpajo01h,Patrick,1967,NHL,posthumous
Tom Fitzgerald,,Patrick,1977,NHL,
Mike Richter,richtmi01,Patrick,2008,NHL,
Robert Ridder,,Patrick,1993,NHL,
Ray Miron,,Patrick,2003,NHL,
Seymour H. Knox III,,Patrick,1996,NHL,posthumous
Walter Bush,bushwa01h,Patrick,1972,NHL,
Art Ross,rossar01,Patrick,1983,NHL,posthumous
John Mariucci,mariujo01,Patrick,1976,NHL,
Jeff Sauer,,Patrick,2010,NHL,
Keith Allen,allenke01,Patrick,1987,NHL,
Mike Ilitch,ilitcmi01h,Patrick,1990,NHL,
Jack Riley,rileyja01,Patrick,1985,NHL,
Lynn Patrick,patrily01,Patrick,1988,NHL,posthumous
Charles L. Crovat,,Patrick,1973,NHL,posthumous
Ed Jeremiah,jeremed01,Patrick,1968,NHL,posthumous
Donald Clark,,Patrick,1974,NHL,
Stan Fischler,,Patrick,2006,NHL,
Harry Sinden,sindeha01c,Patrick,1998,NHL,
Stan Mikita,mikitst01,Patrick,1975,NHL,
1960 U.S. Olympic Hockey Team,,Patrick,2001,NHL,
Neal Broten,brotene01,Patrick,1997,NHL,
John A. 'Snooks' Kelly,,Patrick,1971,NHL,
Mike Emrick,,Patrick,2003,NHL,
Brian Mullen,mullebr01,Patrick,1994,NHL,
Clarence Campbell,campbcl01h,Patrick,1971,NHL,
Arthur Wirtz,wirtzar01h,Patrick,1984,NHL,
Dan Kelly,kellyda01,Patrick,1988,NHL,
Jack Parker,,Patrick,2009,NHL,
Cooney Weiland,weilaco01,Patrick,1971,NHL,
Mario Lemieux,lemiema01,Patrick,1999,NHL,
John Halligan,,Patrick,2006,NHL,
Reed Larson,larsore01,Patrick,2005,NHL,
Willie O'Ree,oreewi01,Patrick,2002,NHL,
Jim Devellano,,Patrick,2008,NHL,
Ron DeGregorio,,Patrick,2002,NHL,
Wayne Gretzky,gretzwa01,Patrick,1993,NHL,
John MacInnes,,Patrick,1985,NHL,
Pat LaFontaine,lafonpa01,Patrick,1996,NHL,
Walter Brown,brownwa02h,Patrick,1967,NHL,posthumous
Frank Mathers,mathefr01,Patrick,1986,NHL,
Tony Rossi,,Patrick,2010,NHL,
Murray Murdoch,murdomu01,Patrick,1973,NHL,
Bill Cleary,,Patrick,1996,NHL,
Lou Nanne,nannelo01,Patrick,1988,NHL,
Lou Vairo,,Patrick,1999,NHL,
