playerid,year,stint,tmid,lgid,pos,gp,g,a,pts,pim,+/-,ppg,ppa,shg,sha,gwg,gtg,sog,postgp,postg,posta,postpts,postpim,post+/-,postppg,postppa,postshg,postsha,postgwg,postsog
waltery01,1978,1,WAS,NHL,C,69.0,28.0,28.0,56.0,70.0,-1,6,,0,,1,1,156,,,,,,,,,,,,
houdado01,1997,1,NYI,NHL,D,31.0,1.0,2.0,3.0,47.0,-6,0,1,0,0,0,0,15,,,,,,,,,,,,
cudewi01,1935,1,MTL,NHL,G,47.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
larocmi01,1977,1,MTL,NHL,G,30.0,0.0,4.0,4.0,0.0,0,0,,0,,0,0,0,,,,,,,,,,,,
zubruda01,2002,1,WAS,NHL,C,63.0,13.0,22.0,35.0,43.0,15,2,2,0,0,0,0,104,6,2,2,4,4,-2,1,0,0,0,0,9
mcphemi01,1990,1,MTL,NHL,L,64.0,22.0,21.0,43.0,56.0,6,2,4,0,1,4,0,123,13,1,7,8,12,-5,1,1,0,0,0,31
prentde01,1956,1,NYR,NHL,L,68.0,19.0,23.0,42.0,38.0,,,,,,,,,5,0,2,2,4,,,,,,,
prentde01,1972,1,MNS,NHL,L,73.0,26.0,16.0,42.0,22.0,3,5,,0,,5,3,168,6,1,0,1,16,,1,,0,,0,
dirkro01,1989,1,STL,NHL,D,37.0,1.0,1.0,2.0,128.0,9,0,0,0,0,0,0,14,3,0,0,0,0,-1,0,0,0,0,0,3
virtaha01,1985,1,BUF,NHL,D,47.0,5.0,23.0,28.0,16.0,2,1,,0,,0,0,81,,,,,,,,,,,,
eganpa01,1943,1,DET,NHL,D,23.0,4.0,15.0,19.0,40.0,,,,,,,,,,,,,,,,,,,,
fischro01,1982,1,BUF,NHL,D,3.0,0.0,0.0,0.0,0.0,0,0,,0,,0,0,1,,,,,,,,,,,,
bellesh01,2006,1,MIN,NHL,D,9.0,0.0,1.0,1.0,0.0,4,0,0,0,0,0,,3,,,,,,,,,,,,
bettsbl01,2010,1,PHI,NHL,C,75.0,5.0,7.0,12.0,8.0,-3,0,0,1,1,2,,51,11,0,0,0,0,-2,0,0,0,0,0,6
webersh01,2010,1,NAS,NHL,D,82.0,16.0,32.0,48.0,56.0,7,6,11,1,0,3,,254,12,3,2,5,8,3,2,1,0,0,0,38
leighmi01,2002,1,CHI,NHL,G,8.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
smolibr01,1993,1,BOS,NHL,C,83.0,31.0,20.0,51.0,82.0,4,4,4,3,1,5,0,179,13,5,4,9,4,-1,2,1,0,0,0,30
holzibr01,2002,1,TBL,NHL,C,5.0,0.0,1.0,1.0,2.0,1,0,0,0,0,0,0,3,,,,,,,,,,,,
ryznaja01,2005,1,NJD,NHL,L,8.0,0.0,0.0,0.0,2.0,-1,0,0,0,0,0,,1,,,,,,,,,,,,
lundmja01,2006,2,LAK,NHL,C,29.0,7.0,2.0,9.0,25.0,-8,0,0,0,0,0,,53,,,,,,,,,,,,
macinst01,2011,1,PIT,NHL,L,12.0,0.0,0.0,0.0,6.0,0,0,0,0,0,0,,0,,,,,,,,,,,,
monahga01,1967,1,MTL,NHL,L,11.0,0.0,0.0,0.0,8.0,-2,0,,0,,0,0,3,,,,,,,,,,,,
rolfeda01,1972,1,NYR,NHL,D,72.0,7.0,25.0,32.0,74.0,41,1,,0,,0,0,159,8,0,5,5,6,,0,,0,,0,
grahadi01,1991,1,CHI,NHL,R,80.0,17.0,30.0,47.0,89.0,-5,6,6,1,5,1,0,222,18,7,5,12,8,9,0,0,0,1,1,45
kvartdm01,1992,1,BOS,NHL,R,73.0,30.0,42.0,72.0,16.0,9,11,18,0,0,4,2,226,4,0,0,0,0,0,0,0,0,0,0,5
pominja01,2008,1,BUF,NHL,R,82.0,20.0,46.0,66.0,18.0,-4,6,18,1,0,2,,239,,,,,,,,,,,,
