playerid,year,stint,tmid,lgid,pos,gp,g,a,pts,pim,+/-,ppg,ppa,shg,sha,gwg,gtg,sog,postgp,postg,posta,postpts,postpim,post+/-,postppg,postppa,postshg,postsha,postgwg,postsog
keatsdu01,1924,1,EDE,WCHL,C,28,23,9,32,63,,,,,,,,,,,,,,,,,,,,
gardnda01,1973,1,MTL,NHL,C,31,1,10,11,2,4,0,,0,,0,0,26,,,,,,,,,,,,
greenky01,2008,1,CAL,NHL,L,2,0,0,0,0,-1,0,0,0,0,0,,3,,,,,,,,,,,,
hnilimi01,2002,1,ATL,NHL,G,21,0,0,0,2,0,0,0,0,0,0,0,0,,,,,,,,,,,,
barrido01,1971,2,LAK,NHL,D,48,3,13,16,47,-10,1,,0,,0,0,69,,,,,,,,,,,,
macmibo01,1974,1,NYR,NHL,C,22,1,2,3,4,3,0,,0,,0,0,16,,,,,,,,,,,,
bellesh01,2010,2,COL,NHL,D,4,0,0,0,2,1,0,0,0,0,0,,1,,,,,,,,,,,,
ojaneja01,1992,1,NJD,NHL,C,31,4,9,13,14,-2,1,5,0,0,1,0,44,,,,,,,,,,,,
sleiglo01,1984,1,QUE,NHL,R,6,1,2,3,0,-1,0,,0,,1,0,12,,,,,,,,,,,,
somerar01,1931,1,NYR,NHL,C,48,11,15,26,45,,,,,,,,,7,0,1,1,8,,,,,,,
swarbge01,1967,1,OAK,NHL,R,49,13,5,18,62,-17,3,,1,,2,1,86,,,,,,,,,,,,
jonsske01,2003,1,NYI,NHL,D,79,5,24,29,22,25,3,6,0,3,2,0,106,5,0,0,0,2,-4,0,0,0,0,0,2
coteal02,1992,1,TBL,NHL,D,2,0,0,0,0,-1,0,0,0,0,0,0,1,,,,,,,,,,,,
perrebo01,1962,1,BOS,NHL,G,22,0,0,0,0,,,,,,,,,,,,,,,,,,,,
brierda01,2010,1,PHI,NHL,C,77,34,34,68,87,20,6,9,0,0,6,,246,11,7,2,9,14,-7,2,1,0,0,1,47
dobbibr01,1987,1,PHI,NHL,R,21,3,5,8,6,-1,0,2,0,0,1,0,15,,,,,,,,,,,,
callary01,2006,1,NYR,NHL,R,14,4,2,6,9,5,0,0,0,0,1,,40,10,2,1,3,6,1,1,0,0,0,0,26
holdeni01,2010,1,CBS,NHL,D,5,0,0,0,0,0,0,0,0,0,0,,6,,,,,,,,,,,,
