playerid,year,ppa,sha
jonssto01,1988,24,
hardyma01,1988,5,
kontoch01,1987,6,
ciccadi01,1988,10,1
petitmi01,1990,16,
huberwi01,1987,14,
momesse01,1990,1,
sheehne01,1987,1,
ruotsre01,1989,9,
malondo01,1988,2,
joycebo01,1989,3,
creigad01,1988,7,
skrikpe01,1990,5,
huntema01,1990,4,
dineego01,1987,2,
lemiejo01,1989,1,1
murphla01,1990,19,
picarro02,1989,1,1
sandsto01,1989,20,
tantito01,1990,5,
stastpe01,1989,23,
frasecu01,1987,2,
zezelpe01,1988,17,
konrost01,1988,1,1
manthmo01,1987,15,1
loisecl01,1990,1,1
charbjo01,1988,1,
brownro01,1990,10,
pederma01,1990,7,
butchga01,1990,3,2
carsoji01,1989,5,
grahadi01,1987,7,1
frycemi01,1988,3,
lawtobr01,1989,1,
crossdo01,1990,21,
halwado01,1988,1,
mcbeawa01,1988,1,
nichobe01,1989,37,1
mcdonhu01,1989,1,
samueul01,1990,,2
macivno01,1988,19,
mckegto01,1989,3,
maroima01,1988,3,
tantito01,1989,9,
petitmi01,1987,9,1
iafraal01,1990,11,1
quinnda01,1989,15,1
zezelpe01,1990,5,1
ramagro01,1987,19,2
lawtobr01,1988,4,
wilsoca01,1987,9,3
wellsja01,1989,3,2
bassebo01,1988,,1
johanca01,1988,7,
makelmi01,1989,1,
coxecr01,1987,1,
hrdinji01,1990,4,
paslagr01,1990,3,1
tuckejo01,1989,6,
archida01,1989,4,
murphla01,1988,22,
adamsgr01,1989,1,
smaildo01,1990,1,1
hunteda01,1987,1,4
ysebapa01,1990,4,1
gartnmi01,1989,14,1
donnemi01,1987,2,
vaiveri01,1988,15,
krushmi01,1990,3,
hardyma01,1987,10,1
larsore01,1988,14,
allismi01,1987,5,
