playerid,year,tmid,lgid,pos,gp,g,a,pts,pim
cookll01,1917,VML,PCHA,D,5,2,0,2,12
darraja01,1914,OT1,NHA,C,2,3,0,3,6
mummeha01,1917,TOA,NHL,D,5,0,6,6,0
tobinch01,1921,VML,PCHA,R,5,0,0,0,0
headlfe01,1924,MTL,NHL,D,4,0,0,0,0
morenho01,1923,MTL,NHL,C,4,4,2,6,4
noblere01,1925,MTM,NHL,D,4,0,0,0,4
patrifr01,1914,VML,PCHA,D,3,2,1,3,6
taylocy01,1917,VML,PCHA,L,5,9,0,9,15
lehmahu01,1914,VML,PCHA,G,3,0,0,0,0
anderjo03,1924,VIC,WCHL,L,4,1,0,1,10
nighbfr01,1920,OTS,NHL,C,5,0,1,1,0
camerha01,1921,TRS,NHL,D,4,0,2,2,11
holmeha01,1913,TBS,NHA,G,3,0,0,0,0
merriho01,1914,OT1,NHA,D,3,0,0,0,0
duncaar01,1921,VML,PCHA,D,5,0,1,1,9
frasego01,1925,VIC,WCHL,D,4,0,0,0,14
malonjo01,1912,QU1,NHA,C,3,2,0,2,2
cookll01,1914,VML,PCHA,D,3,3,0,3,9
holmeha01,1925,VIC,WCHL,G,4,0,0,0,0
mcnamho01,1915,MOC,NHA,D,5,0,1,1,21
shoreha01,1914,OT1,NHA,D,3,0,0,0,3
bouchge01,1919,OTS,NHL,D,5,2,0,2,2
morrijo01,1922,EDE,WCHL,R,2,1,0,1,0
griffsi01,1917,VML,PCHA,D,5,1,0,1,9
ronansk01,1915,MOC,NHA,R,4,1,0,1,6
barboal01,1915,PO1,PCHA,C,5,0,0,0,0
dennecy01,1919,OTS,NHL,L,5,0,2,2,3
mackeja01,1919,OTS,NHL,F,5,0,0,0,0
patrile01,1913,VA1,PCHA,D,3,2,0,2,5
bostrhe01,1922,EDE,WCHL,D,1,0,0,0,0
mackami01,1914,VML,PCHA,L,3,4,2,6,6
rileyji01,1919,SEA,PCHA,L,5,0,1,1,0
smailwa01,1912,VA1,PCHA,L,1,0,0,0,0
pitredi01,1916,MOC,NHA,R,4,5,0,5,6
siebeba01,1925,MTM,NHL,L,4,1,2,3,4
mackami01,1921,VML,PCHA,L,5,1,0,1,6
meekiha01,1924,VIC,WCHL,L,4,0,1,1,2
lehmahu01,1917,VML,PCHA,G,5,0,0,0,0
mummeha01,1912,QU1,NHA,D,3,1,0,1,7
anderer02,1923,CAT,WCHL,R,2,0,0,0,2
manthsy01,1923,MTL,NHL,D,4,0,0,0,0
grahale01,1914,OT1,NHA,L,3,1,0,1,0
cookll01,1921,VML,PCHA,D,5,1,0,1,6
benedcl01,1914,OT1,NHA,G,3,0,0,0,0
brucemo01,1920,OTS,NHL,F,5,0,0,0,0
broadpu01,1914,OT1,NHA,R,3,3,0,3,9
adamsbi01,1920,VML,PCHA,R,4,0,0,0,0
duncaar01,1922,VAM,PCHA,D,4,2,2,4,0
taylocy01,1920,VML,PCHA,L,3,0,1,1,5
benedcl01,1925,MTM,NHL,G,4,0,0,0,0
munrodu01,1925,MTM,NHL,D,4,1,0,1,6
mackeja01,1920,OTS,NHL,F,4,0,0,0,0
noblere01,1921,TRS,NHL,L,5,0,1,1,9
kerral02,1913,VA1,PCHA,R,3,1,0,1,3
vezinge01,1916,MOC,NHA,G,4,0,0,0,0
corbebe01,1915,MOC,NHA,D,5,0,1,1,32
smithto01,1916,MOC,NHA,C,4,2,0,2,3
bouchbi01,1923,MTL,NHL,R,4,5,1,6,6
wilsocu01,1913,TBS,NHA,R,3,3,0,3,15
