playerid,year,stint,tmid,s,g,gdg
barnama01,2005,1,CHI,2,1,0
hagmani01,2008,1,TOR,5,1,1
clearda01,2007,1,DET,1,0,0
clarkda03,2011,1,NJD,1,2,1
staalma01,2010,1,NYR,1,0,0
paveljo01,2009,1,SJS,9,3,2
lindsjo01,2011,1,COL,1,1,1
maddejo01,2009,1,CHI,2,0,0
carteje01,2006,1,PHI,2,0,0
cullema01,2006,1,NYR,8,3,2
fedorse01,2008,1,WAS,1,0,0
perrema01,2009,1,WAS,1,0,0
kostian01,2011,1,MTL,0,2,0
lombama01,2009,1,PHO,3,1,1
stollja01,2011,1,LAK,2,8,0
leopojo01,2010,1,BUF,1,0,0
vanekth01,2011,1,BUF,3,8,0
vermean01,2011,1,CBS,0,1,0
macarcl01,2006,1,BUF,1,0,0
fiddlve01,2009,1,PHO,1,0,0
hudleji01,2007,1,DET,8,4,1
winchbr01,2008,1,STL,1,1,1
gaborma01,2011,1,NYR,4,7,1
gelinma01,2006,1,FLO,1,0,0
gaborma01,2006,1,MIN,2,0,0
muellpe01,2011,1,COL,2,3,1
tkachke01,2007,1,STL,1,0,0
clearda01,2010,1,DET,1,0,0
upshasc01,2009,1,PHO,1,0,0
boedkmi01,2010,1,PHO,2,0,0
jagrja01,2007,1,NYR,5,0,0
shanabr01,2005,1,DET,1,0,0
connoti01,2005,1,BUF,5,2,0
smythry01,2011,1,EDM,0,2,0
gomezsc01,2010,1,MTL,1,0,0
ruututu01,2010,1,CAR,4,1,0
nolanow01,2007,1,CAL,2,0,0
hejdumi01,2006,1,COL,7,2,2
huselkr01,2005,2,CAL,2,0,0
comeabl01,2011,2,CAL,0,1,0
kesseph01,2008,1,BOS,8,1,0
langeja01,2011,1,STL,0,3,0
bochebr01,2006,2,BOS,3,0,0
smythry01,2008,1,COL,4,1,1
fishemi01,2011,1,NAS,0,3,0
giontbr01,2010,1,MTL,6,1,1
burroal01,2010,1,VAN,2,2,1
carteje01,2007,1,PHI,6,3,0
iginlja01,2008,1,CAL,5,0,0
littlbr01,2008,1,ATL,7,1,0
hensitj01,2007,1,COL,2,0,0
pyattto01,2011,1,TBL,0,1,0
murragl01,2005,1,BOS,5,1,0
samuemi01,2005,1,DET,1,0,0
ellerla01,2011,1,MTL,1,5,0
markoan01,2009,1,MTL,1,0,0
chimeja01,2009,1,CBS,1,0,0
robitlu01,2005,1,LAK,3,2,1
stemple01,2009,2,PHO,4,2,0
staplti01,2008,1,TOR,1,1,1
hartima01,2005,1,CBS,2,1,0
brunean01,2010,1,MIN,1,0,0
filppva01,2009,1,DET,4,1,0
antroni01,2010,1,ATL,4,1,0
bouilfr01,2009,1,NAS,1,0,0
kronwni01,2009,1,DET,2,1,1
nolanow01,2009,1,MIN,4,2,1
jagrja01,2005,1,NYR,8,2,1
thorbch01,2007,1,ATL,1,0,0
niedesc01,2005,1,ANA,1,0,0
tedenma01,2010,1,NJD,3,0,0
parisza01,2008,1,NJD,8,4,2
dupuipa01,2006,1,MIN,1,0,0
sykorpe01,2007,1,PIT,7,2,0
daleytr01,2011,1,DAL,1,2,1
willije01,2007,1,TOR,1,0,0
parrima01,2005,2,LAK,1,0,0
