playerid,coachid,hofid,firstname,lastname,namenote,namegiven,namenick,height,weight,shootcatch,legendsid,ihdbid,hrefid,firstnhl,lastnhl,firstwha,lastwha,pos,birthyear,birthmon,birthday,birthcountry,birthstate,birthcity,deathyear,deathmon,deathday,deathcountry,deathstate,deathcity
debrulo01,,,Louie,DeBrusk,,Louie Dennis,,74,238,L,10350,1285,debrulo01,1991,2002,,,L,1971,3,19,Canada,ON,Cambridge,,,,,,
mcmasji01,,,Jim,McMasters,,James Dean,,70,195,L,,8329,mcmasji01,,,1972,1973,D,1952,9,20,Canada,AB,High River,,,,,,
robermo01,,,Moe,Roberts,,Maurice,,69,165,R,18679,17119,robermo01,1925,1951,,,G,1905,12,13,USA,CT,Waterbury,1975,2,5,,,
labreyv01,,,Yvon,Labre,,Yvon Jules,,71,190,L,13259,2885,labreyv01,1970,1980,,,D,1949,11,29,Canada,ON,Sudbury,,,,,,
labinle01,,,Leo,Labine,,Leonard Gerald,The Lion,70,170,R,13255,2881,labinle01,1951,1961,,,R,1931,7,22,Canada,ON,Haileybury,2005,2,25,Canada,ON,North Bay
marshke01,,,Kevin,Marshall,,,,73,191,,,,marshke01,2011,2011,,,D,1989,3,10,,,,,,,,,
dirkro01,,,Robert,Dirk,,Robert,,76,210,L,10367,1375,dirkro01,1987,1995,,,D,1966,8,20,Canada,SK,Regina,,,,,,
carrlo01,,,Lorne,Carr,,Lorne William Bell,,68,161,R,12219,840,carrlo01,1933,1945,,,R,1910,7,2,Canada,SK,Stoughton,2007,6,9,,,
manasto01,,,Tom,Manastersky,,Thomas Timothy,,69,185,R,13508,12079,manasto01,1950,1950,,,D,1929,3,7,Canada,QC,Montreal,,,,,,
spezzja01,,,Jason,Spezza,,,,75,213,R,20130,42311,spezzja01,2002,2011,,,C,1983,6,13,Canada,ON,Mississauga,,,,,,
latreph01,,,Phil,Latreille,,Philip J.,,70,185,R,13323,10754,latreph01,1960,1960,,,R,1938,4,22,Canada,QC,Montreal,,,,,,
picarno01,,,Noel,Picard,,Noel Jean Yves,,73,185,R,13979,4282,picarno01,1964,1972,,,D,1938,12,25,Canada,QC,Montreal,,,,,,
raynech01,,raynech01h,Chuck,Rayner,,Claude Earl,Bonnie Prince Charlie,71,190,L,P197302,4471,raynech01,1940,1952,,,G,1920,8,11,Canada,SK,Sutherland,2002,10,5,Canada,BC,Langley
tappebr01,,,Brad,Tapper,,,,72,185,R,19518,35451,tappebr01,2000,2002,,,R,1978,4,28,Canada,ON,Scarborough,,,,,,
kukulag01,,,Aggie,Kukulowicz,,Adolph Frank,,75,175,L,13239,11324,kukulag01,1952,1953,,,C,1933,4,2,Canada,MB,Winnipeg,2008,9,26,Canada,ON,Toronto
guevrjo01,,,Jocelyn,Guevremont,,Jocelyn Marcel,Big Josh/Joss,74,200,R,12796,2061,guevrjo01,1971,1979,,,D,1951,3,1,Canada,QC,Montreal,,,,,,
berryri01,,,Rick,Berry,,,,74,210,L,11775,28887,berryri01,2000,2003,,,D,1978,11,4,Canada,MB,Birtle,,,,,,
maillfr01,,,Frank,Mailley,,Frank E.,,69,182,L,13493,17702,maillfr01,1942,1942,,,D,1916,8,1,Canada,QC,Lachine,1976,,,,,
ingarea01,ingarea01c,,Earl,Ingarfield,,Earl Thompson (Sr.),,71,185,L,13056,10751,ingarea01,1958,1970,,,C,1934,10,25,Canada,AB,Lethbridge,,,,,,
michaal01,,,Alfie,Michaud,,Alfred,,70,179,L,19262,29328,michaal01,1999,1999,,,G,1976,11,6,Canada,MB,Selkirk,,,,,,
keonda01,,keonda01h,Dave,Keon,,David Michael,,69,165,L,P198602,2691,keonda01,1960,1981,1975,1978,C,1940,3,22,Canada,QC,Rouyn-Noranda,,,,,,
laraqge01,,,Georges,Laraque,,Georges,,75,243,R,10981,19350,laraqge01,1997,2009,,,R,1976,12,7,Canada,QC,Montreal,,,,,,
marcemi01,,,Milan,Marcetta,,Milan,,72,195,L,13523,10647,marcemi01,1966,1968,,,C,1936,9,19,Canada,AB,Cadomin,,,,,,
duponje01,,,Jerome,Dupont,,Jerome Robert,J.D.,75,190,L,12515,7992,duponje01,1981,1986,,,D,1962,2,21,Canada,ON,Ottawa,,,,,,
murphco01,,,Cory,Murphy,,,,70,185,L,22439,35414,murphco01,2007,2009,,,D,1978,2,13,Canada,ON,Kanata,,,,,,
garnety01,,,Tyrone,Garner,,Tyrone,,73,200,L,18756,24044,garnety01,1998,1998,,,G,1978,7,27,Canada,ON,Stoney Creek,,,,,,
staaler01,,,Eric,Staal,,,,76,205,L,20889,55283,staaler01,2003,2011,,,C,1984,10,29,Canada,ON,Thunder Bay,,,,,,
pikeal01,pikeal01c,,Alf,Pike,,Alfred George,The Embalmer,72,187,L,13986,13318,pikeal01,1939,1946,,,L,1917,9,15,Canada,MB,Winnipeg,2009,3,1,Canada,AB,Calgary
songito01,,,Tom,Songin,,Thomas David,,75,195,R,14398,6446,songito01,1978,1980,,,R,1953,12,20,USA,MA,Norwood,,,,,,
stollja01,,,Jarret,Stoll,,,,73,201,R,19601,31058,stollja01,2002,2011,,,C,1982,6,25,Canada,SK,Melville,,,,,,
,stirlst01c,,Steve,Stirling,,,,,,,,6761,stirlst99c,,,,,,1949,11,19,Canada,ON,Clarkson,,,,,,
chishco01,,,Colin,Chisholm,,Colin,,75,200,R,12262,9790,chishco01,1986,1986,,,D,1963,2,25,Canada,AB,Edmonton,,,,,,
erskijo01,,,John,Erskine,,,,76,216,L,16734,31871,erskijo01,2001,2011,,,D,1980,6,26,Canada,ON,Kingston,,,,,,
lobanal01,,,Alexander,Lobanov,,,,,,,,62062,lobanal01,,,1978,1978,,1953,1,31,,,,,,,,,
kerrti01,,,Tim,Kerr,,Timothy E.,,75,230,R,10777,2699,kerrti01,1980,1992,,,R,1960,1,5,Canada,ON,Windsor,,,,,,
sherofr01,sherofr01c,,Fred,Shero,,Frederick Alexander,The Fog,70,175,L,14299,4923,sherofr01,1947,1949,,,D,1925,10,23,Canada,MB,Winnipeg,1990,11,24,,,
fergusc01,,,Scott,Ferguson,,Scott,,73,195,L,10017,16355,fergusc01,1997,2005,,,D,1973,1,6,Canada,AB,Camrose,,,,,,
rucinma01,,,Martin,Rucinsky,,Martin,,73,207,L,11412,4697,rucinma01,1991,2007,,,L,1971,3,11,Czech Republic,,Most,,,,,,
zettlro01,,,Rob,Zettler,,Rob,,75,200,L,11791,5858,zettlro01,1988,2001,,,D,1968,3,8,Canada,QC,Sept-Iles,,,,,,
mooreba01,,,Barrie,Moore,,Barrie,,71,198,L,11189,17973,mooreba01,1995,1999,,,L,1975,5,22,Canada,ON,London,,,,,,
koivumi01,,,Mikko,Koivu,,,,75,207,L,20233,56074,koivumi01,2005,2011,,,C,1983,3,12,Finland,,Turku,,,,,,
laichbr01,,,Brooks,Laich,,,,74,210,L,20377,55402,laichbr01,2003,2011,,,C,1983,6,23,Canada,SK,Wawota,,,,,,
eakinbr01,,,Bruce,Eakin,,Bruce Glen,,71,190,L,12528,6174,eakinbr01,1981,1985,,,C,1962,9,28,Canada,MB,Winnipeg,,,,,,
jonssha01,,,Hans,Jonsson,,Hans,,73,205,L,15120,37613,jonssha01,1999,2002,,,D,1973,8,2,Sweden,,Jarved,,,,,,
moravda01,,,David,Moravec,,David,,72,180,L,17779,48941,moravda01,1999,1999,,,L,1973,3,24,Czech Republic,,Opava,,,,,,
jutilti01,,,Timo,Jutila,,Timo,,69,175,L,13145,9470,jutilti01,1984,1984,,,D,1963,12,24,Finland,,Tampere,,,,,,
witiust01,,,Steve,Witiuk,,Stephen,,67,165,R,14716,10682,witiust01,1951,1951,,,R,1929,1,8,Canada,MB,Winnipeg,,,,,,
herrido01,,,Don,Herriman,,Donald,,70,165,L,,2254,herrido01,,,1972,1974,L,1946,1,2,Canada,ON,Saul Ste. Marie,,,,,,
buhrdo01,,,Doug,Buhr,,Douglas Leonard,,75,215,L,12143,6800,buhrdo01,1974,1974,,,L,1949,6,29,Canada,BC,Vancouver,2006,10,13,USA,CA,Stockton
kuznigr01,,,Greg,Kuznik,,,,72,185,L,10368,28885,kuznigr01,2000,2000,,,D,1978,6,12,Canada,BC,Prince George,,,,,,
stratgo01,,,Gord,Strate,,Gordon Lynn,,73,190,L,14468,11141,stratgo01,1956,1958,,,D,1935,5,28,Canada,AB,Edmonton,,,,,,
,smeatco01c,smeatco01h,Cooper,Smeaton,,J. Cooper,,,,,O196103,64380,smeatco99c,,,,,,1890,7,22,Canada,ON,Carleton Place,1978,10,3,,,
kipruma01,,,Marko,Kiprusoff,,Marko,,72,195,L,15154,2732,kipruma01,1995,2001,,,D,1972,6,6,Finland,,Turku,,,,,,
bouchbu01,,bouchbu01h,Butch,Bouchard,,Emile Joseph,,74,205,R,P196603,492,bouchbu01,1941,1955,,,D,1920,9,11,Canada,QC,Montreal,,,,,,
healygl01,,,Glenn,Healy,,Glenn M.,Heals,69,190,L,18284,2215,healygl01,1985,2000,,,G,1962,8,23,Canada,ON,Pickering,,,,,,
