year,lgid,tmid,hw,hl,ht,hotl,rw,rl,rt,rotl,sepw,sepl,sept,sepol,octw,octl,octt,octol,novw,novl,novt,novol,decw,decl,dect,decol,janw,janl,jant,janol,febw,febl,febt,febol,marw,marl,mart,marol,aprw,aprl,aprt,aprol
1972,WHA,LAS,18,20,1.0,,19,15,5.0,,,,,,5,4,0,,6,10,1,,6,5,3,,6,5,0.0,,6.0,5.0,1.0,,8,6,1,,,,,
2010,NHL,NYI,17,18,,6,13,21,,7,,,,,4,5,,2,1,7,,3,6,7,,1,4,8,,1,8.0,5.0,,1,7,4,,4,0,3,,1
2000,NHL,NAS,16,18,7.0,0,18,18,2.0,3,,,,,4,3,3,1,6,6,2,0,4,8,2,0,8,7,0.0,1,4.0,5.0,1.0,0,7,5,1,1,1,2,0,0
1929,NHL,NYR,11,5,6.0,,6,12,4.0,,,,,,,,,,4,2,1,,5,4,1,,6,5,0.0,,1.0,4.0,4.0,,1,2,4,,,,,
2008,NHL,STL,23,13,,5,18,18,,5,,,,,5,4,,0,5,6,,2,4,10,,1,6,4,,1,8.0,2.0,,4,9,4,,1,4,1,,1
1922,NHL,TRS,10,1,1.0,,3,9,0.0,,,,,,,,,,,,,,2,3,0,,4,4,1.0,,5.0,3.0,0.0,,2,0,0,,,,,
2001,NHL,NYR,19,19,2.0,1,17,19,2.0,3,,,,,6,6,1,0,9,3,1,1,7,6,1,1,3,8,1.0,1,2.0,4.0,0.0,0,5,9,0,1,4,2,0,0
1965,NHL,TOR,22,9,4.0,,12,16,7.0,,,,,,2,2,0,,5,6,2,,7,2,3,,6,6,0.0,,5.0,4.0,3.0,,9,5,1,,0,0,2,
1972,NHL,TOR,20,12,7.0,,7,29,3.0,,,,,,3,6,1,,4,7,2,,5,6,3,,5,7,1.0,,4.0,6.0,1.0,,6,9,1,,0,0,1,
1982,NHL,BOS,28,6,6.0,,22,14,4.0,,,,,,5,4,3,,8,3,2,,10,2,1,,10,1,2.0,,8.0,4.0,0.0,,9,5,1,,0,1,1,
1981,NHL,BUF,23,8,9.0,,16,18,6.0,,,,,,5,3,3,,7,2,4,,8,5,1,,9,4,1.0,,4.0,5.0,3.0,,5,6,3,,1,1,0,
1952,NHL,MTL,18,12,5.0,,10,11,14.0,,,,,,4,3,2,,4,3,5,,6,4,3,,7,3,5.0,,5.0,5.0,2.0,,2,5,2,,,,,
1928,NHL,NYR,12,6,4.0,,9,7,6.0,,,,,,,,,,4,1,1,,5,3,2,,7,3,3.0,,3.0,4.0,3.0,,2,2,1,,,,,
2007,NHL,CBS,20,14,,7,14,22,,5,,,,,7,3,,1,4,7,,3,7,5,,2,7,7,,0,5.0,5.0,,3,4,6,,3,0,3,,0
2003,NHL,PHO,11,19,7.0,4,11,17,11.0,2,,,,,3,4,3,0,4,5,3,1,5,3,5,1,6,6,2.0,0,2.0,8.0,2.0,2,1,10,3,2,1,0,0,0
1974,NHL,DET,17,17,6.0,,6,28,6.0,,,,,,5,4,0,,2,9,2,,3,7,3,,3,6,4.0,,4.0,9.0,1.0,,5,8,2,,1,2,0,
1999,NHL,ATL,9,26,3.0,3,5,31,4.0,1,,,,,2,5,2,1,3,9,0,0,3,7,2,2,3,8,2.0,1,1.0,11.0,0.0,0,1,13,1,0,1,4,0,0
2009,NHL,NYR,18,17,,6,20,16,,5,,,,,8,5,,1,5,8,,0,6,4,,3,6,7,,3,3.0,3.0,,0,6,5,,3,4,1,,1
1933,NHL,NYA,7,12,5.0,,8,11,5.0,,,,,,,,,,1,3,3,,2,8,1,,6,4,3.0,,4.0,3.0,3.0,,2,5,0,,,,,
1981,NHL,STL,22,14,4.0,,10,26,4.0,,,,,,4,6,2,,4,7,2,,10,4,0,,6,6,0.0,,3.0,9.0,1.0,,4,7,3,,1,1,0,
2006,NHL,OTT,25,13,,3,23,12,,6,,,,,5,6,,0,8,6,,1,8,6,,0,9,3,,1,8.0,1.0,,2,9,2,,4,1,1,,1
1943,NHL,DET,18,5,2.0,,8,13,4.0,,,,,,1,0,0,,4,3,2,,2,7,2,,8,2,1.0,,5.0,3.0,1.0,,6,3,0,,,,,
2010,NHL,MTL,24,11,,6,20,19,,2,,,,,7,3,,1,8,5,,0,6,8,,1,6,2,,3,6.0,5.0,,2,8,7,,0,3,0,,1
2010,NHL,BUF,21,16,,4,22,13,,6,,,,,3,7,,2,6,6,,1,6,5,,1,8,3,,1,6.0,4.0,,2,10,4,,2,4,0,,1
1929,NHL,DTC,9,10,3.0,,5,14,3.0,,,,,,,,,,1,5,1,,5,5,0,,5,4,2.0,,2.0,6.0,2.0,,1,4,1,,,,,
1924,WCHL,VIC,10,3,0.0,,6,9,0.0,,,,,,,,,,,,,,5,3,0,,7,5,0.0,,3.0,4.0,0.0,,1,0,0,,,,,
1978,WHA,CZE,0,0,0.0,,1,4,1.0,,,,,,,,,,,,,,0,3,0,,1,1,1.0,,,,,,,,,,,,,
1957,NHL,CHI,15,17,3.0,,9,22,4.0,,,,,,4,4,1,,3,7,3,,3,7,2,,7,6,0.0,,3.0,8.0,0.0,,4,7,1,,,,,
1921,NHL,MTL,8,3,1.0,,4,8,0.0,,,,,,,,,,,,,,2,3,0,,3,5,0.0,,4.0,3.0,1.0,,3,0,0,,,,,
1982,NHL,QUE,23,10,7.0,,11,24,5.0,,,,,,6,4,1,,6,6,1,,5,4,4,,7,7,0.0,,4.0,5.0,4.0,,4,8,2,,2,0,0,
