playerid,year,stint,tmid,lgid,gp,min,w,l,t/ol,eng,sho,ga,sa,postgp,postmin,postw,postl,postt,posteng,postsho,postga,postsa
stlausa01,1987,1,DET,NHL,6,294,2,2,0,0,0,16,148,1,10,0,0,,0,0,1,7
landobr01,1972,1,NEW,WHA,30,1671,15,11,1,0,1,100,888,,,,,,,,,
josepcu01,1995,1,EDM,NHL,34,1936,15,16,2,4,0,111,971,,,,,,,,,
reddige01,1924,1,BOS,NHL,1,11,0,0,0,,0,1,,,,,,,,,,
bowerjo01,1966,1,TOR,NHL,27,1431,12,9,3,2,2,63,,4,183,2,0,,0,1,5,
littlne01,2003,1,PHI,NHL,1,33,0,1,0,0,0,2,8,,,,,,,,,
wakeler01,1977,2,HOU,WHA,51,3070,28,18,4,3,2,166,1608,,,,,,,,,
stanied01,1981,1,WIN,NHL,45,2643,20,19,6,2,1,174,,2,120,0,2,,0,0,12,
croziro01,1966,1,DET,NHL,58,3256,22,29,4,1,4,182,,,,,,,,,,
dowiebr01,1983,1,TOR,NHL,2,72,0,1,0,0,0,4,43,,,,,,,,,
reschgl01,1976,1,NYI,NHL,46,2711,26,13,6,2,4,103,,3,144,1,1,,0,0,5,
mccusre01,1923,1,REG,WCHL,30,1854,17,11,2,,4,67,,2,120,0,1,1,,0,4,
raynech01,1950,1,NYR,NHL,66,3940,19,28,19,,2,187,,,,,,,,,,
billicr01,1999,1,WAS,NHL,13,611,3,6,1,2,2,28,310,1,20,0,0,,0,0,1,6
grantbe01,1929,1,TOR,NHL,2,130,1,1,0,,0,11,,,,,,,,,,
henryji01,1946,1,NYR,NHL,2,120,0,2,0,,0,9,,,,,,,,,,
hallgl01,1960,1,CHI,NHL,70,4200,29,24,17,,6,180,,12,772,8,4,,,2,27,
wilsodu01,1978,1,VAN,NHL,17,835,2,10,2,1,0,58,,,,,,,,,,
lumleha01,1944,1,DET,NHL,37,2220,24,10,3,,1,119,,14,871,7,7,,,2,31,
fisetst01,1990,1,QUE,NHL,3,186,0,2,1,0,0,12,123,,,,,,,,,
hnilimi01,2001,1,ATL,NHL,60,3367,13,33,10,9,3,179,1956,,,,,,,,,
weeksst01,1982,1,NYR,NHL,18,1040,9,5,3,0,0,68,491,,,,,,,,,
lessama01,1980,1,LAK,NHL,64,3746,35,18,11,3,2,203,,4,220,1,3,,1,0,20,
theodjo01,1997,1,MTL,NHL,,,,,,,,,,3,120,0,1,,1,0,1,35
dunhami01,1996,1,NJD,NHL,26,1013,8,7,1,1,2,43,456,,,,,,,,,
parral01,1912,1,VML,PCHA,14,860,7,7,0,,0,68,,,,,,,,,,
millaal01,1957,1,BOS,NHL,6,360,1,4,1,,0,25,,,,,,,,,,
wakalda01,1992,1,MNS,NHL,29,1596,10,12,5,0,1,97,803,,,,,,,,,
wilkide01,1998,1,TBL,NHL,5,253,1,3,1,0,0,13,128,,,,,,,,,
niittan01,2009,1,TBL,NHL,49,2657,21,18,5,3,1,127,1388,,,,,,,,,
coxab01,1929,1,MTM,NHL,1,60,1,0,0,,0,2,,,,,,,,,,
smithmi02,2007,1,DAL,NHL,21,1172,12,9,0,4,2,48,510,,,,,,,,,
sauvebo01,1985,1,CHI,NHL,38,2099,19,13,2,2,0,138,1210,2,99,0,2,,1,0,8,61
bouchda01,1981,1,QUE,NHL,60,3572,27,22,11,2,1,230,,11,667,4,7,,1,0,38,
gossema01,1989,1,LAK,NHL,26,1226,7,11,1,4,0,79,587,3,63,0,2,,1,0,3,23
pavelon01,2011,1,WPG,NHL,68,3932,29,28,9,7,4,191,2036,,,,,,,,,
worslgu01,1967,1,MTL,NHL,40,2213,19,9,8,1,6,73,,12,669,11,0,,0,1,21,
mooreal01,1939,1,DET,NHL,1,60,0,1,0,,0,3,,,,,,,,,,
millejo01,1927,1,NYA,NHL,28,1721,8,16,4,,5,77,,,,,,,,,,
mcelhcu01,2011,1,PHO,NHL,2,72,1,0,0,0,0,2,36,,,,,,,,,
aebisda01,2000,1,COL,NHL,26,1393,12,7,3,3,3,52,538,1,1,0,0,,0,0,0,0
crawfco01,2007,1,CHI,NHL,5,224,1,2,0,1,1,8,112,,,,,,,,,
luongro01,2009,1,VAN,NHL,68,3899,40,22,4,4,4,167,1915,12,707,6,6,,2,0,38,362
desjage01,1975,1,BUF,NHL,55,3280,29,15,11,1,2,161,,9,563,4,5,,0,0,28,
roachjo01,1927,1,TOR,NHL,43,2690,18,18,7,,4,88,,,,,,,,,,
fuhrgr01,1990,1,EDM,NHL,13,778,6,4,3,0,1,39,380,17,1019,8,7,,1,0,51,488
wortero01,1933,1,NYA,NHL,36,2240,12,13,10,,4,75,,,,,,,,,,
legacma01,2002,1,DET,NHL,25,1406,14,5,4,1,0,51,681,,,,,,,,,
maracno01,1998,1,DET,NHL,16,821,6,5,2,1,0,31,379,2,58,0,0,,0,0,3,22
fisetst01,1998,1,LAK,NHL,42,2403,18,21,1,2,3,104,1217,,,,,,,,,
burkese01,1997,2,VAN,NHL,16,838,2,9,4,1,0,49,396,,,,,,,,,
hoganpa01,1973,1,LAS,WHA,27,1308,6,16,0,2,0,102,711,,,,,,,,,
ersbeer01,2009,1,LAK,NHL,11,551,4,3,2,0,0,22,234,1,13,0,0,,0,0,2,4
brownan01,1974,1,IND,WHA,52,2979,15,35,0,1,2,206,1627,,,,,,,,,
warwige01,1913,1,MOW,NHA,7,291,1,4,0,,0,36,,,,,,,,,,
rutheji01,1977,1,DET,NHL,43,2468,20,17,4,1,1,134,,3,180,2,1,,0,0,12,
myreph01,1972,1,ATF,NHL,46,2736,16,23,5,1,2,138,,,,,,,,,,
hebencl01,1976,1,PHR,WHA,56,3129,17,29,3,1,0,220,1761,,,,,,,,,
plassmi01,1979,1,COR,NHL,6,327,0,3,2,0,0,26,,,,,,,,,,
richtmi01,1992,1,NYR,NHL,38,2105,13,19,3,4,1,134,1180,,,,,,,,,
raycran01,2002,1,BOS,NHL,5,300,2,3,0,0,0,12,146,,,,,,,,,
wilkiia01,1973,2,EDO,WHA,5,256,3,1,1,0,0,9,128,1,41,0,1,,0,0,4,28
davidjo01,1973,1,STL,NHL,39,2300,13,19,7,3,0,118,,,,,,,,,,
giacoed01,1974,1,NYR,NHL,37,2069,13,12,8,1,1,120,,2,86,0,2,,0,0,4,
dycked01,1974,1,IND,WHA,32,1692,3,21,3,4,0,123,909,,,,,,,,,
drydeda01,1979,1,EDM,NHL,14,744,2,7,3,2,0,53,,,,,,,,,,
lindsbe01,1918,1,TOA,NHL,16,979,5,11,0,,0,83,,,,,,,,,,
gamblbr01,1969,1,TOR,NHL,52,3057,19,24,9,0,5,156,,,,,,,,,,
ranfobi01,1987,1,EDM,NHL,6,325,3,0,2,0,0,16,159,,,,,,,,,
schwaco01,1996,1,TBL,NHL,31,1462,11,12,1,2,2,74,719,,,,,,,,,
worslgu01,1972,1,MNS,NHL,12,624,6,2,3,0,0,30,,,,,,,,,,
masonch02,2011,1,WPG,NHL,20,995,8,7,1,0,2,43,422,,,,,,,,,
healygl01,1997,1,TOR,NHL,21,1068,4,10,2,4,0,53,453,,,,,,,,,
