year,hofid,name,category
1966,bouchbu01h,Butch Bouchard,Player
1986,keonda01h,Dave Keon,Player
1973,raynech01h,Chuck Rayner,Player
1961,smeatco01h,Cooper Smeaton,Referee/Linesman
1982,cournyv01h,Yvan Cournoyer,Player
2006,brookhe01h,Herb Brooks,Builder
1961,stuarbr02h,Bruce Stuart,Player
1947,clappdi01h,Dit Clapper,Player
1964,campban01h,Angus Campbell,Builder
1972,belivje01h,Jean Beliveau,Player
1978,tuttwi01h,William Tutt,Builder
1947,sutheja01h,James Sutherland,Builder
1978,bickejo01h,John Bickell,Builder
1963,seibeea01h,Earl Seibert,Player
1963,gormato01h,Tommy Gorman,Builder
2008,larioig01h,Igor Larionov,Player
1961,richama01h,Maurice Richard,Player
1985,pilouru01h,Rudy Pilous,Builder
1960,selkefr01h,Frank Selke,Builder
1975,hallgl01h,Glenn Hall,Player
2004,bourqra01h,Raymond Bourque,Player
1998,stastpe01h,Peter Stastny,Player
1947,joliaau01h,Aurel Joliat,Player
2006,roypa01h,Patrick Roy,Player
1966,kennete01h,Ted Kennedy,Player
1974,haych01h,Charles Hay,Builder
2006,hotchha01h,Harley Hotchkiss,Builder
1969,abelsi01h,Sid Abel,Player
1966,brimsfr01h,Frank Brimsek,Player
1961,ellioch01h,Chaucer Elliott,Referee/Linesman
1960,manthsy01h,Sylvio Mantha,Player
1989,tretivl01h,Vladislav Tretiak,Player
1968,cowlebi01h,Bill Cowley,Player
1959,thompti01h,Tiny Thompson,Player
1992,gainebo01h,Bob Gainey,Player
1989,lewishe01h,Herbie Lewis,Player
2009,robitlu01h,Luc Robitaille,Player
1965,barryma01h,Marty Barry,Player
1962,smithal03h,Alf Smith,Player
1962,wilsoph01h,Phat Wilson,Player
1987,pavelma03h,Matt Pavelich,Referee/Linesman
1958,pickaal01h,Allan Pickard,Builder
1998,conacro01h,Roy Conacher,Player
2001,hawerda01h,Dale Hawerchuk,Player
1962,westwha01h,Harry Westwick,Player
2001,fetisvi01h,Viacheslav Fetisov,Player
1945,allanmo01h,Montagu Allan,Builder
1965,farrear01h,Art Farrell,Player
1986,boivile01h,Leo Boivin,Player
1964,siebeba01h,Babe Siebert,Player
2008,andergl01h,Glenn Anderson,Player
2007,messima01h,Mark Messier,Player
1973,harvedo01h,Doug Harvey,Player
1991,bossymi01h,Mike Bossy,Player
1982,ullmano01h,Norm Ullman,Player
1964,stewaja01h,Jack Stewart,Player
1974,ivanto01h,Tommy Ivan,Builder
2007,macinal01h,Al MacInnis,Player
1947,taylocy01h,Cyclone Taylor,Player
2002,langwro01h,Rod Langway,Player
1947,nighbfr01h,Frank Nighbor,Player
1960,kilpajo01h,John Kilpatrick,Builder
1971,robergo02h,Gord Roberts,Player
1962,roddemi01h,Mike Rodden,Referee/Linesman
1961,appssy01h,Syl Apps,Player
1969,kellyre01h,Red Kelly,Player
2003,ilitcmi01h,Mike Illitch,Builder
2006,duffdi01h,Dick Duff,Player
1965,howesy01h,Syd Howe,Player
1965,benedcl01h,Clint Benedict,Player
1999,morriia01h,Scotty Morrison,Builder
1947,robincl01h,Claude Robinson,Builder
2011,nieuwjo01h,Joe Nieuwendyk,Player
1958,raymodo01h,Donat Raymond,Builder
1961,ionmi01h,Mickey Ion,Referee/Linesman
1992,dumarwo01h,Woody Dumart,Player
1967,brodatu01h,Turk Broda,Player
1945,morenho01h,Howie Morenz,Player
1962,norrija03h,James Norris,Builder
1962,noblere01h,Reg Noble,Player
1999,gretzwa01h,Wayne Gretzky,Player
