coachid,year,tmid,lgid,stint,notes,g,w,l,t,postg,postw,postl,postt
boudrbr01c,2011,AND,NHL,2,,58,27,23,8,,,,
bylsmda01c,2009,PIT,NHL,1,,82,47,28,7,13,7,6,0
therrmi01c,2008,PIT,NHL,1,,57,27,25,5,,,,
blairwr01c,1967,MNS,NHL,1,,74,27,32,15,14,7,7,0
howelha01c,1973,NYJ,WHA,2,,58,26,30,2,,,,
reaybi01c,1976,CHI,NHL,1,,34,10,19,5,,,,
stewabi02c,1938,CHI,NHL,1,,21,8,10,3,,,,
schoeji01c,1995,WAS,NHL,1,,82,39,32,11,6,2,4,0
irvindi01c,1934,TOR,NHL,1,,48,30,14,4,7,3,4,0
gainebo01c,1995,DAL,NHL,1,,39,11,19,9,,,,
patrile01c,1934,NYR,NHL,1,,48,22,20,6,4,2,1,1
murphji01c,1914,TOO,NHA,1,,20,7,13,0,,,,
crozijo01c,1975,CAC,WHA,1,,80,41,35,4,10,5,5,0
wilsojo01c,1971,DET,NHL,2,,67,30,27,10,,,,
murrabr01c,1990,DET,NHL,1,,80,34,38,8,7,3,4,0
tessior01c,1984,CHI,NHL,1,,53,22,28,3,,,,
sherofr01c,1971,PHI,NHL,1,,78,26,38,14,,,,
pleaula01c,1982,HAR,NHL,2,,18,4,13,1,,,,
gordosc01c,2009,NYI,NHL,1,,82,34,37,11,,,,
murrate01c,1994,PHI,NHL,1,,48,28,16,4,15,10,5,0
mccrebi01c,1973,VAN,NHL,1,,41,9,25,7,,,,
greenga01c,1980,WAS,NHL,1,,80,26,36,18,,,,
sherofr01c,1972,PHI,NHL,1,,78,37,30,11,11,5,6,0
hitchke01c,1998,DAL,NHL,1,,82,51,19,12,23,16,7,0
berenre01c,1981,STL,NHL,1,,68,28,34,6,,,,
gordosc01c,2008,NYI,NHL,1,,82,26,47,9,,,,
boudrbr01c,2007,WAS,NHL,2,,61,37,17,7,7,3,4,0
pilouru01c,1959,CHI,NHL,1,,70,28,29,13,4,0,4,0
lemaija01c,2007,MIN,NHL,1,,82,44,28,10,6,2,4,0
reganla01c,1970,LAK,NHL,1,,78,25,40,13,,,,
blackdo01c,1978,NEW,WHA,2,,9,4,5,0,10,5,5,0
carpedo01c,1987,NJD,NHL,1,,50,21,24,5,,,,
vigneal01c,2006,VAN,NHL,1,,82,49,26,7,12,5,7,0
demerja01c,1988,DET,NHL,1,,80,34,34,12,6,2,4,0
nolante01c,2007,NYI,NHL,1,,10,6,4,0,,,,
wilsoro02c,2005,SJS,NHL,1,,82,44,27,11,11,6,5,0
pulfobo01c,1974,LAK,NHL,1,,80,42,17,21,3,1,2,0
patrile01c,1922,VC1,PCHA,1,,30,16,14,0,2,1,1,0
gottsjo01c,1946,CHI,NHL,1,,60,19,37,4,,,,
johnsto01c,1971,BOS,NHL,1,,78,54,13,11,15,12,3,0
torchjo01c,2005,LAK,NHL,2,,12,5,7,0,,,,
noelcl01c,2011,WPG,NHL,1,,82,37,35,10,,,,
gordoja01c,1974,MNS,NHL,1,,38,11,22,5,,,,
hartlbo01c,2005,ATL,NHL,1,,82,41,33,8,,,,
bowmasc01c,1997,DET,NHL,1,,82,44,23,15,22,16,6,0
sherofr01c,1977,PHI,NHL,1,,80,45,20,15,12,7,5,0
lavioja01c,1909,LES,NHA,1,,12,2,10,0,,,,
nealeha01c,1975,NEW,WHA,3,,12,5,6,1,17,10,7,0
mccambo01c,1981,PHI,NHL,2,,8,4,2,2,4,1,3,0
berenre01c,1980,STL,NHL,1,,80,45,18,17,11,5,6,0
demerja01c,1997,TBL,NHL,3,,65,15,42,8,,,,
lalonne01c,1917,MTL,NHL,1,,22,13,9,0,2,1,1,0
cashmwa01c,1997,PHI,NHL,1,,61,32,20,9,,,,
mactacr01c,2006,EDM,NHL,1,,82,32,43,7,,,,
murphji01c,1913,TOO,NHA,1,,20,4,16,0,,,,
boivile01c,1975,STL,NHL,3,,43,17,17,9,3,1,2,0
bylsmda01c,2008,PIT,NHL,2,,25,18,3,4,24,16,8,0
schoeji01c,1996,WAS,NHL,1,,82,33,40,9,,,,
muckljo01c,1991,BUF,NHL,2,,52,22,22,8,7,3,4,0
plageba01c,1977,STL,NHL,2,,26,9,11,6,,,,
laperja01c,1995,MTL,NHL,2,,1,0,1,0,,,,
gerared01c,1926,MTM,NHL,1,,44,20,20,4,2,0,1,1
bowmasc01c,1968,STL,NHL,1,,76,37,25,14,12,8,4,0
clousco01c,2009,OTT,NHL,1,,82,44,32,6,6,2,4,0
patrile01c,1921,VA2,PCHA,1,,24,11,12,1,,,,
