playerid,year,stint,tmid,w,l,sa,ga
denisma01,2005,1,CBS,3,1,18,4
thomati01,2009,1,BOS,5,5,33,9
garonma01,2006,1,LAK,1,3,18,7
johnsbr02,2005,1,WAS,3,1,13,2
osgooch01,2008,1,DET,4,2,21,6
brodema01,2008,1,NJD,2,1,10,3
raycran01,2005,1,BOS,0,1,2,1
budajpe01,2007,1,COL,1,2,9,4
toskave01,2007,1,TOR,2,3,15,6
koskimi01,2010,1,NYI,1,0,4,0
quickjo01,2010,1,LAK,10,0,44,8
theodjo01,2010,1,MIN,2,1,15,7
lenevda01,2005,1,PHO,0,1,3,1
millery01,2006,1,BUF,10,4,46,9
schneco01,2011,1,VAN,2,1,8,3
budajpe01,2011,1,MTL,0,4,15,7
bishobe01,2011,1,OTT,0,2,6,3
howarji01,2010,1,DET,3,2,17,2
kiprumi01,2009,1,CAL,2,7,27,15
danisya01,2009,1,NJD,0,1,3,3
dipieri01,2009,1,NYI,1,0,8,3
clemmsc01,2009,1,FLO,2,1,11,1
rolosdw01,2006,1,EDM,3,2,21,6
andercr01,2010,1,COL,1,0,3,0
norrefr01,2006,1,CBS,3,3,22,8
emeryra01,2007,1,OTT,1,3,15,7
smithmi02,2010,1,TBL,1,0,4,0
markkju01,2005,1,EDM,1,3,16,8
aebisda01,2005,1,COL,2,1,10,2
clemmsc01,2005,1,NJD,1,1,7,3
mclenja01,2005,1,FLO,0,1,4,2
budajpe01,2008,1,COL,7,4,35,13
toskave01,2008,1,TOR,4,5,29,14
turcoma01,2010,1,CHI,2,2,13,7
huetcr01,2008,1,CHI,2,2,12,5
gigueje01,2006,1,AND,4,6,39,13
luongro01,2008,1,VAN,3,4,29,8
raycran01,2006,1,TOR,3,6,32,13
turcoma01,2007,1,DAL,3,3,23,9
priceca01,2011,1,MTL,5,8,40,14
reimeja01,2011,1,TOR,2,1,8,3
valiqst01,2008,1,NYR,1,2,12,3
ellisda01,2008,1,NAS,1,3,11,6
crawfco01,2005,1,CHI,0,1,3,2
leclapa01,2008,1,CBS,0,1,3,2
marksja02,2011,1,FLO,0,1,3,1
norrefr01,2007,1,CBS,0,4,10,4
schneco01,2008,1,VAN,0,1,3,3
climima01,2008,1,DAL,1,0,3,2
kolziol01,2007,1,WAS,2,4,34,11
luongro01,2006,1,VAN,5,3,31,10
lalimpa01,2007,1,CHI,3,0,9,2
bryzgil01,2007,1,AND,0,1,3,1
lundqhe01,2011,1,NYR,4,3,25,7
masonch02,2009,1,STL,5,3,28,8
fleurma01,2009,1,PIT,6,2,23,6
fleurma01,2011,1,PIT,9,2,39,9
backsni01,2011,1,MIN,5,6,32,15
andercr01,2011,1,OTT,6,1,25,7
thibajo01,2007,1,BUF,0,2,10,3
ellisda01,2009,1,NAS,2,1,10,2
dubiewa01,2006,1,NYI,2,0,6,1
varlasi01,2009,1,WAS,3,4,33,9
sabouda01,2006,1,VAN,0,1,4,2
bironma01,2007,1,PHI,2,6,20,13
hasekdo01,2007,1,DET,3,2,12,3
bironma01,2005,1,BUF,2,3,12,5
tellqmi01,2007,1,PHO,0,2,16,4
dubiewa01,2005,1,NYI,1,0,3,0
vokouto01,2008,1,FLO,3,4,19,6
gerbema01,2007,1,OTT,2,2,16,5
gigueje01,2009,2,TOR,1,2,8,4
brustba01,2006,1,LAK,1,1,5,1
niittan01,2006,1,PHI,1,4,23,6
bironma01,2008,1,PHI,2,3,17,5
greisth01,2009,1,SJS,1,0,6,0
rinnepe01,2011,1,NAS,4,5,30,9
weekeke01,2006,1,NYR,0,1,3,1
garnemi01,2005,1,ATL,0,2,8,4
theodjo01,2008,1,WAS,4,4,22,6
ramoka01,2007,1,TBL,0,1,2,2
halakja01,2010,1,STL,3,4,29,10
rolosdw01,2007,1,EDM,5,4,37,10
dipieri01,2010,1,NYI,2,1,9,3
gigueje01,2007,1,AND,6,5,30,10
grahajo01,2007,1,CAR,1,0,3,2
sabouda01,2008,1,PIT,3,2,19,5
caronse01,2005,1,PIT,0,3,10,6
vokouto01,2007,1,FLO,5,6,41,11
hardijo01,2006,1,MIN,0,1,3,1
eschero01,2005,1,PHI,1,2,8,4
vokouto01,2009,1,FLO,4,9,49,19
halakja01,2006,1,MTL,2,0,8,2
dipieri01,2006,1,NYI,5,4,44,9
toskave01,2005,1,SJS,0,3,12,5
hackema01,2011,1,MIN,1,0,5,2
dubiewa01,2007,1,NYI,2,1,13,4
holmqjo01,2007,1,TBL,1,0,4,1
sanfocu01,2005,1,STL,3,5,25,10
ersbeer01,2009,1,LAK,1,2,16,7
lalimpa01,2006,1,CHI,2,1,8,4
millery01,2008,1,BUF,8,2,40,9
gigueje01,2011,1,COL,1,2,7,5
quickjo01,2008,1,LAK,4,1,14,4
lundqhe01,2009,1,NYR,3,3,22,7
khabini01,2008,1,CHI,2,5,19,9
markkju01,2006,1,EDM,0,1,3,2
fleurma01,2007,1,PIT,1,0,3,0
