year,round,series,tmidwinner,lgidwinner,tmidloser,lgidloser,w,l,t,goalswinner,goalsloser,note
1940,QF,B,DET,NHL,NYR,NHL,2,1,0,6,6,
1923,F,,VAM,PCHA,SEA,PCHA,1,0,1,4,3,TG
2009,CQF,D,PIT,NHL,OTT,NHL,4,2,0,24,19,
1999,CSF,K,DAL,NHL,SJS,NHL,4,1,0,15,7,
1987,DF,I,BOS,NHL,MTL,NHL,4,1,0,15,10,
1924,SF,,VIC,WCHL,SAS,WCHL,1,0,1,6,4,TG
1986,SCF,O,EDM,NHL,PHI,NHL,4,3,0,22,18,
2007,CQF,C,PHI,NHL,WAS,NHL,4,3,0,23,20,
1987,DSF,G,CAL,NHL,LAK,NHL,4,1,0,30,18,
1972,DSF,,WIJ,WHA,MFS,WHA,4,1,0,23,16,
1974,SCF,K,PHI,NHL,BUF,NHL,4,2,0,19,12,
1994,CQF,E,DET,NHL,DAL,NHL,4,1,0,17,10,
1998,CQF,G,DET,NHL,ANA,NHL,4,0,0,17,6,
1997,CF,M,WAS,NHL,BUF,NHL,4,2,0,13,11,
2008,CQF,A,BOS,NHL,MTL,NHL,4,0,0,17,6,
1956,SCF,C,MTL,NHL,BOS,NHL,4,1,0,15,6,
1973,DSF,,TOT,WHA,CLC,WHA,4,1,0,18,9,
1970,SF,E,MTL,NHL,MNS,NHL,4,2,0,27,19,
1976,SF,I,MTL,NHL,NYI,NHL,4,2,0,19,13,
1981,DSF,C,CHI,NHL,MNS,NHL,3,1,0,14,14,
1973,SF,F,PHI,NHL,NYR,NHL,4,3,0,22,17,
2009,SCF,O,CHI,NHL,PHI,NHL,4,2,0,25,22,
1970,QF,A,MTL,NHL,BOS,NHL,4,3,0,28,26,
1998,SCF,O,DAL,NHL,BUF,NHL,4,2,0,13,9,
1929,SF,D,MTL,NHL,NYR,NHL,2,0,0,4,1,
1976,QF,H,NYI,NHL,BUF,NHL,4,0,0,16,10,
1923,F,,CAT,WCHL,REG,WCHL,1,0,1,4,2,TG
1976,SF,J,BOS,NHL,PHI,NHL,4,0,0,14,8,
1919,SCF,,SEA,PCHA,OTS,NHL,3,2,0,15,11,
1945,SCF,C,MTL,NHL,BOS,NHL,4,1,0,19,13,
1931,QF,C,MTM,NHL,DTF,NHL,1,0,1,3,1,TG
1989,DF,L,EDM,NHL,LAK,NHL,4,0,0,24,10,
2007,CQF,H,DAL,NHL,AND,NHL,4,2,0,20,13,
1928,QF,C,TOR,NHL,DTC,NHL,2,0,0,7,2,TG
1974,Pre,D,NYI,NHL,NYR,NHL,2,1,0,10,13,
1972,SF,F,CHI,NHL,NYR,NHL,4,1,0,15,11,
1979,Pre,B,BUF,NHL,VAN,NHL,3,1,0,15,7,
1999,CSF,L,COL,NHL,DET,NHL,4,1,0,13,8,
1994,CQF,C,PIT,NHL,WAS,NHL,4,3,0,29,26,
1926,SF,D,BOS,NHL,NYR,NHL,1,0,1,3,1,TG
1968,QF,D,LAK,NHL,OAK,NHL,4,3,0,23,25,
1982,DSF,B,BUF,NHL,MTL,NHL,3,0,0,8,2,
1999,CQF,F,DAL,NHL,EDM,NHL,4,1,0,14,11,
1974,QF,,HOU,WHA,CLC,WHA,4,1,0,24,14,
1976,DSF,,HOU,WHA,EDO,WHA,4,1,0,20,16,
1960,SF,B,DET,NHL,TOR,NHL,4,1,0,15,8,
2001,CQF,A,MTL,NHL,BOS,NHL,4,2,0,20,18,
1973,DF,,HOU,WHA,MFS,WHA,4,2,0,26,17,
1973,DSF,,HOU,WHA,WIJ,WHA,4,0,0,23,9,
1986,DF,I,MTL,NHL,QUE,NHL,4,3,0,26,21,
1992,DSF,H,LAK,NHL,CAL,NHL,4,2,0,33,28,
1986,DSF,C,PHI,NHL,NYR,NHL,4,2,0,22,13,
2007,CSF,I,PHI,NHL,MTL,NHL,4,1,0,20,14,
1998,CSF,I,TOR,NHL,PIT,NHL,4,2,0,18,14,
1940,SCF,E,BOS,NHL,DET,NHL,4,0,0,12,6,
1960,SCF,C,CHI,NHL,DET,NHL,4,2,0,19,12,
1998,CQF,B,BUF,NHL,OTT,NHL,4,0,0,12,6,
1992,DSF,A,BUF,NHL,BOS,NHL,4,0,0,19,12,
1979,Pre,A,PHI,NHL,EDM,NHL,3,0,0,12,6,
1976,SCF,K,MTL,NHL,BOS,NHL,4,0,0,16,6,
2003,CSF,I,TBL,NHL,MTL,NHL,4,0,0,14,5,
1974,SF,J,BUF,NHL,MTL,NHL,4,2,0,21,29,
1996,CQF,F,EDM,NHL,DAL,NHL,4,3,0,21,18,
1988,CF,N,CAL,NHL,CHI,NHL,4,1,0,15,8,
1929,QF,B,MTL,NHL,CHI,NHL,1,0,1,3,2,TG
1988,DSF,C,PHI,NHL,WAS,NHL,4,2,0,25,19,
2005,CSF,K,EDM,NHL,SJS,NHL,4,2,0,19,12,
1946,SCF,C,TOR,NHL,MTL,NHL,4,2,0,13,13,
1986,DSF,F,DET,NHL,CHI,NHL,4,0,0,15,6,
1993,CF,N,VAN,NHL,TOR,NHL,4,1,0,16,9,
