constructorresultsid,raceid,constructorid,points,status
1221,135,1,2.0,
3656,327,18,0.0,
2224,226,28,0.0,
1376,149,18,0.0,
486,63,2,1.0,
3343,310,34,0.0,
5388,443,45,0.0,
4834,404,34,0.0,
2542,254,1,0.0,
5967,481,32,0.0,
10568,723,170,0.0,
2289,232,18,0.0,
1372,149,16,0.0,
10787,716,183,0.0,
15570,982,131,40.0,
3598,324,34,0.0,
11845,632,63,0.0,
14987,916,131,43.0,
12118,626,6,1.0,
12152,629,37,0.0,
12384,593,64,0.0,
15061,930,10,0.0,
10534,720,95,1.0,
5612,459,6,13.0,
1803,188,16,0.0,
13864,525,3,13.0,
13863,524,62,0.0,
5545,454,55,0.0,
2386,241,29,0.0,
13606,539,60,0.0,
4915,410,21,0.0,
13560,536,57,0.0,
14768,896,3,0.0,
13176,546,59,4.0,
11283,669,187,2.0,
582,72,3,6.0,
6343,504,21,0.0,
979,112,4,8.0,
3040,291,33,0.0,
12856,587,25,0.0,
310,47,3,2.0,
9879,764,95,0.0,
11176,680,189,0.0,
12887,589,25,1.0,
4653,392,21,1.0,
14458,868,10,0.0,
646,78,16,0.0,
14485,870,206,0.0,
14917,909,206,0.0,
14649,884,207,0.0,
4067,360,22,2.0,
4724,397,3,15.0,
3677,328,46,0.0,
15197,945,131,43.0,
12456,598,37,0.0,
5652,461,25,0.0,
13865,525,6,9.0,
5167,428,34,0.0,
1343,146,3,0.0,
886,102,17,0.0,
770,91,16,6.0,
3144,298,3,10.0,
12894,589,73,0.0,
11238,687,194,0.0,
4057,359,46,0.0,
11788,651,34,4.0,
13618,540,32,1.0,
5917,478,57,0.0,
2303,233,28,0.0,
6230,497,3,9.0,
1056,119,18,0.0,
12135,628,32,9.0,
12474,599,77,0.0,
5176,429,45,0.0,
14406,864,15,10.0,
1982,204,20,0.0,
11125,695,183,0.0,
4607,389,1,3.0,
12115,626,25,6.0,
2434,245,25,0.0,
4624,390,33,0.0,
5507,451,50,0.0,
12105,625,25,9.0,
5191,430,21,0.0,
484,63,7,5.0,
1568,167,16,3.0,
11812,653,63,2.0,
655,79,3,0.0,
