raceid,year,round,circuitid,name,date,time,url
11,2009,11,12,European Grand Prix,2009-08-23,12:00:00,http://en.wikipedia.org/wiki/2009_European_Grand_Prix
51,2007,16,17,Chinese Grand Prix,2007-10-07,06:00:00,http://en.wikipedia.org/wiki/2007_Chinese_Grand_Prix
59,2006,7,6,Monaco Grand Prix,2006-05-28,14:00:00,http://en.wikipedia.org/wiki/2006_Monaco_Grand_Prix
69,2006,17,22,Japanese Grand Prix,2006-10-08,14:00:00,http://en.wikipedia.org/wiki/2006_Japanese_Grand_Prix
107,2004,18,18,Brazilian Grand Prix,2004-10-24,,http://en.wikipedia.org/wiki/2004_Brazilian_Grand_Prix
109,2003,2,2,Malaysian Grand Prix,2003-03-23,,http://en.wikipedia.org/wiki/2003_Malaysian_Grand_Prix
150,2001,10,8,French Grand Prix,2001-07-01,,http://en.wikipedia.org/wiki/2001_French_Grand_Prix
155,2001,15,14,Italian Grand Prix,2001-09-16,,http://en.wikipedia.org/wiki/2001_Italian_Grand_Prix
161,2000,4,9,British Grand Prix,2000-04-23,,http://en.wikipedia.org/wiki/2000_British_Grand_Prix
173,2000,16,22,Japanese Grand Prix,2000-10-08,,http://en.wikipedia.org/wiki/2000_Japanese_Grand_Prix
179,1999,5,4,Spanish Grand Prix,1999-05-30,,http://en.wikipedia.org/wiki/1999_Spanish_Grand_Prix
208,1997,2,18,Brazilian Grand Prix,1997-03-30,,http://en.wikipedia.org/wiki/1997_Brazilian_Grand_Prix
211,1997,5,6,Monaco Grand Prix,1997-05-11,,http://en.wikipedia.org/wiki/1997_Monaco_Grand_Prix
223,1997,17,26,European Grand Prix,1997-10-26,,http://en.wikipedia.org/wiki/1997_European_Grand_Prix
255,1995,16,22,Japanese Grand Prix,1995-10-29,,http://en.wikipedia.org/wiki/1995_Japanese_Grand_Prix
270,1994,14,26,European Grand Prix,1994-10-16,,http://en.wikipedia.org/wiki/1994_European_Grand_Prix
306,1991,2,18,Brazilian Grand Prix,1991-03-24,,http://en.wikipedia.org/wiki/1991_Brazilian_Grand_Prix
326,1990,6,32,Mexican Grand Prix,1990-06-24,,http://en.wikipedia.org/wiki/1990_Mexican_Grand_Prix
339,2010,3,2,Malaysian Grand Prix,2010-04-04,08:00:00,http://en.wikipedia.org/wiki/2010_Malaysian_Grand_Prix
355,2010,19,24,Abu Dhabi Grand Prix,2010-11-14,13:00:00,http://en.wikipedia.org/wiki/2010_Abu_Dhabi_Grand_Prix
371,1989,16,29,Australian Grand Prix,1989-11-05,,http://en.wikipedia.org/wiki/1989_Australian_Grand_Prix
384,1988,13,27,Portuguese Grand Prix,1988-09-25,,http://en.wikipedia.org/wiki/1988_Portuguese_Grand_Prix
406,1986,3,21,San Marino Grand Prix,1986-04-27,,http://en.wikipedia.org/wiki/1986_San_Marino_Grand_Prix
411,1986,8,34,French Grand Prix,1986-07-06,,http://en.wikipedia.org/wiki/1986_French_Grand_Prix
413,1986,10,10,German Grand Prix,1986-07-27,,http://en.wikipedia.org/wiki/1986_German_Grand_Prix
416,1986,13,14,Italian Grand Prix,1986-09-07,,http://en.wikipedia.org/wiki/1986_Italian_Grand_Prix
417,1986,14,27,Portuguese Grand Prix,1986-09-21,,http://en.wikipedia.org/wiki/1986_Portuguese_Grand_Prix
457,1983,6,13,Belgian Grand Prix,1983-05-22,,http://en.wikipedia.org/wiki/1983_Belgian_Grand_Prix
463,1983,12,39,Dutch Grand Prix,1983-08-28,,http://en.wikipedia.org/wiki/1983_Dutch_Grand_Prix
468,1982,2,36,Brazilian Grand Prix,1982-03-21,,http://en.wikipedia.org/wiki/1982_Brazilian_Grand_Prix
475,1982,9,39,Dutch Grand Prix,1982-07-03,,http://en.wikipedia.org/wiki/1982_Dutch_Grand_Prix
495,1981,13,14,Italian Grand Prix,1981-09-13,,http://en.wikipedia.org/wiki/1981_Italian_Grand_Prix
496,1981,14,7,Canadian Grand Prix,1981-09-27,,http://en.wikipedia.org/wiki/1981_Canadian_Grand_Prix
513,1979,2,18,Brazilian Grand Prix,1979-02-04,,http://en.wikipedia.org/wiki/1979_Brazilian_Grand_Prix
520,1979,9,9,British Grand Prix,1979-07-14,,http://en.wikipedia.org/wiki/1979_British_Grand_Prix
540,1978,14,14,Italian Grand Prix,1978-09-10,,http://en.wikipedia.org/wiki/1978_Italian_Grand_Prix
544,1977,2,18,Brazilian Grand Prix,1977-01-23,,http://en.wikipedia.org/wiki/1977_Brazilian_Grand_Prix
550,1977,8,47,Swedish Grand Prix,1977-06-19,,http://en.wikipedia.org/wiki/1977_Swedish_Grand_Prix
564,1976,5,40,Belgian Grand Prix,1976-05-16,,http://en.wikipedia.org/wiki/1976_Belgian_Grand_Prix
571,1976,12,39,Dutch Grand Prix,1976-08-29,,http://en.wikipedia.org/wiki/1976_Dutch_Grand_Prix
573,1976,14,48,Canadian Grand Prix,1976-10-03,,http://en.wikipedia.org/wiki/1976_Canadian_Grand_Prix
583,1975,8,39,Dutch Grand Prix,1975-06-22,,http://en.wikipedia.org/wiki/1975_Dutch_Grand_Prix
598,1974,9,41,French Grand Prix,1974-07-07,,http://en.wikipedia.org/wiki/1974_French_Grand_Prix
612,1973,8,34,French Grand Prix,1973-07-01,,http://en.wikipedia.org/wiki/1973_French_Grand_Prix
625,1972,6,51,French Grand Prix,1972-07-02,,http://en.wikipedia.org/wiki/1972_French_Grand_Prix
626,1972,7,38,British Grand Prix,1972-07-15,,http://en.wikipedia.org/wiki/1972_British_Grand_Prix
634,1971,3,6,Monaco Grand Prix,1971-05-23,,http://en.wikipedia.org/wiki/1971_Monaco_Grand_Prix
665,1969,10,46,United States Grand Prix,1969-10-05,,http://en.wikipedia.org/wiki/1969_United_States_Grand_Prix
669,1968,3,6,Monaco Grand Prix,1968-05-26,,http://en.wikipedia.org/wiki/1968_Monaco_Grand_Prix
689,1967,11,32,Mexican Grand Prix,1967-10-22,,http://en.wikipedia.org/wiki/1967_Mexican_Grand_Prix
701,1965,3,13,Belgian Grand Prix,1965-06-13,,http://en.wikipedia.org/wiki/1965_Belgian_Grand_Prix
706,1965,8,14,Italian Grand Prix,1965-09-12,,http://en.wikipedia.org/wiki/1965_Italian_Grand_Prix
708,1965,10,32,Mexican Grand Prix,1965-10-24,,http://en.wikipedia.org/wiki/1965_Mexican_Grand_Prix
721,1963,3,39,Dutch Grand Prix,1963-06-23,,http://en.wikipedia.org/wiki/1963_Dutch_Grand_Prix
728,1963,10,56,South African Grand Prix,1963-12-28,,http://en.wikipedia.org/wiki/1963_South_African_Grand_Prix
734,1962,6,20,German Grand Prix,1962-08-05,,http://en.wikipedia.org/wiki/1962_German_Grand_Prix
742,1961,5,58,British Grand Prix,1961-07-15,,http://en.wikipedia.org/wiki/1961_British_Grand_Prix
744,1961,7,14,Italian Grand Prix,1961-09-10,,http://en.wikipedia.org/wiki/1961_Italian_Grand_Prix
764,1959,9,63,United States Grand Prix,1959-12-12,,http://en.wikipedia.org/wiki/1959_United_States_Grand_Prix
768,1958,4,19,Indianapolis 500,1958-05-30,,http://en.wikipedia.org/wiki/1958_Indianapolis_500
781,1957,6,20,German Grand Prix,1957-08-04,,http://en.wikipedia.org/wiki/1957_German_Grand_Prix
806,1954,8,14,Italian Grand Prix,1954-09-05,,http://en.wikipedia.org/wiki/1954_Italian_Grand_Prix
807,1954,9,67,Spanish Grand Prix,1954-10-24,,http://en.wikipedia.org/wiki/1954_Spanish_Grand_Prix
815,1953,8,66,Swiss Grand Prix,1953-08-23,,http://en.wikipedia.org/wiki/1953_Swiss_Grand_Prix
821,1952,5,9,British Grand Prix,1952-07-19,,http://en.wikipedia.org/wiki/1952_British_Grand_Prix
823,1952,7,39,Dutch Grand Prix,1952-08-17,,http://en.wikipedia.org/wiki/1952_Dutch_Grand_Prix
830,1951,6,20,German Grand Prix,1951-07-29,,http://en.wikipedia.org/wiki/1951_German_Grand_Prix
855,2011,15,22,Japanese Grand Prix,2011-10-09,06:00:00,http://en.wikipedia.org/wiki/2011_Japanese_Grand_Prix
