raceid,driverid,stop,lap,time,duration,milliseconds
867,13,4,53,15:41:54,20.476,20476
933,831,1,24,14:36:49,22.803,22803
845,30,3,41,15:06:21,20.451,20451
907,13,1,14,14:20:24,21.896,21896
854,1,4,29,21:01:31,30.706,30706
869,10,2,40,15:00:18,18.952,18952
864,8,2,27,14:44:27,21.301,21301
979,836,1,3,14:09:26,24.213,24213
944,817,2,28,14:40:10,23.979,23979
909,818,2,37,14:56:42,26.711,26711
965,4,1,11,14:23:10,23.683,23683
893,814,1,20,20:42:28,29.667,29667
893,8,1,10,20:23:19,29.469,29469
863,819,1,12,15:24:32,24.020,24020
940,813,1,12,14:23:55,24.842,24842
905,18,1,25,14:38:59,25.992,25992
917,813,3,45,15:01:47,23.090,23090
848,5,1,14,14:29:11,23.241,23241
939,13,1,12,20:26:28,31.380,31380
864,13,1,10,14:18:53,20.130,20130
914,20,3,29,16:22:58,23.443,23443
859,24,1,21,14:32:06,22.666,22666
868,13,2,35,14:01:05,25.110,25110
911,825,1,11,14:25:37,23.115,23115
854,155,4,53,21:51:26,30.869,30869
914,8,3,23,16:12:06,32.466,32466
965,815,2,27,14:51:47,24.467,24467
959,831,3,42,15:02:30,19.755,19755
955,835,1,11,17:24:54,20.965,20965
927,20,2,37,16:11:15,25.092,25092
908,155,1,18,14:35:28,29.507,29507
982,825,6,38,21:29:17,29.379,29379
886,1,2,48,15:06:50,20.656,20656
841,4,1,12,17:22:34,23.251,23251
964,821,1,11,14:22:18,24.110,24110
970,828,1,2,14:07:54,27.934,27934
876,818,2,33,15:55:26,21.658,21658
970,20,5,34,15:05:37,22.443,22443
899,18,1,20,14:30:03,22.746,22746
882,13,3,36,16:07:01,19.449,19449
975,835,1,11,14:19:55,24.423,24423
849,3,1,12,13:26:12,24.722,24722
980,815,3,29,14:59:10,26.574,26574
847,18,6,51,16:36:41,23.741,23741
956,18,4,29,14:40:31,18.964,18964
870,818,1,12,14:24:37,20.363,20363
982,840,2,2,20:10:07,29.294,29294
948,831,2,18,16:37:34,18:02.337,1082337
866,1,2,50,15:09:20,22.530,22530
910,20,1,9,14:19:37,22.170,22170
944,1,2,34,14:46:52,23.148,23148
907,828,1,28,14:39:03,23.177,23177
888,20,1,7,14:15:09,18.979,18979
852,10,1,1,14:05:58,35.092,35092
962,3,1,1,20:06:14,26.350,26350
964,830,2,28,14:49:53,22.788,22788
965,20,1,14,14:28:08,24.433,24433
855,813,1,16,15:31:31,21.339,21339
899,823,3,52,15:13:57,17.339,17339
916,826,1,21,14:43:32,24.995,24995
882,20,3,51,16:32:06,20.191,20191
862,17,3,34,16:03:03,20.471,20471
904,18,2,36,15:00:01,24.408,24408
870,39,2,39,15:07:06,22.031,22031
