targetid,raceid,driverid,win
51129,701,376,0
44413,821,744,0
56190,583,283,0
47275,781,560,0
67870,961,3,1
54126,626,320,0
65231,871,811,0
17112,306,77,0
12130,109,22,0
54089,625,309,0
52077,807,675,0
20171,411,140,0
23223,495,187,0
10688,208,79,0
48208,742,394,0
20311,416,166,0
48288,744,453,0
21909,463,193,0
21711,457,192,0
57769,544,224,0
16046,326,119,0
66794,908,807,0
56904,571,254,0
66515,270,70,0
58692,520,172,0
48542,734,394,0
19366,384,123,0
13183,69,13,0
53602,669,375,0
18006,11,8,0
64767,855,1,0
11033,223,77,0
18957,371,114,0
57002,573,199,0
43961,830,776,0
11581,150,23,0
65056,865,817,0
62517,764,555,0
13963,51,19,0
63786,339,13,0
57612,540,231,0
20341,417,84,0
53210,634,293,0
63416,721,346,0
64294,355,20,1
44519,823,723,0
10624,255,98,0
67325,939,833,0
63691,728,428,0
52863,689,379,0
12796,107,13,0
11690,155,22,0
12938,59,31,0
55595,598,197,0
20234,413,145,0
67858,960,815,0
45205,815,509,0
3406,173,60,0
49113,768,510,0
57986,550,260,0
23260,496,203,0
51337,706,304,0
56646,564,258,0
11120,179,37,0
51430,708,410,0
57616,540,203,0
22132,468,205,0
58525,513,233,0
10741,211,35,0
3133,161,18,0
66814,909,4,0
44522,823,689,0
20002,406,174,0
67451,942,830,0
22362,475,203,0
54982,612,197,0
51980,806,656,0
53106,665,353,0
