raceid,driverid,lap,position,time,milliseconds
972,807,9,9,1:41.650,101650
94,23,53,6,1:19.624,79624
193,65,27,11,1:30.610,90610
337,18,39,7,2:00.599,120599
31,20,39,1,1:33.569,93569
51,4,56,2,1:41.036,101036
875,20,25,1,1:44.110,104110
39,5,62,7,1:23.738,83738
352,15,24,15,1:40.108,100108
857,20,19,1,1:33.673,93673
970,832,38,6,1:37.696,97696
181,44,4,6,1:21.889,81889
964,826,29,15,1:40.016,100016
85,11,28,15,1:25.260,85260
915,813,6,19,1:49.254,109254
126,17,17,16,1:19.418,79418
69,38,7,17,1:38.238,98238
239,50,26,13,1:50.076,110076
185,48,42,19,1:24.962,84962
884,807,7,11,1:31.681,91681
888,818,13,16,1:39.506,99506
858,813,19,10,1:49.302,109302
972,807,22,8,1:40.343,100343
904,822,55,4,1:31.218,91218
123,4,5,3,1:34.625,94625
340,5,39,14,1:54.523,114523
47,11,2,22,1:35.051,95051
930,828,54,14,1:32.891,92891
58,2,37,8,1:18.765,78765
32,8,40,9,1:46.846,106846
183,71,23,12,1:14.242,74242
851,67,34,12,1:27.650,87650
863,4,56,7,1:38.590,98590
164,48,4,20,1:28.212,88212
119,44,3,7,2:15.022,135022
131,63,8,11,1:19.701,79701
181,56,26,9,2:05.198,125198
106,46,35,18,1:40.264,100264
854,816,47,19,2:00.308,120308
18,14,22,9,1:51.211,111211
166,57,68,2,1:22.030,82030
861,4,51,1,1:41.898,101898
847,30,24,12,2:16.923,136923
956,831,65,14,1:11.287,71287
927,20,37,1,1:49.791,109791
162,60,20,14,1:27.744,87744
119,14,59,4,1:19.454,79454
908,826,43,9,1:38.786,98786
881,819,30,18,1:46.964,106964
850,3,16,10,1:39.650,99650
129,17,52,12,1:12.979,72979
941,4,15,14,2:40.129,160129
928,822,14,4,1:49.880,109880
211,44,33,4,1:58.311,118311
958,8,3,13,1:28.437,88437
181,49,43,3,1:34.743,94743
202,30,66,1,1:20.373,80373
46,25,10,14,1:23.727,83727
918,825,29,13,1:50.568,110568
3,20,26,1,1:55.479,115479
896,17,7,4,1:32.566,92566
25,5,33,7,1:18.472,78472
900,826,1,9,1:49.503,109503
44,24,18,14,1:24.315,84315
870,30,40,18,1:28.323,88323
342,30,51,7,1:17.398,77398
119,30,52,3,1:17.936,77936
84,32,10,7,1:30.135,90135
10,10,24,5,1:24.183,84183
214,64,31,17,1:21.531,81531
908,154,33,13,1:39.993,99993
866,807,37,13,1:18.515,78515
196,63,55,4,1:24.955,84955
179,68,9,19,1:29.659,89659
849,816,17,21,1:47.074,107074
102,44,25,13,1:26.604,86604
149,35,62,9,1:20.016,80016
208,22,12,13,1:21.083,81083
152,22,30,2,1:43.344,103344
63,23,54,4,1:18.150,78150
852,22,35,13,1:54.211,114211
895,821,15,9,1:38.866,98866
144,55,18,13,1:28.725,88725
