qualifyid,raceid,driverid,constructorid,number,position,q1,q2,q3
2971,272,44,27,26,12,1:18.072,,
3503,344,3,131,4,10,1:16.350,1:16.001,1:16.071
7154,969,828,15,9,15,1:26.236,1:26.465,
2312,245,57,1,8,7,1:28.910,,
4248,98,44,7,17,8,1:11.167,,
941,62,30,6,5,1,1:11.588,1:10.636,1:10.832
5032,862,5,207,20,19,1:38.463,,
2465,251,63,25,4,16,1:29.028,,
2152,229,83,18,20,19,1:23.350,,
1599,175,71,17,7,9,1:32.695,,
6079,908,8,6,7,20,1:46.684,,
3563,346,810,166,25,22,1:35.212,,
4706,848,1,1,3,3,1:39.244,1:37.727,1:37.380
1289,84,22,6,2,11,1:29.369,,
3667,351,22,3,9,6,1:48.183,1:47.019,1:46.236
5820,898,1,131,10,5,1:37.959,1:37.854,1:37.345
780,54,13,6,6,16,1:35.091,,
3891,114,43,7,21,10,1:16.744,,
619,47,15,7,12,9,1:28.318,1:27.801,1:28.740
7257,974,840,3,18,18,1:14.893,,
4894,856,817,164,22,24,,,
6399,930,831,15,12,15,1:27.625,1:28.005,
6400,930,828,15,9,16,1:28.112,,
2377,247,85,30,17,24,1:52.398,,
5791,896,823,207,21,20,1:27.105,,
1981,214,63,25,18,19,1:17.256,,
5681,891,822,3,17,20,2:03.432,,
105,22,12,4,6,17,1:27.568,,
4929,858,815,15,17,11,1:41.311,1:40.874,
5961,903,18,1,22,12,1:57.783,1:56.963,
6120,910,8,6,7,17,1:26.792,,
6372,929,817,9,3,7,1:34.691,1:34.403,1:33.832
2080,226,56,6,2,10,1:32.058,,
3666,351,17,9,6,5,1:47.088,1:45.908,1:45.977
7382,981,817,9,3,3,1:38.304,1:37.313,1:36.841
2381,248,77,6,28,4,1:45.553,,
4109,91,14,1,5,9,1:34.602,,
6378,929,828,15,9,13,1:35.438,1:35.034,
49,20,5,1,23,5,1:33.057,1:31.718,1:33.488
7352,979,826,5,26,13,1:18.702,1:18.538,
4662,846,1,1,3,7,1:15.207,1:14.275,1:15.280
1846,208,64,21,2,16,1:18.095,,
7407,982,4,1,14,8,1:42.086,1:41.442,1:41.179
7087,966,18,1,22,13,1:21.333,1:20.673,
988,64,18,11,12,4,1:15.869,1:14.378,1:14.862
2190,240,88,27,25,15,1:22.971,,
5497,882,815,1,6,12,1:36.952,1:36.314,
5118,866,18,1,3,10,1:14.799,1:14.680,1:15.182
4405,107,18,16,9,5,1:11.092,,
4178,94,46,18,20,18,1:19.817,,
3662,351,4,6,8,1,1:46.541,1:45.809,1:45.390
341,34,10,7,12,13,1:36.210,1:35.937,
6401,930,807,10,27,17,1:28.365,,
24,19,8,6,1,2,1:35.645,1:34.188,1:36.230
7218,972,828,15,9,19,1:37.507,,
2238,242,81,29,9,11,1:29.582,,
3113,7,4,4,7,8,1:27.988,1:27.473,1:29.075
4821,852,24,164,23,22,2:11.616,,
1304,85,15,7,16,6,1:21.640,,
5245,871,3,131,8,18,1:50.181,,
1687,192,35,3,1,10,1:18.761,,
2973,272,70,32,12,14,1:18.331,,
5539,884,814,10,14,10,1:22.663,1:22.019,1:22.233
5122,866,817,5,16,14,1:15.552,1:15.078,
717,51,25,3,17,19,1:37.456,,
30,19,17,9,10,8,1:35.440,1:34.967,1:37.009
5321,874,808,207,21,23,1:35.432,,
7066,965,821,210,21,14,1:38.053,1:37.773,
7071,965,18,1,22,19,1:38.327,,
3151,9,5,1,2,6,1:31.881,1:40.826,1:33.859
3442,341,10,166,24,21,1:25.475,,
4525,76,14,9,14,7,1:15.329,1:18.538,
1059,67,21,4,2,9,1:22.486,1:21.722,1:23.175
1494,156,56,19,18,14,1:13.189,,
5199,869,808,207,21,20,1:18.531,,
3268,15,1,1,1,3,1:30.917,1:30.627,1:32.395
4546,841,67,5,18,10,1:26.232,1:25.882,1:27.066
1727,199,49,3,2,6,1:24.442,,
6607,942,20,6,5,5,2:00.950,1:58.596,
6738,950,4,1,14,12,1:38.451,1:38.826,
1787,203,57,1,8,1,1:48.682,,
2216,241,79,25,3,15,1:57.484,,
5577,886,3,131,9,4,1:23.840,1:28.420,1:26.008
2558,255,88,27,25,13,1:41.592,,
3048,4,20,9,15,3,1:32.680,1:32.474,1:34.015
1521,158,64,15,16,19,1:33.378,,
739,52,6,3,17,19,1:14.417,,
1657,191,14,1,7,2,1:30.053,,
2997,1,4,4,7,12,1:26.026,1:25.605,
7232,973,807,4,27,13,1:22.091,1:21.397,
4231,97,21,15,11,11,1:14.674,,
911,60,26,5,21,15,1:22.541,1:22.076,
2685,261,49,15,30,12,1:24.254,,
6899,957,836,209,94,20,1:33.151,,
418,38,9,2,10,6,1:33.348,1:32.292,1:33.710
2203,241,71,3,5,2,1:54.057,,
4926,858,30,131,7,8,1:42.605,1:40.554,1:40.662
