qualifyid,raceid,driverid,constructorid,number,position,q1,q2,q3
3423,341,20,9,5,2,1:21.680,1:20.772,1:20.101
6519,937,831,15,12,16,1:49.952,,
6069,908,818,5,25,10,1:43.040,1:37.800,1:40.855
2975,272,105,18,24,16,1:18.755,,
6548,939,1,131,44,5,1:45.765,1:45.650,1:45.300
2458,251,87,1,7,9,1:26.472,,
38,19,3,3,7,16,1:35.843,1:35.670,
4625,844,67,5,18,16,1:27.620,1:27.255,
2479,252,65,22,2,6,1:22.322,,
2154,229,69,28,22,21,1:25.059,,
6296,918,18,1,22,6,1:42.137,1:41.875,1:41.964
1179,79,15,7,16,1,1:10.625,,
716,51,21,4,3,18,1:37.290,,
6896,957,18,1,22,17,1:32.788,,
5621,888,8,208,7,4,1:30.676,1:29.852,1:29.892
5879,900,828,207,9,20,1:35.157,,
5797,897,1,131,10,4,1:40.693,1:40.477,1:40.501
277,31,10,7,12,9,1:35.737,1:36.525,1:39.787
2861,268,44,27,26,6,1:25.455,,
3196,11,2,2,6,11,1:39.032,1:38.826,
2818,266,94,18,23,15,1:21.837,,
3987,119,44,7,20,7,1:16.034,,
2816,266,55,6,27,13,1:21.206,,
2761,264,50,22,6,10,1:26.841,,
5924,902,828,207,9,21,1:37.875,,
6496,936,815,10,11,13,1:24.444,1:24.461,
7294,976,836,15,94,15,1:44.317,1:44.603,
4240,97,46,18,20,20,,,
3842,112,30,6,1,1,1:17.762,,
1271,83,14,9,14,13,1:22.279,,
2474,252,14,3,6,1,1:20.537,,
4519,76,8,1,9,1,1:13.644,1:16.681,
6426,932,3,131,6,2,1:15.893,1:14.673,1:14.702
2326,245,85,30,17,21,1:32.894,,
2641,258,44,27,26,22,1:14.106,,
6252,916,154,208,8,18,1:39.679,,
6501,936,831,15,12,18,1:24.997,,
5534,884,4,6,3,5,1:22.264,1:21.646,1:21.218
4306,101,4,4,8,6,1:13.874,,
489,41,11,8,22,11,1:17.490,1:16.743,
3643,350,20,9,5,6,1:23.235,1:22.701,1:22.675
5125,866,813,3,18,17,1:14.979,1:15.231,
4284,100,30,6,1,4,1:18.710,,
2386,248,65,22,2,9,1:46.315,,
4992,861,30,131,7,3,1:37.517,1:37.017,1:36.391
4771,850,10,166,24,20,1:36.400,,
1683,192,56,6,4,6,1:18.449,,
3906,115,17,19,14,6,1:16.182,,
3372,338,811,164,21,23,1:30.526,,
1459,125,17,18,23,21,1:39.454,,
6430,932,813,208,13,6,1:16.098,1:15.622,1:15.329
6910,958,822,3,77,10,1:42.758,1:24.506,1:22.182
6670,945,13,3,19,8,1:42.303,1:42.349,1:41.759
3561,346,10,166,24,20,1:34.775,,
4950,859,811,4,9,9,1:14.453,1:13.300,1:13.761
275,31,15,7,11,7,1:35.906,1:36.008,1:39.152
5298,873,37,164,22,24,1:53.355,,
3616,349,9,4,11,3,1:56.041,1:47.320,1:46.100
4510,75,13,15,12,10,1:15.863,1:18.361,
3533,345,37,15,22,16,1:39.003,1:39.264,
4676,846,10,166,24,21,1:17.914,,
2453,251,71,3,5,4,1:25.699,,
6885,957,20,6,5,6,1:31.606,1:30.711,1:31.490
879,59,22,11,11,5,1:14.766,1:14.312,1:15.804
6825,954,815,10,11,11,1:14.814,1:14.317,
6626,943,826,9,26,4,1:20.826,1:20.490,1:20.398
559,44,26,5,19,15,1:20.834,1:20.515,
6372,929,817,9,3,7,1:34.691,1:34.403,1:33.832
5660,890,824,206,22,21,1:23.787,,
3004,1,16,10,20,19,1:26.742,,
2007,216,77,22,8,1,1:41.873,,
154,25,5,1,23,6,1:15.965,1:15.639,1:16.944
106,22,7,5,14,18,1:27.621,,
2555,255,22,17,14,10,1:40.381,,
2324,245,69,18,24,19,1:31.853,,
6441,932,13,3,19,17,1:17.886,,
3926,116,15,4,7,6,1:31.976,,
5842,899,1,131,10,5,1:25.342,1:26.698,1:27.677
6403,930,829,209,28,19,1:31.200,,
862,58,2,2,16,10,1:16.322,1:15.468,1:17.144
