resultid,raceid,driverid,constructorid,number,grid,position,positiontext,positionorder,points,laps,time,milliseconds,fastestlap,rank,fastestlaptime,fastestlapspeed,statusid
5117,256,81,29,9,13,3.0,3,3,4.0,79,,,,,,,12
22696,934,1,131,44,1,1.0,1,1,25.0,52,1:31:27.729,5487729.0,29.0,1.0,1:37.093,218.425,1
17626,729,289,66,17,2,1.0,1,1,9.0,80,2:11:02.1,7862100.0,,,,,1
15855,641,223,6,5,18,,R,22,0.0,7,,,,,,,3
16845,691,373,172,10,10,,R,12,0.0,0,,,,,,,5
1902,109,2,15,9,6,8.0,8,8,1.0,55,,,,,,,11
20996,850,13,6,6,5,5.0,5,5,10.0,60,+52.252,5902586.0,51.0,4.0,1:34.609,195.888,1
9747,417,140,6,28,8,6.0,6,6,1.0,69,,,,,,,11
12897,531,222,59,20,9,3.0,3,3,4.0,75,+32.29,6946950.0,,,,,1
3690,192,44,20,11,9,,R,13,0.0,63,,,,,,,5
7728,9,16,10,20,7,15.0,15,15,0.0,60,+1:11.941,5875251.0,43.0,14.0,1:35.366,194.333,1
16086,17,153,5,11,14,,R,20,0.0,18,,,16.0,20.0,1:43.318,193.522,6
398,37,5,4,4,11,8.0,8,8,1.0,56,+1:12.015,5606945.0,41.0,7.0,1:37.810,204.015,1
7039,321,140,46,35,0,,F,28,0.0,0,,,,,,,81
14082,573,231,1,11,1,1.0,1,1,9.0,80,1:40:09.626,6009626.0,,,,,1
14572,591,307,37,10,20,,R,23,0.0,8,,,,,,,80
13385,548,246,63,18,19,,R,16,0.0,41,,,,,,,69
2797,151,44,16,9,11,,R,21,0.0,0,,,,,,,4
5345,264,101,31,31,25,15.0,15,15,0.0,57,,,,,,,13
17559,725,289,66,12,2,16.0,16,16,0.0,59,,,,,,,8
1236,75,24,9,15,11,,R,18,0.0,9,,,9.0,15.0,1:19.435,209.695,20
14334,582,230,37,9,1,,R,23,0.0,36,,,,,,,7
612,47,8,6,6,3,2.0,2,2,8.0,58,+2.275,5204436.0,57.0,1.0,1:27.295,220.136,1
16669,682,278,6,1,5,3.0,3,3,4.0,28,+1:40.0,6149400.0,,,,,1
10094,430,175,4,15,6,,R,17,0.0,22,,,,,,,7
2053,116,44,7,20,7,,R,19,0.0,37,,,,,,,20
10606,450,182,1,8,15,4.0,4,4,3.0,67,+43.086,5756370.0,,,,,1
9969,425,170,53,19,13,,R,23,0.0,4,,,,,,,8
3043,163,14,1,2,1,3.0,3,3,4.0,66,,,,,,,11
5424,267,103,27,25,16,10.0,10,10,0.0,42,,,,,,,12
21211,859,4,6,5,5,4.0,4,4,12.0,71,+35.048,5572512.0,65.0,4.0,1:16.181,203.625,1
13388,548,233,34,8,5,,R,19,0.0,19,,,,,,,10
7714,9,17,9,14,1,1.0,1,1,10.0,60,1:36:43.310,5803310.0,37.0,3.0,1:34.003,197.151,1
8868,384,118,21,17,10,4.0,4,4,3.0,70,+1:07.419,5928377.0,,,,,1
21599,875,818,5,17,16,8.0,8,8,4.0,55,+69.589,5858240.0,48.0,8.0,1:42.721,196.785,1
17367,717,385,6,8,8,,R,11,0.0,58,,,,,,,5
16363,666,304,187,5,4,1.0,1,1,9.0,65,1:54:08.80,6848800.0,,,,,1
15151,613,329,37,15,24,11.0,11,11,0.0,65,,,,,,,12
19332,803,690,87,30,29,,W,32,0.0,0,,,,,,,54
11206,471,118,53,35,19,,R,20,0.0,29,,,,,,,7
23335,967,1,131,44,1,1.0,1,1,25.0,71,3:01:01.335,10861335.0,44.0,3.0,1:25.639,181.137,1
