driverstandingsid,raceid,driverid,points,position,positiontext,wins
44485,822,427,2.0,15,15,0
5345,238,79,0.0,17,17,0
49497,773,478,0.0,59,59,0
58046,552,172,10.0,8,8,1
58682,519,175,0.0,23,23,0
52747,687,383,2.0,16,16,0
55702,600,298,0.0,32,32,0
3226,165,14,34.0,2,2,2
52955,660,304,11.0,6,6,0
59353,510,181,0.0,38,38,0
45047,813,521,0.0,32,32,0
56167,582,295,0.0,32,32,0
48249,743,456,1.0,14,14,0
53382,639,342,0.0,30,30,0
45004,813,633,13.0,4,4,0
22377,475,90,0.0,38,38,0
67064,927,807,6.0,9,9,0
17233,309,65,0.0,34,34,0
52905,657,340,0.0,18,18,0
12086,140,30,144.0,1,1,11
16223,330,99,0.0,30,30,0
66650,901,813,0.0,21,21,0
20499,422,102,9.0,4,4,1
3278,168,22,46.0,4,4,1
17559,318,141,1.0,22,22,0
11643,153,2,11.0,8,8,0
64419,843,2,15.0,8,8,0
22822,485,216,0.0,17,17,0
50111,753,341,6.0,11,11,0
67574,949,817,24.0,3,3,0
10207,241,87,1.0,9,9,0
46553,786,623,0.0,22,22,0
21155,440,182,18.0,2,2,2
64798,856,17,209.0,4,4,0
44159,818,640,0.0,13,13,0
48202,742,437,0.0,28,28,0
46750,789,586,0.0,47,47,0
12531,95,8,1.0,15,15,0
52880,656,362,0.0,9,9,0
13788,44,13,51.0,4,4,2
58150,554,238,6.0,15,15,0
66987,916,20,149.0,5,5,0
10987,221,64,2.0,17,17,0
46210,795,427,11.33,2,2,1
17305,311,65,0.0,28,28,0
47368,782,580,0.0,49,49,0
63397,720,385,0.0,27,27,0
7207,303,84,34.0,6,6,0
46844,790,559,8.0,5,5,1
65821,892,813,1.0,16,16,0
48586,735,408,9.0,8,8,0
52550,680,386,0.0,24,24,0
49809,749,503,0.0,65,65,0
18300,359,163,0.0,23,23,0
17290,311,127,0.0,22,22,0
66853,910,155,0.0,22,22,0
51097,701,360,8.0,5,5,0
13108,66,24,1.0,18,18,0
23008,490,105,0.0,24,24,0
58997,500,200,1.0,12,12,0
43611,839,641,0.0,61,61,0
66244,263,108,0.0,32,32,0
20477,421,119,0.0,25,25,0
5356,238,21,0.0,19,19,0
1548,87,21,45.0,5,5,1
59125,504,197,2.0,16,16,0
58796,523,223,24.0,5,5,1
44477,822,632,2.0,16,16,0
65926,897,819,0.0,20,20,0
48118,740,476,18.0,2,2,1
18551,365,161,0.0,41,41,0
18406,362,158,4.0,9,9,0
57777,544,172,0.0,18,18,0
50210,754,521,0.0,53,53,0
68275,974,817,52.0,5,5,0
59166,505,228,0.0,34,34,0
68242,973,830,35.0,6,6,0
55027,613,333,3.0,12,12,0
10906,218,75,2.0,18,18,0
18526,365,156,1.0,23,23,0
20458,421,117,9.0,2,2,1
12004,136,62,0.0,19,19,0
64841,857,813,1.0,19,19,0
63495,724,386,18.0,3,3,0
44645,824,592,0.0,32,32,0
20868,432,117,69.0,1,1,5
48366,745,425,0.0,46,46,0
17397,314,77,22.0,4,4,0
65457,877,5,0.0,20,20,0
67297,938,8,92.0,5,5,0
45125,814,555,1.5,17,17,0
49821,749,507,0.0,66,66,0
57669,541,233,2.0,18,18,0
57487,537,238,36.0,2,2,1
