targetid,raceid,driverid,win
44575,823,660,0
43427,837,768,0
57025,573,208,0
50234,754,435,0
56089,580,290,0
54320,631,305,0
50867,714,430,0
17594,319,103,0
54617,652,304,0
18323,360,102,0
66286,264,70,0
53856,677,340,0
63719,728,449,0
18646,367,55,0
20846,431,160,0
11071,176,30,0
21039,437,123,0
17381,314,137,0
67702,954,828,0
62002,757,529,0
43510,838,658,0
64255,353,811,0
44223,819,581,0
15983,324,118,0
58797,523,206,0
21843,461,188,0
49944,751,418,0
20405,419,84,0
22502,479,194,0
55199,617,335,0
65012,863,813,0
20193,412,173,0
43619,839,803,0
18679,368,148,0
18971,371,55,0
50012,752,476,0
49092,768,513,0
19759,397,112,0
43708,827,660,0
54648,652,353,0
46754,789,579,1
53819,676,235,0
54851,608,235,0
11276,186,25,0
19261,381,117,0
10500,252,63,0
21586,453,182,0
50268,755,502,0
57537,538,202,0
3274,167,65,0
49526,774,553,0
56790,568,278,0
6790,289,127,0
54325,631,330,0
63364,719,278,0
49652,775,403,0
50900,715,374,0
23153,493,215,0
65483,878,808,0
11641,153,14,0
66266,264,102,0
12838,54,23,0
53654,671,368,0
13796,44,24,0
54375,644,359,0
43422,837,501,0
10435,250,77,0
57120,575,256,0
64043,348,15,0
54208,628,329,0
1603,89,31,0
50916,716,346,0
19310,382,131,0
50808,712,309,0
54179,628,328,0
