orderid,productid,unitprice,quantity,discount
10476,70,12.0,12,0.0
10554,77,13.0,10,0.0
10856,2,19.0,20,0.0
10861,62,49.3,3,0.0
10661,39,18.0,3,0.0
10401,30,20.7,18,0.0
10344,8,32.0,70,0.0
10991,2,19.0,50,0.0
10577,75,7.75,20,0.0
10929,21,10.0,60,0.0
10756,69,36.0,20,0.0
10467,24,3.6,28,0.0
10549,51,53.0,48,0.0
10390,72,27.8,24,0.0
10592,26,31.23,5,0.0
10540,38,263.5,30,0.0
10553,31,12.5,30,0.0
10697,35,18.0,9,0.0
11021,51,53.0,44,0.0
10391,13,4.8,18,0.0
10426,64,26.6,7,0.0
10456,21,8.0,40,0.0
10824,70,15.0,9,0.0
10536,60,34.0,35,0.0
10612,10,31.0,70,0.0
10474,75,6.2,10,0.0
10529,68,12.5,20,0.0
10883,24,4.5,8,0.0
10325,14,18.6,9,0.0
10755,47,9.5,30,0.0
10397,21,8.0,10,0.0
10570,56,38.0,60,0.0
10426,56,30.4,5,0.0
10516,18,62.5,25,0.0
10747,31,12.5,8,0.0
10758,70,15.0,40,0.0
10950,4,22.0,5,0.0
10763,22,21.0,6,0.0
10698,11,21.0,15,0.0
10901,41,9.65,30,0.0
10838,18,62.5,25,0.0
10635,5,21.35,15,0.0
11030,59,55.0,100,0.0
10571,42,14.0,28,0.0
10392,69,28.8,50,0.0
10530,17,39.0,40,0.0
10879,65,21.05,10,0.0
10926,72,34.8,10,0.0
10640,70,15.0,15,0.0
10968,24,4.5,30,0.0
10613,13,6.0,8,0.0
10678,33,2.5,30,0.0
10746,13,6.0,6,0.0
10641,2,19.0,50,0.0
10575,63,43.9,6,0.0
11010,7,30.0,20,0.0
10430,56,30.4,30,0.0
10396,23,7.2,40,0.0
11077,32,32.0,1,0.0
11075,2,19.0,10,0.0
10870,35,18.0,3,0.0
10389,62,39.4,20,0.0
10555,51,53.0,20,0.0
11013,23,9.0,10,0.0
10370,1,14.4,15,0.0
10514,28,45.6,35,0.0
10650,53,32.8,25,0.0
10333,71,17.2,40,0.0
10298,59,44.0,30,0.0
10776,42,14.0,12,0.0
10430,17,31.2,45,0.0
10599,62,49.3,10,0.0
10267,76,14.4,15,0.0
10542,11,21.0,15,0.0
10372,72,27.8,42,0.0
10573,17,39.0,18,0.0
10284,27,35.1,15,0.0
11077,55,24.0,2,0.0
10575,76,18.0,10,0.0
10597,65,21.05,12,0.0
10404,49,16.0,30,0.0
10973,26,31.23,5,0.0
10417,77,10.4,35,0.0
10785,10,31.0,10,0.0
10687,36,19.0,6,0.0
10616,56,38.0,14,0.0
10525,36,19.0,30,0.0
10299,70,12.0,20,0.0
10837,47,9.5,40,0.0
10323,39,14.4,4,0.0
10465,29,99.0,18,0.0
10424,38,210.8,49,0.0
10657,41,9.65,24,0.0
10706,59,55.0,8,0.0
10765,65,21.05,80,0.0
11038,52,7.0,2,0.0
10669,36,19.0,30,0.0
10943,13,6.0,15,0.0
10399,77,10.4,14,0.0
10395,46,9.6,28,0.0
10675,58,13.25,30,0.0
10808,56,38.0,20,0.0
10546,7,30.0,10,0.0
10623,35,18.0,30,0.0
10360,38,210.8,10,0.0
10267,40,14.7,50,0.0
10534,30,25.89,10,0.0
10263,16,13.9,60,0.0
10379,63,35.1,16,0.0
10851,25,14.0,10,0.0
10872,62,49.3,20,0.0
10459,46,9.6,20,0.0
11077,16,17.45,2,0.0
