statement_no,member_no,statement_dt,due_dt,statement_amt,statement_code
2468,2468,1999-08-13T00:00:00,1999-09-02T00:00:00,10590.0,
2889,2889,1999-08-13T00:00:00,1999-09-02T00:00:00,7785.0,
4090,4090,1999-08-13T00:00:00,1999-09-02T00:00:00,5881.0,
4528,4528,1999-08-13T00:00:00,1999-09-02T00:00:00,19227.0,
4896,4896,1999-08-13T00:00:00,1999-09-02T00:00:00,7586.0,
5328,5328,1999-08-13T00:00:00,1999-09-02T00:00:00,8415.0,
6191,6191,1999-08-13T00:00:00,1999-09-02T00:00:00,21443.0,
6207,6207,1999-08-13T00:00:00,1999-09-02T00:00:00,10346.0,
6805,6805,1999-08-13T00:00:00,1999-09-02T00:00:00,19937.0,
6881,6881,1999-08-13T00:00:00,1999-09-02T00:00:00,10096.0,
6890,6890,1999-08-13T00:00:00,1999-09-02T00:00:00,16567.0,
7088,7088,1999-08-13T00:00:00,1999-09-02T00:00:00,22102.0,
7495,7495,1999-08-13T00:00:00,1999-09-02T00:00:00,14014.0,
7646,7646,1999-08-13T00:00:00,1999-09-02T00:00:00,21835.0,
7652,7652,1999-08-13T00:00:00,1999-09-02T00:00:00,9853.0,
7810,7810,1999-08-13T00:00:00,1999-09-02T00:00:00,13479.0,
7843,7843,1999-08-13T00:00:00,1999-09-02T00:00:00,21887.0,
8003,8003,1999-08-13T00:00:00,1999-09-02T00:00:00,30623.0,
8073,8073,1999-08-13T00:00:00,1999-09-02T00:00:00,7982.0,
8146,8146,1999-08-13T00:00:00,1999-09-02T00:00:00,23308.0,
8217,8217,1999-08-13T00:00:00,1999-09-02T00:00:00,16992.0,
8251,8251,1999-08-13T00:00:00,1999-09-02T00:00:00,30415.0,
8616,8616,1999-08-13T00:00:00,1999-09-02T00:00:00,13044.0,
8679,8679,1999-08-13T00:00:00,1999-09-02T00:00:00,38814.0,
8724,8724,1999-08-13T00:00:00,1999-09-02T00:00:00,29129.0,
8816,8816,1999-08-13T00:00:00,1999-09-02T00:00:00,25287.0,
8913,8913,1999-08-13T00:00:00,1999-09-02T00:00:00,26272.0,
9005,9005,1999-08-13T00:00:00,1999-09-02T00:00:00,37200.0,
9067,9067,1999-08-13T00:00:00,1999-09-02T00:00:00,45867.0,
9089,9089,1999-08-13T00:00:00,1999-09-02T00:00:00,12364.0,
9109,9109,1999-08-13T00:00:00,1999-09-02T00:00:00,24468.0,
9150,9150,1999-08-13T00:00:00,1999-09-02T00:00:00,40101.0,
9225,9225,1999-08-13T00:00:00,1999-09-02T00:00:00,13646.0,
9255,9255,1999-08-13T00:00:00,1999-09-02T00:00:00,27877.0,
9295,9295,1999-08-13T00:00:00,1999-09-02T00:00:00,18646.0,
9357,9357,1999-08-13T00:00:00,1999-09-02T00:00:00,44728.0,
9469,9469,1999-08-13T00:00:00,1999-09-02T00:00:00,29296.0,
9512,9512,1999-08-13T00:00:00,1999-09-02T00:00:00,24966.0,
9544,9544,1999-08-13T00:00:00,1999-09-02T00:00:00,21132.0,
9564,9564,1999-08-13T00:00:00,1999-09-02T00:00:00,60327.0,
9760,9760,1999-08-13T00:00:00,1999-09-02T00:00:00,42214.0,
9806,9806,1999-08-13T00:00:00,1999-09-02T00:00:00,48006.0,
9859,9859,1999-08-13T00:00:00,1999-09-02T00:00:00,47194.0,
9889,9889,1999-08-13T00:00:00,1999-09-02T00:00:00,75692.0,
9930,9930,1999-08-13T00:00:00,1999-09-02T00:00:00,62330.0,
9972,9972,1999-08-13T00:00:00,1999-09-02T00:00:00,72851.0,
12341,2341,1999-09-13T00:00:00,1999-10-03T00:00:00,2950.0,
12743,2743,1999-09-13T00:00:00,1999-10-03T00:00:00,7198.0,
13169,3169,1999-09-13T00:00:00,1999-10-03T00:00:00,3714.0,
13378,3378,1999-09-13T00:00:00,1999-10-03T00:00:00,4899.0,
13806,3806,1999-09-13T00:00:00,1999-10-03T00:00:00,11166.0,
14963,4963,1999-09-13T00:00:00,1999-10-03T00:00:00,8804.0,
15119,5119,1999-09-13T00:00:00,1999-10-03T00:00:00,8097.0,
15616,5616,1999-09-13T00:00:00,1999-10-03T00:00:00,9472.0,
15747,5747,1999-09-13T00:00:00,1999-10-03T00:00:00,22498.0,
15945,5945,1999-09-13T00:00:00,1999-10-03T00:00:00,6012.0,
16188,6188,1999-09-13T00:00:00,1999-10-03T00:00:00,17544.0,
16340,6340,1999-09-13T00:00:00,1999-10-03T00:00:00,12498.0,
16759,6759,1999-09-13T00:00:00,1999-10-03T00:00:00,14902.0,
17210,7210,1999-09-13T00:00:00,1999-10-03T00:00:00,11922.0,
17669,7669,1999-09-13T00:00:00,1999-10-03T00:00:00,590.0,
17719,7719,1999-09-13T00:00:00,1999-10-03T00:00:00,5569.0,
18504,8504,1999-09-13T00:00:00,1999-10-03T00:00:00,22445.0,
