provider_no,provider_name,street,city,state_prov,mail_code,country,phone_no,issue_dt,expr_dt,region_no,provider_code
150,Prov. Expert Tr, , ,,,,,1999-10-13T10:41:20,2000-10-12T10:41:20,7,
259,Prov. Famous Sa, , ,,,,,1999-10-13T10:41:21,2000-10-12T10:41:21,9,
276,Prov. Humble Pe, , ,,,,,1999-10-13T10:41:21,2000-10-12T10:41:21,5,
278,Prov. Humble Re, , ,,,,,1999-10-13T10:41:21,2000-10-12T10:41:21,6,
301,Prov. Apex Key, , ,,,,,1999-10-13T10:41:21,2000-10-12T10:41:21,9,
309,Prov. Apex Sail, , ,,,,,1999-10-13T10:41:22,2000-10-12T10:41:22,9,
323,Prov. Computer, , ,,,,,1999-10-13T10:41:22,2000-10-12T10:41:22,9,
333,Prov. Driven Ma, , ,,,,,1999-10-13T10:41:22,2000-10-12T10:41:22,9,
352,Prov. Famous Li, , ,,,,,1999-10-13T10:41:22,2000-10-12T10:41:22,9,
354,Prov. Famous Ne, , ,,,,,1999-10-13T10:41:22,2000-10-12T10:41:22,6,
355,Prov. Famous Op, , ,,,,,1999-10-13T10:41:22,2000-10-12T10:41:22,8,
357,Prov. Famous Qu, , ,,,,,1999-10-13T10:41:22,2000-10-12T10:41:22,7,
360,Prov. Famous Tr, , ,,,,,1999-10-13T10:41:22,2000-10-12T10:41:22,7,
363,Prov. Giant Mac, , ,,,,,1999-10-13T10:41:22,2000-10-12T10:41:22,8,
372,Prov. Humble Li, , ,,,,,1999-10-13T10:41:22,2000-10-12T10:41:22,9,
379,Prov. Humble Sa, , ,,,,,1999-10-13T10:41:22,2000-10-12T10:41:22,9,
381,Prov. Imperial, , ,,,,,1999-10-13T10:41:22,2000-10-12T10:41:22,7,
383,Prov. Imperial, , ,,,,,1999-10-13T10:41:22,2000-10-12T10:41:22,6,
388,Prov. Imperial, , ,,,,,1999-10-13T10:41:23,2000-10-12T10:41:23,5,
389,Prov. Imperial, , ,,,,,1999-10-13T10:41:23,2000-10-12T10:41:23,7,
