charge_no,member_no,provider_no,category_no,charge_dt,charge_amt,statement_no,charge_code
68776,9373,478,5,1999-08-06T10:48:55,2640.0,9373,
1783003,9035,500,5,1999-07-20T10:50:01,228.0,9035,
771448,9189,463,8,1999-07-10T10:49:07,746.0,9189,
1618938,7698,357,5,1999-08-28T10:45:02,716.0,17698,
1988934,6995,276,4,1999-08-21T10:50:29,900.0,16995,
1692039,9145,319,2,1999-08-10T10:50:43,4535.0,9145,
25818,5122,453,5,1999-06-16T10:45:36,2887.0,5122,
790618,8891,232,6,1999-09-05T10:50:36,1367.0,18891,
1689648,8677,144,4,1999-09-23T10:50:32,2760.0,28677,
1842693,2462,446,2,1999-07-22T10:46:54,4467.0,2462,
1223493,4005,449,9,1999-06-21T10:45:23,2977.0,4005,
11320,7828,494,2,1999-07-18T10:44:27,521.0,7828,
945276,6309,462,4,1999-07-28T10:47:06,3920.0,6309,
1893232,9109,491,8,1999-08-20T10:50:49,2387.0,19109,
1665941,8785,353,2,1999-09-15T10:48:41,4897.0,28785,
1685269,7127,496,9,1999-08-27T10:50:12,4502.0,17127,
1940035,3448,403,7,1999-09-29T10:46:42,1816.0,23448,
735178,4145,444,5,1999-06-27T10:46:19,2500.0,4145,
1731658,2632,495,10,1999-09-10T10:46:02,1360.0,12632,
1368686,3896,187,8,1999-09-26T10:48:54,469.0,23896,
1473256,7253,471,6,1999-09-07T10:49:16,3341.0,17253,
1778760,6820,307,7,1999-06-30T10:49:41,3235.0,6820,
1957572,6800,468,5,1999-07-12T10:48:02,4327.0,6800,
1359969,9856,498,4,1999-07-26T10:48:13,1573.0,9856,
1682583,9551,486,4,1999-08-10T10:49:59,2032.0,9551,
1872717,3325,498,2,1999-06-26T10:49:13,1600.0,3325,
1739945,6804,494,5,1999-09-25T10:46:41,420.0,26804,
1052838,8500,497,5,1999-08-13T10:47:42,4992.0,18500,
532538,9872,497,6,1999-08-13T10:46:08,4628.0,19872,
1114653,8922,487,4,1999-10-07T10:44:43,3352.0,28922,
1190040,6290,493,5,1999-10-13T10:50:34,3498.0,0,
1218646,3823,500,10,1999-07-17T10:45:01,1490.0,3823,
742049,9834,493,3,1999-09-12T10:46:51,4835.0,19834,
612966,4162,483,5,1999-06-17T10:44:35,4479.0,4162,
68066,5332,446,9,1999-08-17T10:48:51,2696.0,15332,
869369,6434,268,8,1999-08-27T10:48:57,2997.0,16434,
621734,9285,471,2,1999-09-17T10:45:15,2176.0,29285,
675771,9055,465,8,1999-08-22T10:49:27,455.0,19055,
1469500,9910,500,5,1999-09-05T10:48:58,2995.0,19910,
508130,3960,463,2,1999-10-10T10:44:14,4844.0,23960,
53028,5156,496,4,1999-09-29T10:47:42,317.0,25156,
850995,1242,388,10,1999-10-07T10:47:33,1311.0,21242,
14106,7752,490,6,1999-08-26T10:44:40,1086.0,17752,
1666799,5880,374,5,1999-08-09T10:48:45,3247.0,5880,
917123,8788,337,3,1999-08-09T10:44:54,4043.0,8788,
1025731,1901,497,9,1999-09-15T10:45:35,2908.0,21901,
967681,9064,476,6,1999-08-02T10:48:49,411.0,9064,
608947,9954,435,10,1999-10-02T10:44:17,4059.0,29954,
1162340,8369,368,6,1999-08-31T10:48:24,2347.0,18369,
815444,8417,348,8,1999-07-26T10:44:46,1906.0,8417,
893073,2789,442,2,1999-08-15T10:50:48,2688.0,12789,
1173613,7967,409,10,1999-09-16T10:49:17,534.0,27967,
1017038,8524,453,3,1999-07-18T10:44:54,996.0,8524,
1290638,4955,478,2,1999-07-25T10:50:36,4456.0,4955,
1117881,1805,332,10,1999-07-01T10:44:58,2940.0,1805,
