payment_no,member_no,payment_dt,payment_amt,statement_no,payment_code
8990,2440,1999-10-03T00:00:00,4050.0,0,
11599,5946,1999-10-03T00:00:00,2813.0,0,
6050,7731,1999-09-02T00:00:00,20547.0,0,
4933,6610,1999-09-02T00:00:00,9089.0,0,
14355,8799,1999-10-03T00:00:00,10562.0,0,
1609,3119,1999-09-02T00:00:00,4893.0,0,
11936,6308,1999-10-03T00:00:00,1216.0,0,
1826,3369,1999-09-02T00:00:00,18963.0,0,
10927,5166,1999-10-03T00:00:00,9434.0,0,
834,2102,1999-09-02T00:00:00,4912.0,0,
11219,5511,1999-10-03T00:00:00,1623.0,0,
12758,7179,1999-10-03T00:00:00,21298.0,0,
594,1742,1999-09-02T00:00:00,198.0,0,
10245,4332,1999-10-03T00:00:00,5663.0,0,
6582,8263,1999-09-02T00:00:00,16667.0,0,
9318,3010,1999-10-03T00:00:00,740.0,0,
12521,6930,1999-10-03T00:00:00,7421.0,0,
13500,7937,1999-10-03T00:00:00,5110.0,0,
14271,8715,1999-10-03T00:00:00,7759.0,0,
5807,7487,1999-09-02T00:00:00,7599.0,0,
14276,8720,1999-10-03T00:00:00,6666.0,0,
12352,6755,1999-10-03T00:00:00,246.0,0,
4096,5764,1999-09-02T00:00:00,4737.0,0,
11548,5891,1999-10-03T00:00:00,1138.0,0,
8548,1387,1999-10-03T00:00:00,3559.0,0,
1098,2470,1999-09-02T00:00:00,6452.0,0,
14210,8653,1999-10-03T00:00:00,19756.0,0,
6944,8625,1999-09-02T00:00:00,18545.0,0,
8605,1552,1999-10-03T00:00:00,3551.0,0,
12835,7258,1999-10-03T00:00:00,1603.0,0,
2728,4351,1999-09-02T00:00:00,3782.0,0,
13155,7587,1999-10-03T00:00:00,23504.0,0,
14222,8666,1999-10-03T00:00:00,12038.0,0,
3582,5240,1999-09-02T00:00:00,11711.0,0,
6283,7964,1999-09-02T00:00:00,31370.0,0,
11545,5888,1999-10-03T00:00:00,4979.0,0,
2435,4037,1999-09-02T00:00:00,17730.0,0,
14245,8689,1999-10-03T00:00:00,24169.0,0,
8466,1119,1999-10-03T00:00:00,3624.0,0,
13697,8136,1999-10-03T00:00:00,8121.0,0,
12173,6563,1999-10-03T00:00:00,5213.0,0,
13760,8201,1999-10-03T00:00:00,9126.0,0,
911,2220,1999-09-02T00:00:00,1335.0,0,
6690,8371,1999-09-02T00:00:00,12159.0,0,
4510,6185,1999-09-02T00:00:00,14943.0,0,
12793,7216,1999-10-03T00:00:00,13078.0,0,
8325,171,1999-10-03T00:00:00,2833.0,0,
431,1463,1999-09-02T00:00:00,1153.0,0,
14487,8931,1999-10-03T00:00:00,9642.0,0,
2831,4460,1999-09-02T00:00:00,4099.0,0,
9680,3555,1999-10-03T00:00:00,3576.0,0,
3607,5265,1999-09-02T00:00:00,16243.0,0,
4438,6112,1999-09-02T00:00:00,18391.0,0,
11492,5830,1999-10-03T00:00:00,2192.0,0,
1187,2598,1999-09-02T00:00:00,2980.0,0,
15467,9913,1999-10-03T00:00:00,38248.0,0,
6229,7910,1999-09-02T00:00:00,8366.0,0,
7558,9239,1999-09-02T00:00:00,37478.0,0,
3194,4837,1999-09-02T00:00:00,12096.0,0,
8195,9876,1999-09-02T00:00:00,39385.0,0,
6976,8657,1999-09-02T00:00:00,44831.0,0,
3022,4661,1999-09-02T00:00:00,10043.0,0,
6508,8189,1999-09-02T00:00:00,14267.0,0,
12441,6848,1999-10-03T00:00:00,14030.0,0,
13540,7977,1999-10-03T00:00:00,8997.0,0,
8168,9849,1999-09-02T00:00:00,51346.0,0,
11812,6177,1999-10-03T00:00:00,16513.0,0,
6026,7707,1999-09-02T00:00:00,34650.0,0,
6151,7832,1999-09-02T00:00:00,15656.0,0,
3370,5020,1999-09-02T00:00:00,6737.0,0,
7192,8873,1999-09-02T00:00:00,37922.0,0,
4699,6376,1999-09-02T00:00:00,21464.0,0,
3707,5366,1999-09-02T00:00:00,6327.0,0,
439,1474,1999-09-02T00:00:00,962.0,0,
11487,5825,1999-10-03T00:00:00,10963.0,0,
11536,5879,1999-10-03T00:00:00,12012.0,0,
13089,7520,1999-10-03T00:00:00,9963.0,0,
12648,7066,1999-10-03T00:00:00,1660.0,0,
14122,8565,1999-10-03T00:00:00,21364.0,0,
15361,9807,1999-10-03T00:00:00,49012.0,0,
5802,7482,1999-09-02T00:00:00,10559.0,0,
3818,5481,1999-09-02T00:00:00,1479.0,0,
13067,7497,1999-10-03T00:00:00,16530.0,0,
14394,8838,1999-10-03T00:00:00,16251.0,0,
2847,4477,1999-09-02T00:00:00,12118.0,0,
12447,6854,1999-10-03T00:00:00,5839.0,0,
14715,9161,1999-10-03T00:00:00,27241.0,0,
2276,3868,1999-09-02T00:00:00,4560.0,0,
3274,4919,1999-09-02T00:00:00,1652.0,0,
8595,1515,1999-10-03T00:00:00,2634.0,0,
5828,7508,1999-09-02T00:00:00,14198.0,0,
11490,5828,1999-10-03T00:00:00,3311.0,0,
14172,8615,1999-10-03T00:00:00,11183.0,0,
4109,5777,1999-09-02T00:00:00,3054.0,0,
8812,2085,1999-10-03T00:00:00,3324.0,0,
11045,5309,1999-10-03T00:00:00,4989.0,0,
13983,8425,1999-10-03T00:00:00,7839.0,0,
1165,2564,1999-09-02T00:00:00,3038.0,0,
8073,9754,1999-09-02T00:00:00,35476.0,0,
10918,5155,1999-10-03T00:00:00,8262.0,0,
14388,8832,1999-10-03T00:00:00,10686.0,0,
276,1126,1999-09-02T00:00:00,1888.0,0,
3555,5213,1999-09-02T00:00:00,9395.0,0,
4255,5926,1999-09-02T00:00:00,3504.0,0,
5580,7260,1999-09-02T00:00:00,470.0,0,
