File,Row,Column,Length_Orig,Length_Trans,Diff_%,Original,Translated
master.csv,72,birthcity,6,23,283.3,Onoway,Автомобильный транспорт
master.csv,169,namenick,6,20,233.3,Gunner,Огнестрельное оружие
master.csv,174,lastname,5,25,400.0,Fusco,&lt; &lt; Фуско &gt; &gt;
awardsplayers.csv,5,note,6,24,300.0,shared,Совместное использование
awardsplayers.csv,69,note,6,24,300.0,shared,Совместное использование
awardsplayers.csv,78,note,6,24,300.0,shared,Совместное использование
awardsplayers.csv,102,note,6,24,300.0,shared,Совместное использование
awardsplayers.csv,123,note,6,24,300.0,shared,Совместное использование
awardsplayers.csv,134,note,6,24,300.0,shared,Совместное использование
awardsplayers.csv,135,note,6,24,300.0,shared,Совместное использование
awardsplayers.csv,159,note,6,24,300.0,shared,Совместное использование
