constructorresultsid,raceid,constructorid,points,status
1433,154,15,0.0,
12179,605,34,1.0,
14687,888,131,12.0,
11218,685,26,0.0,
731,87,16,2.0,
4511,383,49,0.0,
4792,401,37,0.0,
329,49,1,11.0,D
5013,418,22,9.0,
3950,13,3,0.0,
3410,314,17,0.0,
5281,436,6,0.0,
14678,887,5,4.0,
4722,396,49,0.0,
2703,266,27,1.0,
15477,972,1,0.0,
1252,138,4,5.0,
98,27,2,7.0,
3173,299,27,0.0,
3831,1,9,0.0,
14925,910,15,0.0,
343,50,2,2.0,
4774,400,21,0.0,
1103,124,7,1.0,
14886,907,131,43.0,
2983,287,15,0.0,
11882,636,63,0.0,
15555,980,3,4.0,
4090,361,21,0.0,
1872,194,22,0.0,
2465,248,22,13.0,
739,88,4,14.0,
12214,609,6,0.0,
13445,530,21,1.0,
14088,352,166,0.0,
3474,317,39,0.0,
1171,130,19,0.0,
2767,270,33,0.0,
15050,929,1,0.0,
9666,775,66,5.0,
14218,848,4,1.0,
10795,717,94,1.0,
10229,743,172,9.0,
5611,458,45,0.0,
2739,268,32,0.0,
10028,749,117,0.0,
823,96,3,1.0,
4320,372,35,0.0,
1659,175,21,1.0,
4351,374,27,0.0,
4512,383,48,0.0,
5696,464,27,0.0,
5211,431,45,0.0,
7,18,7,0.0,
1232,136,1,5.0,
6060,486,32,0.0,
282,44,5,0.0,
2309,234,27,0.0,
1926,199,21,0.0,
494,64,1,6.0,
14382,862,208,8.0,
954,109,17,0.0,
2045,210,15,0.0,
2712,266,30,0.0,
15115,937,208,15.0,
2642,261,33,0.0,
5162,428,51,0.0,
6200,495,34,1.0,
601,74,6,8.0,
2771,271,6,4.0,
1792,187,15,0.0,
14337,858,15,1.0,
186,36,1,14.0,D
13640,541,58,0.0,
14616,881,207,0.0,
2861,277,25,0.0,
13107,574,1,9.0,
12955,563,3,0.0,
13419,528,60,0.0,
959,110,1,13.0,
5197,430,49,0.0,
4209,367,27,0.0,
3352,311,3,12.0,
12495,600,78,0.0,
916,105,7,0.0,
4280,370,46,0.0,
10756,713,66,6.0,
2521,252,18,0.0,
14911,909,6,10.0,
375,53,11,5.0,
10956,705,6,1.0,
14946,912,6,2.0,
12261,612,34,4.0,
11297,670,11,0.0,
2445,246,17,1.0,
14415,865,9,37.0,
10034,750,106,0.0,
5875,475,53,0.0,
2576,257,17,3.0,
14227,849,131,10.0,
3395,313,34,0.0,
14462,868,164,0.0,
3285,307,34,0.0,
12049,620,25,9.0,
