driverstandingsid,raceid,driverid,points,position,positiontext,wins
67451,942,830,45.0,10,10,0
45364,816,680,0.0,29,29,0
51953,805,541,0.0,75,75,0
10286,244,84,0.0,20,20,0
56946,572,233,6.0,14,14,0
43856,829,700,0.0,54,54,0
53164,632,339,0.0,25,25,0
65742,888,814,36.0,9,9,0
12005,136,37,0.0,20,20,0
59165,505,211,0.0,25,25,0
44112,832,670,0.0,70,70,0
22318,474,196,0.0,25,25,0
51638,802,597,0.0,66,66,0
3378,172,49,11.0,8,8,0
57730,542,163,0.0,26,26,0
23115,492,215,0.0,33,33,0
20811,430,84,0.0,18,18,0
22926,488,215,0.0,32,32,0
48151,741,477,0.0,16,16,0
62520,764,514,0.0,42,42,0
49635,775,523,0.0,64,64,0
56062,579,276,0.0,27,27,0
55171,617,232,6.0,11,11,0
63903,342,810,0.0,21,21,0
17489,316,65,0.0,25,25,0
64630,851,39,0.0,25,25,0
57677,541,212,1.0,20,20,0
53030,663,360,24.0,2,2,0
21533,451,110,3.0,18,18,0
5197,231,65,4.0,13,13,0
1413,81,23,23.0,9,9,0
20365,417,180,0.0,27,27,0
52533,680,293,0.0,12,12,0
67941,963,839,0.0,24,24,0
66162,261,50,0.0,32,32,0
49180,769,510,0.0,66,66,0
45021,813,611,2.0,13,13,0
46082,792,501,0.0,10,10,0
3103,160,23,6.0,5,5,0
21417,448,190,0.0,21,21,0
51047,699,410,0.0,22,22,0
58936,498,203,0.0,12,12,0
64049,348,810,0.0,21,21,0
53092,665,278,4.0,12,12,0
47074,778,528,0.0,35,35,0
21462,449,176,1.0,20,20,0
7240,304,129,0.0,24,24,0
66457,269,56,1.0,24,24,0
45312,816,699,0.0,50,50,0
53045,663,370,3.0,11,11,0
48467,732,408,8.0,6,6,0
15954,323,92,0.0,36,36,0
23033,491,187,19.0,6,6,1
55786,602,307,0.0,24,24,0
23275,496,118,0.0,36,36,0
64872,858,815,14.0,16,16,0
15921,323,102,13.0,1,1,1
64096,350,10,0.0,24,24,0
53927,678,380,0.0,42,42,0
57203,529,175,1.0,13,13,0
50763,710,429,0.0,24,24,0
51724,803,593,0.0,38,38,0
49413,772,600,0.0,51,51,0
59145,505,172,16.0,6,6,0
7095,300,65,2.0,14,14,0
51514,800,611,0.0,23,23,0
52926,658,369,0.0,22,22,0
46971,791,637,0.0,74,74,0
59146,505,119,7.0,7,7,0
3799,73,39,0.0,17,17,0
20710,426,185,4.0,11,11,0
59330,510,207,0.0,21,21,0
61996,757,353,0.0,44,44,0
19831,400,156,4.0,14,14,0
56384,587,302,0.0,46,46,0
43626,825,589,0.0,7,7,0
19505,388,138,0.0,7,7,0
21323,445,179,0.0,28,28,0
59089,503,173,6.0,8,8,0
63676,728,386,29.0,3,3,0
21861,461,168,0.0,34,34,0
51861,805,642,6.0,7,7,0
65738,888,13,57.0,7,7,0
20470,421,181,0.0,16,16,0
55157,616,187,0.0,35,35,0
22042,466,176,4.0,15,15,0
16044,326,94,0.0,15,15,0
44158,818,689,2.0,9,9,0
22095,467,203,0.0,23,23,0
65207,870,811,24.0,15,15,0
59132,504,227,0.0,28,28,0
18545,365,114,0.0,39,39,0
53378,639,347,0.0,37,37,0
59144,505,203,3.0,16,16,0
16276,332,131,2.0,14,14,0
19885,402,123,12.0,8,8,0
13213,70,2,23.0,9,9,0
