raceid,driverid,stop,lap,time,duration,milliseconds
948,832,2,18,16:37:05,18:09.971,1089971
977,1,1,31,14:38:58,20.761,20761
943,828,1,10,13:17:54,22.956,22956
883,823,1,2,15:08:11,28.344,28344
982,840,1,1,20:06:43,37.403,37403
928,817,1,14,14:28:38,22.635,22635
861,30,3,39,18:19:33,22.163,22163
975,4,1,42,15:01:08,23.526,23526
956,807,4,29,14:40:42,19.028,19028
858,4,2,43,18:19:38,21.314,21314
842,67,1,15,16:30:23,23.280,23280
862,18,1,11,15:22:56,20.563,20563
844,3,3,33,15:55:49,20.949,20949
970,4,2,4,14:12:55,17.304,17304
950,831,1,1,14:06:25,36.854,36854
871,807,2,27,15:00:38,20.696,20696
869,1,3,47,15:08:33,18.877,18877
854,1,1,11,20:25:15,30.142,30142
890,823,3,44,15:10:43,22.384,22384
868,20,1,10,13:19:58,25.829,25829
916,18,2,28,14:56:05,23.546,23546
847,67,2,20,13:37:27,24.649,24649
841,30,1,1,17:05:52,25.021,25021
927,813,3,33,16:05:48,24.276,24276
956,835,4,50,15:06:59,22.728,22728
914,16,3,22,16:10:19,24.407,24407
856,816,2,38,16:14:40,22.412,22412
956,4,4,29,14:40:38,18.194,18194
841,22,4,40,18:08:03,26.309,26309
841,30,2,17,17:32:08,23.988,23988
874,155,1,14,15:28:06,20.783,20783
893,1,1,15,20:32:41,29.032,29032
975,20,1,5,14:11:32,31.596,31596
841,22,3,28,17:49:07,16.892,16892
845,4,2,19,14:32:13,20.238,20238
962,3,2,16,20:35:17,30.546,30546
856,153,2,37,16:11:31,22.325,22325
914,815,1,2,15:06:30,18:55.712,1135712
877,154,2,9,17:21:21,21.017,21017
967,13,1,9,14:27:33,29.421,29421
943,1,1,28,13:42:28,22.304,22304
841,16,2,37,18:02:15,23.871,23871
890,17,2,43,15:07:06,22.349,22349
873,155,1,14,20:31:56,30.693,30693
980,822,1,13,14:27:44,22.963,22963
928,831,2,31,14:58:53,23.732,23732
879,818,1,15,14:25:27,22.362,22362
881,3,2,22,16:44:07,21.079,21079
843,67,3,33,16:02:13,21.928,21928
949,822,3,34,19:01:08,26.110,26110
885,4,1,28,14:41:32,24.489,24489
853,813,1,19,14:34:39,23.063,23063
847,13,4,53,16:39:50,28.346,28346
864,20,1,7,14:14:11,19.745,19745
891,13,2,26,14:54:35,22.634,22634
859,20,1,17,14:25:24,20.927,20927
873,811,3,33,21:09:41,30.684,30684
914,824,2,13,15:52:24,25.116,25116
950,836,3,43,15:22:12,24.274,24274
878,813,1,21,13:40:43,22.342,22342
952,4,2,39,15:05:28,22.987,22987
950,8,2,14,14:31:08,23.296,23296
945,830,1,8,17:18:16,22.309,22309
870,3,2,40,15:05:53,20.632,20632
880,819,2,33,17:57:12,23.509,23509
