resultid,raceid,driverid,constructorid,number,grid,position,positiontext,positionorder,points,laps,time,milliseconds,fastestlap,rank,fastestlaptime,fastestlapspeed,statusid
4097,211,56,6,6,15,3.0,3,3,4.0,62,+1:22.108,7287762.0,,,,,1
9124,393,140,1,2,9,8.0,8,8,0.0,74,,,,,,,16
11716,488,177,56,20,0,,F,21,0.0,0,,,,,,,81
6866,316,55,6,28,6,,R,20,0.0,29,,,,,,,5
10262,437,183,27,25,17,10.0,10,10,0.0,71,,,,,,,14
6265,297,65,32,12,7,,R,24,0.0,31,,,,,,,7
14572,591,307,37,10,20,,R,23,0.0,8,,,,,,,80
8469,371,102,1,1,1,,R,15,0.0,13,,,,,,,4
19385,806,633,105,22,6,,R,13,0.0,42,,,,,,,8
9026,389,123,22,20,11,,R,15,0.0,48,,,,,,,5
6228,296,91,37,16,21,,R,17,0.0,33,,,,,,,6
19794,822,692,144,122,18,,R,27,0.0,1,,,,,,,31
10072,429,112,50,9,21,,R,22,0.0,16,,,,,,,101
13203,541,206,57,22,19,8.0,8,8,0.0,58,,,,,,,11
18219,752,427,117,19,21,11.0,11,11,0.0,72,,,,,,,15
6527,306,131,25,4,9,,R,21,0.0,19,,,,,,,6
12937,532,230,63,19,12,13.0,13,13,0.0,63,,,,,,,5
12545,518,203,6,12,2,,R,10,0.0,54,,,,,,,7
445,39,19,8,23,15,11.0,11,11,0.0,64,,,59.0,15.0,1:24.291,198.811,11
10094,430,175,4,15,6,,R,17,0.0,22,,,,,,,7
23077,955,817,9,3,2,7.0,7,7,6.0,51,+1:09.229,5641595.0,51.0,12.0,1:47.736,200.590,1
21003,850,153,5,19,16,12.0,12,12,0.0,59,,,59.0,14.0,1:37.415,190.245,11
16596,678,347,11,17,18,5.0,5,5,2.0,64,,,,,,,11
5988,288,57,1,7,5,,R,18,0.0,28,,,,,,,23
7256,327,152,47,39,0,,F,35,0.0,0,,,,,,,97
13170,540,203,6,12,2,7.0,7,7,0.0,40,+48.48,4073020.0,,,,,1
8578,374,137,32,1,11,,R,24,0.0,1,,,,,,,4
2113,119,8,1,6,5,,R,19,0.0,0,,,,,,,3
3314,175,25,22,10,10,,R,11,0.0,28,,,,,,,22
20019,832,427,141,12,11,,R,15,0.0,25,,,,,,,5
7636,5,17,9,14,5,3.0,3,3,6.0,66,+13.924,5853126.0,18.0,5.0,1:23.112,201.631,1
22857,943,3,131,6,1,1.0,1,1,25.0,71,1:42:35.038,6155038.0,67.0,1.0,1:20.521,192.426,1
6510,306,117,6,27,6,4.0,4,4,3.0,71,+18.369,5926497.0,,,,,1
18226,752,376,170,24,17,,R,18,0.0,62,,,,,,,10
16207,656,360,187,6,8,5.0,5,5,2.0,79,,,,,,,11
9209,396,133,45,21,21,,R,15,0.0,64,,,,,,,69
11105,467,197,45,31,26,,R,26,0.0,0,,,,,,,4
5393,266,105,18,24,20,7.0,7,7,0.0,75,,,,,,,12
17641,729,360,170,6,5,,R,16,0.0,21,,,,,,,6
21818,884,820,206,23,21,19.0,19,19,0.0,64,,,49.0,15.0,1:28.011,190.408,12
20454,342,30,131,3,7,12.0,12,12,0.0,78,+5.712,6619067.0,71.0,5.0,1:15.580,159.089,1
22423,913,815,10,11,15,7.0,7,7,6.0,60,+59.038,7263833.0,46.0,5.0,1:52.007,162.793,1
19657,817,717,147,2,14,,R,18,0.0,4,,,,,,,5
20483,343,807,3,10,17,17.0,17,17,0.0,57,,,51.0,15.0,1:30.620,212.059,11
10725,454,196,27,26,25,,R,14,0.0,47,,,,,,,5
4942,248,89,29,10,19,,R,20,0.0,9,,,,,,,6
14127,574,250,204,8,10,,R,19,0.0,31,,,,,,,4
20221,800,653,113,45,27,11.0,11,11,0.0,200,+8:22.19,14259460.0,,,,,1
21160,857,20,9,1,1,1.0,1,1,25.0,60,1:30:35.002,5435002.0,60.0,1.0,1:27.249,211.463,1
9229,397,157,49,10,20,9.0,9,9,0.0,49,,,,,,,13
8283,366,77,6,28,3,,R,23,0.0,9,,,,,,,20
5446,268,22,17,14,16,4.0,4,4,3.0,53,+50.634,4733834.0,,,,,1
19433,809,656,113,16,12,2.0,2,2,6.0,200,+3:30.87,14192560.0,,,,,1
22569,927,807,10,27,13,14.0,14,14,0.0,55,,,46.0,11.0,1:44.822,190.368,11
20973,849,3,131,8,9,6.0,6,6,8.0,52,+1:00.665,5381861.0,32.0,13.0,1:37.073,218.470,1
17549,725,408,170,20,13,6.0,6,6,1.0,84,,,,,,,12
17668,730,425,172,42,0,,F,21,0.0,0,,,,,,,81
20931,847,37,15,17,17,12.0,12,12,0.0,70,+1:03.607,14743144.0,70.0,12.0,1:20.369,195.343,1
6847,316,95,3,5,2,1.0,1,1,10.0,53,1:17:54.319,4674319.0,,,,,1
14045,571,256,70,27,19,,R,20,0.0,44,,,,,,,3
18050,745,360,170,2,4,4.0,4,4,3.0,100,+58.0,8083800.0,,,,,1
8077,361,156,25,3,14,,R,11,0.0,35,,,,,,,20
14663,595,197,58,17,6,3.0,3,3,4.0,78,+48.9,7132600.0,,,,,1
10477,445,176,21,17,15,11.0,11,11,0.0,67,,,,,,,14
