targetid,raceid,driverid,win
49264,771,496,0
17358,313,122,0
48511,733,418,0
17239,310,88,0
54242,629,305,0
53959,621,238,0
21735,458,137,0
10707,209,79,0
44673,824,632,0
10221,242,57,0
59089,503,173,0
55787,602,280,0
20742,427,176,0
17320,312,90,0
45187,815,695,0
44155,818,723,0
55389,593,231,0
17586,319,123,0
16371,334,117,1
46109,793,427,1
4573,204,23,0
64039,348,153,0
51742,803,647,0
12660,101,42,0
9413,276,88,0
11272,186,68,0
19247,380,95,0
52711,686,361,0
17378,313,143,0
58178,554,267,0
65869,895,20,1
46160,794,627,0
16309,332,101,0
10205,241,57,0
59204,507,177,0
3217,165,48,0
20926,433,137,0
13078,65,31,0
48218,742,487,0
21945,464,188,0
64709,841,813,0
55488,596,305,0
44426,822,689,0
51813,804,678,0
67694,954,832,0
52510,679,340,0
3518,79,30,1
57964,550,221,0
49836,749,519,0
20291,415,119,0
11312,188,56,0
17392,314,119,0
12222,114,2,0
21516,450,181,0
49059,768,581,0
44866,811,689,0
12465,92,44,0
59225,507,197,0
17540,318,84,0
44956,812,675,0
44153,817,720,0
22905,488,175,0
58076,552,175,0
17504,317,57,0
51165,702,405,0
51467,799,625,0
22222,471,137,0
21663,455,197,0
17379,314,102,1
68380,979,841,0
3237,166,41,0
50775,711,403,0
44139,817,721,0
65387,874,37,0
58079,552,219,0
48735,737,471,0
67302,938,825,0
67614,950,4,0
43965,830,680,0
21290,444,189,0
66994,917,825,0
95,23,5,0
12929,58,11,0
55333,591,231,0
3843,78,30,0
21800,460,172,0
49989,751,530,0
59301,509,140,0
10817,214,79,0
17637,320,140,0
57647,540,245,0
3817,74,35,0
53106,665,353,0
1594,88,18,0
44057,832,627,0
4484,200,64,0
4418,198,14,0
53493,642,243,0
17542,318,57,0
55126,616,235,0
49747,748,386,0
11771,124,37,0
21334,446,110,0
65811,892,815,0
53088,665,362,0
