river,country,province
Интенсивность,CH,ГР
Тейсс,UA,Черновецкая
Рузизи,РВА,Руанда
Иллер,A,Ворарльберг
Эннс,A,Нижняя Австрия
Река Детройт,КН,Онтарио
Аргун,ТДж,Хейлонгцзян
Ньюа,Р,Ленинградская область
Сенегал,RG,Гвинея
&lt; &lt; Шатт аль-Араб &gt; &gt;,ИРК,Аль-Анбар
Миссисипи,США,Миннесота
Ква,ЗРЕ,Бандунду
Рио-Мамор,БОЛ,Боливия
Сон,F,Лоррейн
Шилка,Р,Читинская область
Шари,РСС,Центральноафриканская Республика
Река Ниагара,США,Нью-Йорк
Темба,ГБ,Уилтшир
Река Юкон,КН,Территория Юкон
Эльба,CZ,Виходосекский
Лех,A,Ворарльберг
Люкни,ЗРЕ,Восточная Касаи
Кура,ТR,Автомобили
Сомнения,F,Фрэнше Комте
Дон,Р,Тульская область
Арканзас,США,Колорадо
Убанги,ЗРЕ,Уравнение
Хванхо,ТДж,Цинхай
Вааль,RSA,Мпумаланга
Ломами,ЗРЕ,Шаба/Катанга
Рио Сан-Франциско,КР,Минас-Жерайс
&lt; &lt; Рио Гранде &gt; &gt;,США,Колорадо
Иордания,RL,Ливан
Нил,СУД,Аль-Хартум
Южная Морава,MK,Чешская Республика
Драу,I,Трентино Альто Адиге
Умеэльв,И,Вастерботтен
Adda,I,Ломбардия
Токантины,КР,Гоиас
Вольта,BF,Буркина-Фасо
Ольт,RO,Харгита
Днестр,UA,Львовская
Река Маккензи,КН,Северо-западные территории
Уэсер,D,Нидераксен
Куанго,АНГ,Маланье
Гаронн,E,Каталония
Карасу,ТR,Эрзурум
Миссури,США,Монтана
Alz,D,Байерн
Бани,CI,Кот-д &apos; Ивуар
Западная Морава,ОПП,Сербия
Длинная кость,AL,Австралия
Уругвай,КР,Рио-Гранди-ду-Сул
Нарын,KGZ,Кыргызстан
Гамбия,RG,Гвинея
Реус,CH,УР
Фульда,D,Гессен
Замбези,Z,Луапула
Унасджоки,SF,Лаппия
Атбара,ЭТО,Эфиопия
Джениссдж,Р,Репозиция Тивы
Прайт,UA,Ивано Франкивска
Гётаэльв,И,Альвсборг
Лаген,Н,Оппленд
Маас,F,Шампанское Арден
Касаи,АНГ,Моксико
Индус,ТДж,Тибет
Синий Нил,ЭТО,Эфиопия
Гуадиана,E,Кастиль Ла Манча
Бахр-эль-Джебель/Альберт-Нил,ЕАС,Уганда
Брахмапутра,ТДж,Тибет
Саар,F,Alsace
Оулуйоки,SF,Оулу
Исар,A,Тирол
Одер,CZ,Североморавский
Вааг,SK,Словакия
Некар,D,Баден Вуртемберг
Мюррей Ривер,AUS,Виктория
Колорадо,США,Колорадо
Петшора,Р,Репозиция Коми
Тичино,CH,TI
Чир,МВт,Малави
Сальзах,A,Зальцбург
Белый кусок,KOS,Косово
Донау,D,Баден Вуртемберг
Акагера,РВА,Руанда
Гвадалкивир,E,Андалусия
Иртыш,KAZ,Шиггиз Казакстан
Днепр,Р,Смоленская область
Рейн,CH,ГР
Парана,КР,Минас-Жерайс
Роун,CH,VS
Рио Сан-Хуан,НИК,Никарагуа
Ривер Огайо,США,Пенсильвания
Лимпопо,RSA,Гаутенг
Арувими,ЗРЕ,Верхний Заир
Клараэльв,Н,Хедмарк
Сусона,Р,Вологодская область
Остердалаэльв,И,Даларна
Волга,Р,Тверская область
Парагвай,КР,Мато Гроссо
Аллер,D,Нидераксен
Западная Двина,Р,Смоленская область
