country1,country2,length
CO,ЕС,590.0
СУД,TCH,1360.0
BF,РТ,126.0
GH,РТ,877.0
Бен,ВАН,773.0
JOR,С.А.,728.0
DZ,РММ,1376.0
SK,UA,90.0
ЕАС,СУД,435.0
KAZ,KGZ,1051.0
Норк,Р,19.0
KOS,ОПП,352.0
A,I,430.0
ЧП,СУД,605.0
РВА,ЗРЕ,217.0
МЕКС,США,3326.0
IR,ТМ,992.0
Н,UA,103.0
ГР,MK,228.0
CZ,D,646.0
RO,UA,531.0
IR,ТR,499.0
СУА,HCA,256.0
БГ,ТR,240.0
БГ,ГР,494.0
ПК,ТДж,523.0
ES,HCA,342.0
МЬЯ,ТА,1800.0
B,D,167.0
LAO,VN,2130.0
Газа,Ил,51.0
ARM,IR,35.0
МПК,МВт,1569.0
МЬЯ,ТДж,2185.0
B,Нл,450.0
Клянусь!,UA,891.0
,СМАРТ,15.0
CI,GH,668.0
DZ,ЛАР,982.0
РСС,СУД,1165.0
DZ,МЭТ,1559.0
CH,D,334.0
CI,ЛБ,716.0
E,F,623.0
БОЛ,PY,750.0
ГНБ,RG,386.0
РММ,SN,419.0
D,F,451.0
КР,МСП,597.0
I,V,3.2
RG,ВАЛ,652.0
ПЭ,RCH,160.0
КАМ,РСС,797.0
AFG,TAD,1206.0
RSA,ZW,225.0
СУД,ЗРЕ,628.0
CO,ПЭ,2900.0
КР,РЭ,1224.0
MD,UA,939.0
ЛБ,ВАЛ,306.0
ЭТО,СП,1626.0
РОУ,С.А.,676.0
КАМ,GQ,189.0
ЕАТ,ЗРЕ,459.0
CI,РММ,532.0
Норк,ТДж,1416.0
E,ГБЦ,1.2
ЛТ,PL,91.0
KWT,С.А.,222.0
Клянусь!,ЛТ,502.0
Ил,СИР,76.0
БОЛ,РЭ,832.0
ГР,ТR,206.0
РСС,КБК,467.0
ИРК,JOR,181.0
ТДж,VN,1281.0
РН,ВАН,1497.0
TCH,ВАН,87.0
ЛАР,СУД,383.0
МПК,RSA,491.0
ES,СУА,203.0
РОУ,ДА,288.0
И ДОЛЖНОСТНЫЕ ЛИЦА,F,60.0
БИ,РВА,290.0
KOS,МНП,79.0
РИМ,РММ,2237.0
АНГ,КБК,201.0
ГНБ,SN,338.0
AFG,ТДж,76.0
AFG,ПК,2430.0
ЛАР,TCH,1055.0
RSA,УР,430.0
AFG,ТМ,744.0
К,ТА,803.0
И ДОЛЖНОСТНЫЕ ЛИЦА,E,65.0
РИ,ТЛ,228.0
Бен,РТ,644.0
LAO,МЬЯ,235.0
Клянусь!,PL,605.0
KGZ,Юзеф,1099.0
КАМ,КБК,523.0
PL,Р,206.0
Клянусь!,Р,959.0
Клянусь!,ЛВ,141.0
ИРК,KWT,242.0
ДОМ,РЧ,275.0
IR,ПК,909.0
Н,Р,167.0
ЕТ,СУД,1273.0
АНГ,ДН,1376.0
IR,ИРК,1458.0
LAO,ТДж,423.0
Ил,RL,79.0
ЭАК,ЭТО,830.0
ЛС,RSA,909.0
AFG,Юзеф,137.0
TAD,Юзеф,1161.0
A,Н,366.0
BF,РММ,1000.0
КАМ,TCH,1094.0
CO,YV,2050.0
БД,СИН,4053.0
Парень,МСП,600.0
РСС,TCH,1197.0
RG,РММ,858.0
B,L,148.0
D,Нл,577.0
A,D,784.0
AL,KOS,112.0
DZ,РИМ,463.0
К,LAO,541.0
ДСО,СП,58.0
G,GQ,350.0
ЧР,ПА,330.0
Н,SF,729.0
БВ,ТДж,470.0
KOS,MK,159.0
ЕАТ,ЕАС,396.0
D,PL,456.0
Н,SLO,102.0
БРУ,ТЗА,381.0
Парень,YV,743.0
AZ,ТR,9.0
РЭ,Ру,579.0
G,КБК,1903.0
БиГ,KOS,225.0
КБК,ЗРЕ,2410.0
