name,country,population,area,capital,capprov
Самоа,WS,214384,,Апиа,Самоа
Болу,ТR,536869,11051.0,Болу,Болу
Амазонки,YV,94590,175750.0,Пуэрто-Аякучо,Амазонки
Камагия,C,723000,15990.0,Камагия,Камагия
Валенсия,E,3909047,23255.0,Валенсия,Валенсия
Табаско,МЕКС,1748769,24661.0,Вильяхермоса,Табаско
Кириккале,ТR,349396,4365.0,Кириккале,Кириккале
Уругвай,Ру,3238952,,Монтевидео,Уругвай
Лимон,ЧР,237183,9189.0,Лимон,Лимон
Ваупы,CO,26178,65268.0,Миту,Ваупы
Южная Австралия,AUS,1474000,984377.0,Аделаида,Южная Австралия
Шолнок,Н,420900,5608.0,Шолнок,Шолнок
Тимис,RO,726000,8692.0,Тимисоара,Тимис
Баты-казакстан,KAZ,669800,151300.0,Устный,Баты-казакстан
Харьковска,UA,3194800,31400.0,Харьков,Харьковска
Готландия,И,57383,3140.0,Висбийская,Готландия
Хейлонгцзян,ТДж,36720000,469000.0,Харбин,Хейлонгцзян
Сегедный (муниципальный),Н,178500,145.0,Сигнал,Сегедный (муниципальный)
Ахал,ТМ,416400,0.0,Ашхабад,Ахал
Уоллис и Футуна,ВАФА,15289,,Мата-Уту,Уоллис и Футуна
Лаппия,SF,195000,,Рованиеми,Лаппия
Уппсала,И,273918,6989.0,Уппсала,Уппсала
Тоттори,J,614929,3494.0,Тоттори,Тоттори
Маланье,АНГ,892000,87246.0,Маланье,Маланье
Баликешир,ТR,973314,14292.0,Баликешир,Баликешир
Марокко,МЭТ,29779156,,Рабат,Марокко
Португеза,YV,720865,15200.0,Гуанаре,Португеза
Баранья,Н,417100,4487.0,Печенье,Пекс (муниципалитет)
Кроснийский,PL,500700,5702.0,Кросно,Кроснийский
Тамбакунда,SN,370000,59602.0,Тамбакунда,Тамбакунда
Яманаши,J,881996,4463.0,Кофу,Яманаши
Кызылорда,KAZ,606100,226000.0,Кызылорда,Кызылорда
Горж,RO,388000,5641.0,Тиргу Цзю,Горж
Калиски,PL,715600,6512.0,Калиш,Калиски
Новый Южный Уэльс,AUS,6115100,801428.0,Сидней,Новый Южный Уэльс
Миссури,США,5402058,180514.0,Город Джефферсон,Миссури
Сан-Томе и Принсипи,ПДТ,144128,,Сан-Томе,Сан-Томе и Принсипи
Беркшир,ГБ,752500,1259.0,Чтение,Беркшир
Гилан,IR,2204047,14709.0,Рэшт,Гилан
Рогаланд,Н,323365,,Ставангер,Рогаланд
Либерия,ЛБ,2109789,,Монровия,Либерия
Умм аль-Кайвейн,ОАЭ,29000,750.0,,
Газиантеп,ТR,1140594,7642.0,Газиантеп,Газиантеп
Луизиана,США,4351769,123677.0,&lt; &lt; Батон красный &gt; &gt;,Луизиана
Кирибати,КИР,80919,,Тарава,Кирибати
Пермская область,Р,3009400,160600.0,Перм,Пермская область
Андаман и Никобар тоже.,СИН,280661,8249.0,Порт Блэр,Андаман и Никобар тоже.
Камбоджа,К,10861218,,Пномпень,Камбоджа
Идальго,МЕКС,2112473,20987.0,Пачука де Сото,Идальго
Федеральный департамент,YV,2279677,1930.0,Каракас,Федеральный департамент
Дхитики Эллас,ГР,702027,11350.0,Патраи,Дхитики Эллас
Табора,ЕАТ,1036300,76151.0,Табора,Табора
Толна,Н,251000,3702.0,Шексард,Толна
Хэлланд,И,257874,5454.0,Гальмстад,Хэлланд
Калмар,И,241883,11170.0,Калмар,Калмар
BL,CH,252331,517.0,Лжебный,BL
Мавритания,РИМ,2336048,,Нуакшот,Мавритания
Шетланд,ГБ,22000,1466.0,Лёрвик,Шетланд
Эст,КАМ,517200,109011.0,Бертуа,Эст
Парагвай,PY,5504146,,Асунсьон,Парагвай
Санкт Питербург,Р,4801500,0.0,Санкт Питербург,Санкт Питербург
Бедфордшир,ГБ,534300,1235.0,Бедфорд,Бедфордшир
Жужуй,РЭ,512329,53219.0,Сан-Сальвадор-де-Жужуй,Жужуй
Австралия,БГ,8612757,,София,Австралия
Гваделупа,ГРАД,407768,,Басс-Терре,Гваделупа
Барины,YV,519197,35200.0,Барины,Барины
Хабэй,ТДж,57190000,187400.0,Вухан,Хабэй
