river,country,province
Сусона,Р,Вологодская область
Нил,ЕТ,Эль-Дакалия
Одер,PL,Зилонгорская
Одер,PL,Горцовски
Ломами,ЗРЕ,Шаба/Катанга
Арно,I,Тоскана
Бахр-эль-Джебель/Альберт-Нил,ЕАС,Уганда
Вейксель,PL,Эльбласки
Уэсер,D,Бремен
Эбро,E,Наварр
Вейксель,PL,Тарновски
Дорогая Ривер,AUS,Новый Южный Уэльс
Донау,RO,Телеорман
Река Муррумбиджи,AUS,Австралийская столичная территория
Вейксель,PL,Тарнобжеское
Гётаэльв,И,Альвсборг
Сена,F,Бургонский
Миссисипи,США,Луизиана
Маас,Нл,Лимбург
Вейксель,PL,Радомская
Саскачеванская река,КН,Саскачеван
Река Мерримак,США,Нью-Гэмпшир
Прайт,RO,Ботосани
Колорадо,США,Невада
Сирдарья,TAD,Худжан
Оранье,ДН,Намибия
Остердалаэльв,И,Даларна
Бахр-эль-Джебель/Альберт-Нил,СУД,Бахр-эль-Газаль
Миссисипи,США,Теннесси
Сирдарья,Юзеф,Тоскент
Рио Сан-Франциско,КР,Алагоа
Рио-Лерма,МЕКС,Гуанахуато
Донау,HR,Хорватия
&lt; &lt; Рио Гранде &gt; &gt;,США,Колорадо
Днепр,UA,Кировоградска
Амур,Р,Читинская область
Иртыш,KAZ,Павлодар
Шари,РСС,Центральноафриканская Республика
Уэлл,ЗРЕ,Уравнение
Кимижоки,SF,Кими
&lt; &lt; Рио Гранде &gt; &gt;,США,Техас
Ломами,ЗРЕ,Киву
Бенуэ,ВАН,Нигерия
Таджо,Р,Лиссабон
Сенегал,RG,Гвинея
Изир,F,Рон-Алпес
Акагера,ЕАТ,Мванза
Рио Сан-Франциско,КР,Пернамбуко
Aare,CH,БУДЬ
Рааб,A,Бургенланд
Мёр,HR,Хорватия
Тигр,ТR,Сирт
Маас,B,Лжец
Ольт,RO,Харгита
Мёр,Н,Зала
Джубба,СП,Сомали
Вестердалаэльв,И,Даларна
Доуро,Р,Брэганка
Янгце,ТДж,Анхуи
Рейн,CH,SG
Замбези,Z,Центральный
Паатшоки,SF,Лаппия
Исар,A,Тирол
Бахр-эль-Джебель/Альберт-Нил,СУД,&lt; &lt; Истивайя &gt; &gt;
Куанго,АНГ,Лунда Сул
Донау,RO,Ольт
Парагвай,БОЛ,Боливия
Волга,Р,Пензенская область
Вейксель,PL,Седлекки
Куило,АНГ,Куандо Кубинго
Евфрат,ТR,Малатья
Тейсс,Н,Хадду Бихар
Арканзас,США,Колорадо
Иравадди,МЬЯ,Айярвади
Хванхо,ТДж,Шаньдун
Шилка,Р,Читинская область
Темба,ГБ,Беркшир
Нил,ЕТ,Эль-Минья
Вейксель,PL,Любельское
Доуро,E,Кастиль и Леон
Колорадо,МЕКС,Нижняя Калифорния
Оранье,RSA,Северный мыс
Тибер,I,Тоскана
Амур,Р,Еврейская область
Парана,КР,Мато Гроссо-ду-Сул
