country,name,percentage
ГНБ,Мусульмане,30.0
NEP,Мусульмане,3.0
РП,Протестанты,9.0
ОАЭ,Мусульмане,96.0
АНГ,Римская католическая,38.0
Газа,Мусульмане,98.7
Новой Зеландии,Баптист,2.0
БРИН,Мусульмане,100.0
ТУКА,Методист,16.0
ЗРЕ,Кимбангуист,10.0
SN,Мусульмане,92.0
MK,Мусульмане,30.0
Новой Зеландии,Протестанты,3.0
SK,Христианская православная,4.1
ВИРГ,Римская католическая,34.0
МСП,Римская католическая,22.8
G,Кристиан,55.0
МНП,Христианская православная,74.2
ЗРЕ,Протестанты,20.0
ДК,Римская католическая,2.0
КН,Объединенная церковь,12.0
KWT,Мусульмане,85.0
RG,Мусульмане,85.0
DZ,Мусульмане,99.0
И,Протестанты,94.0
F,Протестанты,2.0
XMAS,Мусульмане,25.0
БРУ,Мусульмане,63.0
ТВЧ,Адвентист седьмого дня,1.4
J,Буддисты,84.0
КОК,Кристиан,100.0
РЭ,Римская католическая,90.0
ТТ,Протестанты,14.0
RL,Мусульмане,70.0
РЭ,Протестанты,2.0
TCH,Кристиан,25.0
TAD,Мусульмане,85.0
BS,Римская католическая,19.0
AXA,Римская католическая,5.7
ИРК,Кристиан,3.0
I,Римская католическая,98.0
ТВЧ,Бахаи,1.0
США,Еврейский,2.0
ГРАД,Римская католическая,95.0
ПА,Римская католическая,85.0
СИН,Сикх,2.0
Газа,Кристиан,0.7
BZ,Римская католическая,62.0
КБК,Мусульмане,2.0
КБК,Кристиан,50.0
НЬЮ,Мормон,10.0
RG,Кристиан,8.0
ТА,Мусульмане,3.8
RO,Христианская православная,70.0
ТА,Кристиан,0.5
МАРТ,Индуистский,5.0
ПР,Протестанты,15.0
JOR,Кристиан,8.0
WS,Кристиан,99.7
ГБЦ,Римская католическая,74.0
KAZ,Протестанты,2.0
DZ,Кристиан,0.5
МВт,Протестанты,55.0
НОРФ,Англиканский,39.0
SLB,Адвентист седьмого дня,10.0
SLB,Англиканский,34.0
Нл,Протестанты,25.0
АМСА,Христианский конгрегационалист,50.0
SK,Римская католическая,60.3
ТR,Мусульмане,99.8
ХОНКС,Кристиан,10.0
КР,Кристиан,4.5
СИН,Индуистский,80.0
Новой Зеландии,Методист,5.0
БОЛ,Римская католическая,95.0
L,Еврейский,3.0
СИН,Буддисты,0.7
Нл,Римская католическая,34.0
ДН,Протестанты,50.0
ЕТ,Коптическая христианка,6.0
АНГ,Протестанты,15.0
RL,Кристиан,30.0
COM,Римская католическая,14.0
ОПП,Римская католическая,5.5
Кейм,Римская католическая,11.0
COCO,Мусульмане,80.0
СИН,Джейнс,0.5
E,Римская католическая,99.0
L,Римская католическая,97.0
IR,Бахаи,1.0
CV,Римская католическая,100.0
БУ,Римская католическая,15.0
БВ,Индуистский,25.0
ПНГ,Пресвитерианец,8.0
BS,Баптист,32.0
ОК,Чондогио,0.2
БГ,Римская католическая,0.7
БВИР,Римская католическая,10.0
РМ,Мусульмане,7.0
ВАН,Мусульмане,50.0
HR,Мусульмане,1.2
HR,Христианская православная,11.1
БиГ,Мусульмане,40.0
БУ,Церковь Христос,3.8
ФПОЛ,Римская католическая,30.0
Н,Римская католическая,1.0
RCH,Римская католическая,89.0
Ру,Протестанты,2.0
УРБ,Протестанты,67.0
РВА,Мусульмане,1.0
ОПП,Мусульмане,3.2
Н,Протестанты,25.0
AXA,Протестанты,30.2
ВАГ,Мусульмане,90.0
СИР,Кристиан,10.0
РП,Буддисты,3.0
ГЭ,Армянский апостол,8.0
ОК,Конфуцианство,3.0
КИР,Протестанты,40.9
V,Римская католическая,100.0
ПНГ,Адвентист седьмого дня,1.0
SLO,Мусульмане,1.0
СИН,Мусульмане,14.0
РСС,Мусульмане,15.0
НЬЮ,Римская католическая,7.2
РП,Римская католическая,83.0
ДСО,Кристиан,6.0
AZ,Мусульмане,93.4
БЕРМ,Римская католическая,15.0
GQ,Римская католическая,100.0
УР,Кристиан,60.0
ДОМ,Римская католическая,95.0
ГНБ,Кристиан,5.0
К,Буддисты,95.0
