name,islands,area,height,type,longitude,latitude
Амеланд,&lt; &lt; Вестфриз &gt; &gt;,57.6,,,5.75,53.5
Сан-Томе,,859.0,2024.0,вулканическое,6.6,0.2
Корс,,8680.0,2706.0,,8.4,41.4
Сулавеси,Острова Сунда,189216.0,3455.0,вулканическое,120.3,-2.1
Бишоп Рок,Шилли-Айлендс,,,,-6.3,50.0
Гран-Терре,Малые Антильские острова,589.0,,вулканическое,-61.4,16.3
Гран-Коморо,Коморы,1148.0,,,43.4,-11.7
Остров Св. Елены,,122.0,,вулканическое,-5.44,-15.56
Антигуа,Малые Антильские острова,281.0,400.0,,-61.8,17.05
Сент-Мартин,Малые Антильские острова,87.0,411.0,,-63.1,18.1
Норт-Уист,Внешние гебриды,303.0,,,-7.1,57.4
Корво,Азоры,17.5,718.0,вулканическое,-31.1,39.7
Площадь,,7439.0,,,12.0,55.3
Лангёг,&quot; Ostfrisische Inseln &quot;,20.0,5.0,,7.5,53.65
Барра,Внешние гебриды,91.0,,,-7.7,57.0
Тутуила,Острова Самоа,135.0,,вулканическое,-170.42,-14.16
Уполу,Острова Самоа,1125.0,1158.0,вулканическое,-171.75,-13.9
Тристан-да-Кунья,,104.0,,вулканическое,-12.3,-37.1
Батам,Острова Сунда,415.0,,,104.05,1.1
Организация &lt; &lt; Новая Каледония &gt; &gt;,Новая Каледония,16372.0,1628.0,,166.27,-22.16
Бонайре,Малые Антильские острова,288.0,,,-68.3,12.2
Салина,Острова Липари,26.8,962.0,вулканическое,14.9,38.6
Сент-Люсия,Малые Антильские острова,616.0,950.0,вулканическое,-60.5,14.0
Футуна,Острова Футуна,64.0,,,-178.1,-14.3
Фуэн,,2976.0,,,10.25,55.35
Лонг-Айленд,,3566.0,,,-73.3,40.8
Ниуэ,,260.0,67.0,кораллы,-169.55,-19.01
Куба,Большие Антильские острова,105806.0,1974.0,,-79.0,22.0
Новое Провидение,Острова Бахама,207.0,,,-77.4,25.0
Полезность,,445.0,,,14.1,53.9
Остеринсел,,163.0,,вулканическое,-109.35,-27.1
Гран Канариа,Канареи,1560.0,1949.0,вулканическое,-15.6,28.0
Мужской,Мальдивские Острова,2.74,1.0,Атолл,72.0,2.0
Каваратти,Лаккадии,6.0,2.0,,72.6,10.6
Сицилия,,25462.0,3323.0,,14.0,37.0
Фонгафейл,Острова Эллис,2.8,,Атолл,179.1,-8.5
Ниихау,Гавайские острова,178.0,381.0,,-160.1,21.9
Маджуро,Маршалловы Острова,9.2,,Атолл,171.4,7.1
Мауи,Гавайские острова,1883.0,3055.0,,-156.3,20.7
Эмбон,Молукканские острова,775.0,1225.0,,128.2,-3.7
Самар,Филиппины,13080.0,,,125.1,12.0
Шри-Ланка,,65610.0,,,80.0,7.0
Льюис и Харрис,Внешние гебриды,2170.0,,,-6.8,57.9
