name,country,province,population,longitude,latitude
Балаково,Р,Саратовская область,206000.0,,
Сянтан,ТДж,Хунан,441968.0,,
Бёрджанд,IR,Хорасан,101177.0,,
Страсбург,F,Alsace,252338.0,7.76667,48.5833
Истрад Фаур,ГБ,Верфь,,,
Омаха,США,Небраска,342862.0,-95.9,41.3
Наджафабад,IR,Эсфахан,160004.0,,
Вологда,Р,Вологодская область,299000.0,,
Германнсверк,Н,Согн-о-о-фьордане,706.0,6.5,61.1
Tirgu Mures,RO,Мозги,165000.0,,
Хефей,ТДж,Анхуи,1000000.0,117.0,32.0
Леон,E,Кастиль и Леон,147311.0,,
Стэри Оскол,Р,Белгородская область,198000.0,,
Западный остров,COCO,Острова Кокос,,96.5,-12.1
Сибиу,RO,Сибиу,184000.0,,
Бутембо,ЗРЕ,Киву,109406.0,,
Шанту,ТДж,Гуандун,578630.0,,
Сан-Хосе,ЧР,Сан-Хосе,296600.0,-84.2,10.0
Кхон Каен,ТА,Таиланд,206000.0,,
ЛАКИЛА,I,Абруццо,,13.2,42.24
Роли,США,Северная Каролина,212092.0,-78.4,35.5
Нукус,Юзеф,Каракальпогистон,185000.0,,
Оита,J,Оита,,,
Громовая бухта,КН,Онтарио,113746.0,-89.3167,48.3667
Морони,COM,Коморские Острова,,43.0,-12.0
Кармартен,ГБ,Кармартеншир,,,
Феншан,КР,Тайвань,301374.0,,
Киквит,ЗРЕ,Бандунду,182142.0,,
Вайкомб,ГБ,Бекингемшир,161400.0,,
Кочин,СИН,Керала,582588.0,,
Лафия,ВАН,Нигерия,108000.0,,
Мэдисон,США,Висконсин,190766.0,-89.2,43.0
Сату Маре,RO,Сату Маре,137000.0,,
Дзюваскила,SF,Суоми,65511.0,25.2,62.1
Ямусукро,CI,Кот-д &apos; Ивуар,200659.0,-5.3,6.8
Фресно,США,Калифорния,354091.0,,
Аракаджу,КР,Серджип,426580.0,-37.1,-11.0
Шанхай,ТДж,Шанхай (шум),7830000.0,121.433,31.2
Пасадена,США,Техас,119604.0,,
Ангинг,ТДж,Анхуи,250718.0,,
Де Мойнс,США,Айова,193189.0,-93.65,41.5333
Янгкван,ТДж,Шанкси,362268.0,,
Niteroi,КР,Рио-де-Жанейро,450129.0,,
Митишчи,Р,Московская область,152000.0,,
Росток,D,Мекленбург Ворпоммерн,232634.0,12.1,54.1
Бандунду,ЗРЕ,Бандунду,,17.4,3.3
Икороду,ВАН,Нигерия,163000.0,,
Ларкана,ПК,Пакистан,123890.0,,
Манаус,КР,Амазонки,1158265.0,-60.0,-3.1
Эвора,Р,Эвора,,,
Бур Саид,ЕТ,Бур Саид (музыка),382000.0,,
Гуаякиль,ЕС,Эквадор,1300868.0,-80.0,-2.0
Алофи,НЬЮ,Ниуэ,,-169.9,-19.05
Салават,Р,Республика Башкортостан,156000.0,,
Ижевский,Р,Удмуртская Республика,654000.0,,
Стоктон,США,Калифорния,210943.0,-121.25,37.9
Санкт Питербург,Р,Санкт Питербург,4838000.0,,
Гетаф,E,Мадрид,144368.0,,
Сальтильо,МЕКС,Коауила,420947.0,-101.0,25.3
Баруэри,КР,Сан-Паулу,176740.0,,
Зонгулдак,ТR,Зонгулдак,115900.0,,
Елена,США,Монтана,23938.0,-112.0,46.6
Якеши,ТДж,Нэй Монголь,377869.0,,
Кезон,РП,Филиппины,1989000.0,,
Леон,НИК,Никарагуа,171375.0,,
Даллас,США,Техас,1007618.0,-96.85,32.85
Сонгхла,ТА,Таиланд,243000.0,,
Санандай,IR,Кордестан,277314.0,,
Сидльце,PL,Седлекки,,,
Гент,B,Восточная Фландрия,227483.0,3.75,51.054
Витория да Конкиста,КР,Баия,241776.0,,
Наполи,I,Кампания,1206013.0,14.15,40.5
Новочебоксарск,Р,Республика Чуваш,123000.0,,
Донецк,UA,Донецка,1117000.0,,
Асван,ЕТ,Асван,196000.0,,
Лиссабон,Р,Лиссабон,807937.0,-9.13333,38.7167
Сапеле,ВАН,Нигерия,123000.0,,
Пльзень,CZ,Западосекский,175000.0,,
Шеркеск,Р,Карачево Чернескская Республика.,119000.0,,
Тиргу Цзю,RO,Горж,,,
Кумана,YV,Сукре,212432.0,,
Шизуишан,ТДж,Нинксиа Хуидзу,257862.0,,
Спрингфилд,США,Миссури,140494.0,-93.3833,37.2333
Бхатпара,СИН,Мадхья Прадеш,315976.0,,
Гельсенкирхен,D,Нордрхейн Вестфален,293542.0,,
Макклесфилд,ГБ,Чешир,151400.0,,
Денвер,США,Колорадо,467610.0,-104.867,39.75
Ндола,Z,Медный ремень,376311.0,,
Вильюрбанна,F,Рон-Алпес,116872.0,,
Сиалкот,ПК,Пакистан,302009.0,,
Ленинский кузнецкий,Р,Кемеровская область,121000.0,,
Манила,РП,Филиппины,1655000.0,120.983,14.5833
Лейян,ТДж,Хунан,130115.0,,
Шанграо,ТДж,Цзянси,132455.0,,
Чаоян,ТДж,Ляонирование,222394.0,,
Берн,CH,БУДЬ,134393.0,7.3,46.6
Кочабамба,БОЛ,Боливия,304000.0,-66.0,-17.1
Джиззах,Юзеф,Джиззах,116000.0,,
Мэгвей,МЬЯ,Мэгвей,,,
Квебек,КН,Квебек,167517.0,-71.3833,46.8
Катманду,NEP,Непал,393494.0,85.25,27.45
Жуть.,ТДж,Хейлонгцзян,173878.0,,
Соледад,CO,Атлантико,264583.0,,
