playerid,last_name,first_name,season_id,conference,league_id,games_played,minutes,points,o_rebounds,d_rebounds,rebounds,assists,steals,blocks,turnovers,personal_fouls,fg_attempted,fg_made,ft_attempted,ft_made,three_attempted,three_made
abdulka01,Abdul-Jabbar,Kareem,1969,East,NBA,1,18,10.0,,,11.0,4.0,,,,,8.0,4.0,2.0,2.0,,
abdulka01,Abdul-Jabbar,Kareem,1970,West,NBA,1,30,19.0,,,14.0,1.0,,,,,16.0,8.0,4.0,3.0,,
abdulka01,Abdul-Jabbar,Kareem,1971,West,NBA,1,19,12.0,,,7.0,2.0,,,,,10.0,5.0,2.0,2.0,,
abdulka01,Abdul-Jabbar,Kareem,1972,West,NBA,1,98,,,,,,,,,,,,,,,
abdulka01,Abdul-Jabbar,Kareem,1973,West,NBA,1,23,14.0,,,8.0,6.0,,,,,11.0,7.0,0.0,0.0,,
abdulka01,Abdul-Jabbar,Kareem,1974,West,NBA,1,19,7.0,,,10.0,3.0,,,,,10.0,3.0,2.0,1.0,,
abdulka01,Abdul-Jabbar,Kareem,1975,West,NBA,1,36,22.0,,,5.0,3.0,,,,,16.0,9.0,4.0,4.0,,
abdulka01,Abdul-Jabbar,Kareem,1976,West,NBA,1,23,21.0,,,4.0,2.0,,,,,14.0,8.0,6.0,5.0,,
abdulka01,Abdul-Jabbar,Kareem,1978,West,NBA,1,28,11.0,,,8.0,3.0,,,,,12.0,5.0,2.0,1.0,,
abdulka01,Abdul-Jabbar,Kareem,1979,West,NBA,1,30,17.0,,,16.0,9.0,,,,,17.0,6.0,6.0,5.0,,
abdulka01,Abdul-Jabbar,Kareem,1980,West,NBA,1,23,15.0,,,6.0,4.0,,,,,9.0,6.0,3.0,3.0,,
abdulka01,Abdul-Jabbar,Kareem,1981,West,NBA,1,22,2.0,1.0,2.0,3.0,1.0,3.0,2.0,1.0,3.0,10.0,1.0,0.0,0.0,0.0,0.0
abdulka01,Abdul-Jabbar,Kareem,1982,West,NBA,1,32,20.0,,,6.0,5.0,,,,,12.0,9.0,3.0,2.0,,
abdulka01,Abdul-Jabbar,Kareem,1983,West,NBA,1,37,25.0,,,13.0,2.0,,,,,19.0,11.0,4.0,3.0,,
abdulka01,Abdul-Jabbar,Kareem,1984,West,NBA,1,23,11.0,,,6.0,1.0,,,,,10.0,5.0,2.0,1.0,,
abdulka01,Abdul-Jabbar,Kareem,1985,West,NBA,1,32,21.0,,,7.0,2.0,,,,,15.0,9.0,4.0,3.0,,
abdulka01,Abdul-Jabbar,Kareem,1986,West,NBA,1,27,10.0,,,8.0,3.0,,,,,9.0,4.0,2.0,2.0,,
abdulka01,Abdul-Jabbar,Kareem,1987,West,NBA,1,14,10.0,,,4.0,0.0,,,,,9.0,4.0,2.0,2.0,,
abdulka01,Abdul-Jabbar,Kareem,1988,West,NBA,1,13,4.0,,,3.0,0.0,,,,,6.0,1.0,2.0,2.0,,
abdursh01,A-Rahim,Shareef,2001,East,NBA,1,21,9.0,1.0,5.0,6.0,0.0,0.0,0.0,0.0,2.0,4.0,4.0,0.0,0.0,1.0,1.0
adamsal01,Adams,Alvan,1975,West,NBA,1,11,4.0,,,3.0,0.0,,,,,4.0,2.0,0.0,0.0,,
adamsmi01,Adams,Michael,1991,East,NBA,1,14,9.0,,,1.0,1.0,,,,,8.0,4.0,0.0,0.0,,
aguirma01,Aguirre,Mark,1983,West,NBA,1,13,13.0,,,1.0,2.0,,,,,8.0,5.0,4.0,3.0,,
aguirma01,Aguirre,Mark,1986,West,NBA,1,17,9.0,,,2.0,1.0,,,,,6.0,3.0,3.0,2.0,,
aguirma01,Aguirre,Mark,1987,West,NBA,1,12,14.0,,,1.0,1.0,,,,,10.0,5.0,3.0,3.0,,
aingeda01,Ainge,Danny,1987,East,NBA,1,19,12.0,,,3.0,2.0,,,,,11.0,4.0,2.0,1.0,,
allenra02,Allen,Ray,1999,East,NBA,1,17,14.0,1.0,0.0,1.0,2.0,3.0,1.0,3.0,2.0,13.0,4.0,6.0,5.0,6.0,1.0
allenra02,Allen,Ray,2000,East,NBA,1,19,15.0,1.0,2.0,3.0,2.0,1.0,1.0,1.0,0.0,15.0,7.0,0.0,0.0,7.0,1.0
allenra02,Allen,Ray,2001,East,NBA,1,25,15.0,1.0,2.0,3.0,5.0,3.0,0.0,1.0,3.0,17.0,6.0,0.0,0.0,10.0,3.0
allenra02,Allen,Ray,2003,West,NBA,1,23,16.0,2.0,1.0,3.0,4.0,1.0,0.0,3.0,2.0,13.0,6.0,4.0,3.0,4.0,1.0
allenra02,Allen,Ray,2004,West,NBA,1,22,17.0,0.0,4.0,4.0,1.0,0.0,0.0,1.0,2.0,16.0,6.0,0.0,0.0,11.0,5.0
allenra02,Allen,Ray,2005,West,NBA,1,18,8.0,0.0,2.0,2.0,1.0,0.0,0.0,1.0,2.0,13.0,4.0,0.0,0.0,7.0,0.0
allenra02,Allen,Ray,2006,West,NBA,1,21,12.0,0.0,1.0,1.0,3.0,1.0,0.0,1.0,0.0,10.0,4.0,0.0,0.0,7.0,4.0
allenra02,Allen,Ray,2007,East,NBA,1,19,28.0,0.0,2.0,2.0,1.0,2.0,0.0,0.0,0.0,14.0,10.0,5.0,3.0,9.0,5.0
allenra02,Allen,Ray,2008,East,NBA,1,18,8.0,1.0,2.0,3.0,1.0,0.0,0.0,1.0,0.0,10.0,4.0,0.0,0.0,3.0,0.0
anderke01,Anderson,Kenny,1993,East,NBA,1,16,6.0,,,4.0,3.0,,,,,10.0,3.0,0.0,0.0,,
anthoca01,Anthony,Carmelo,2006,West,NBA,1,25,20.0,3.0,6.0,9.0,1.0,0.0,2.0,1.0,0.0,15.0,10.0,0.0,0.0,0.0,0.0
anthoca01,Anthony,Carmelo,2007,West,NBA,1,21,18.0,2.0,5.0,7.0,1.0,0.0,0.0,2.0,0.0,17.0,8.0,3.0,2.0,0.0,0.0
anthoca01,Anthony,Carmelo,2009,West,NBA,1,29,27.0,4.0,6.0,10.0,2.0,0.0,0.0,2.0,0.0,22.0,13.0,1.0,0.0,4.0,1.0
archina01,Archibald,Nate,1972,West,NBA,1,27,17.0,,,1.0,5.0,,,,,12.0,6.0,5.0,5.0,,
archina01,Archibald,Nate,1974,West,NBA,1,36,27.0,,,2.0,6.0,,,,,15.0,10.0,8.0,7.0,,
archina01,Archibald,Nate,1975,West,NBA,1,30,13.0,,,15.0,7.0,,,,,13.0,5.0,3.0,3.0,,
archina01,Archibald,Nate,1979,East,NBA,1,21,2.0,,,3.0,6.0,,,,,8.0,0.0,3.0,2.0,,
archina01,Archibald,Nate,1980,East,NBA,1,25,9.0,,,5.0,9.0,,,,,7.0,4.0,3.0,1.0,,
archina01,Archibald,Nate,1981,East,NBA,1,23,6.0,1.0,1.0,2.0,7.0,1.0,0.0,2.0,3.0,5.0,2.0,2.0,2.0,0.0,0.0
arenagi01,Arenas,Gilbert,2004,East,NBA,1,14,7.0,1.0,1.0,2.0,2.0,0.0,0.0,0.0,1.0,11.0,3.0,0.0,0.0,3.0,1.0
arenagi01,Arenas,Gilbert,2005,East,NBA,1,10,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,4.0,0.0,2.0,1.0,2.0,0.0
arenagi01,Arenas,Gilbert,2006,East,NBA,1,20,8.0,0.0,1.0,1.0,4.0,1.0,0.0,2.0,0.0,8.0,3.0,0.0,0.0,7.0,2.0
arizipa01,Arizin,Paul,1950,East,NBA,1,0,15.0,,,7.0,0.0,,,,,12.0,7.0,2.0,1.0,,
arizipa01,Arizin,Paul,1951,East,NBA,1,32,26.0,,,6.0,0.0,,,,,13.0,9.0,8.0,8.0,,
arizipa01,Arizin,Paul,1954,East,NBA,1,23,9.0,,,2.0,2.0,,,,,9.0,4.0,2.0,1.0,,
arizipa01,Arizin,Paul,1955,East,NBA,1,28,13.0,,,7.0,1.0,,,,,13.0,5.0,5.0,3.0,,
arizipa01,Arizin,Paul,1956,East,NBA,1,26,13.0,,,5.0,0.0,,,,,13.0,6.0,2.0,1.0,,
arizipa01,Arizin,Paul,1957,East,NBA,1,29,24.0,,,8.0,2.0,,,,,17.0,11.0,2.0,2.0,,
arizipa01,Arizin,Paul,1958,East,NBA,1,30,16.0,,,8.0,0.0,,,,,15.0,4.0,9.0,8.0,,
arizipa01,Arizin,Paul,1959,East,NBA,1,99,,,,,,,,,,,,,,,
arizipa01,Arizin,Paul,1960,East,NBA,1,17,17.0,,,2.0,1.0,,,,,12.0,6.0,6.0,5.0,,
arizipa01,Arizin,Paul,1961,East,NBA,1,21,4.0,,,2.0,0.0,,,,,12.0,2.0,0.0,0.0,,
armstbj01,Armstrong,B.J.,1993,East,NBA,1,22,11.0,,,1.0,4.0,,,,,9.0,5.0,0.0,0.0,,
artesro01,Artest,Ron,2003,East,NBA,1,17,7.0,1.0,2.0,3.0,3.0,1.0,0.0,1.0,2.0,5.0,3.0,2.0,1.0,1.0,0.0
bakervi01,Baker,Vin,1994,East,NBA,1,11,2.0,,,2.0,0.0,,,,,2.0,0.0,4.0,2.0,,
bakervi01,Baker,Vin,1995,East,NBA,1,14,6.0,,,2.0,2.0,,,,,5.0,2.0,2.0,2.0,,
bakervi01,Baker,Vin,1996,East,NBA,1,24,19.0,7.0,5.0,12.0,1.0,0.0,0.0,0.0,2.0,12.0,8.0,4.0,3.0,0.0,0.0
bakervi01,Baker,Vin,1997,West,NBA,1,21,8.0,6.0,2.0,8.0,0.0,1.0,0.0,0.0,1.0,12.0,3.0,2.0,2.0,0.0,0.0
barklch01,Barkley,Charles,1986,East,NBA,1,16,7.0,,,4.0,1.0,,,,,6.0,2.0,6.0,3.0,,
barklch01,Barkley,Charles,1987,East,NBA,1,15,4.0,,,3.0,0.0,,,,,4.0,1.0,2.0,2.0,,
barklch01,Barkley,Charles,1988,East,NBA,1,20,17.0,,,5.0,0.0,,,,,11.0,6.0,8.0,5.0,,
barklch01,Barkley,Charles,1989,East,NBA,1,22,17.0,,,4.0,0.0,,,,,12.0,7.0,3.0,2.0,,
barklch01,Barkley,Charles,1990,East,NBA,1,35,17.0,,,22.0,4.0,,,,,15.0,7.0,6.0,3.0,,
barklch01,Barkley,Charles,1991,East,NBA,1,28,12.0,,,9.0,1.0,,,,,14.0,6.0,0.0,0.0,,
barklch01,Barkley,Charles,1992,Weset,NBA,1,34,16.0,,,4.0,7.0,,,,,11.0,5.0,7.0,5.0,,1.0
barklch01,Barkley,Charles,1994,West,NBA,1,23,15.0,,,9.0,2.0,,,,,12.0,7.0,0.0,0.0,,
barklch01,Barkley,Charles,1995,West,NBA,1,16,8.0,,,0.0,1.0,,,,,6.0,4.0,0.0,0.0,,
barklch01,Barkley,Charles,1996,West,NBA,1,99,,,,,,,,,,,,,,,
barksdo01,Barksdale,Don,1952,East,NBA,1,11,1.0,,,3.0,2.0,,,,,1.0,0.0,3.0,1.0,,
barnedi01,Barnett,Dick,1967,East,NBA,1,22,15.0,,,1.0,0.0,,,,,12.0,7.0,2.0,1.0,,
barnema01,Barnes,Marvin,1974,East,ABA,1,21,16.0,0.0,1.0,1.0,1.0,0.0,0.0,2.0,2.0,13.0,6.0,4.0,4.0,0.0,0.0
