id,playerid,year,stint,tmid,lgid,gp,gs,minutes,points,orebounds,drebounds,rebounds,assists,steals,blocks,turnovers,pf,fgattempted,fgmade,ftattempted,ftmade,threeattempted,threemade,postgp,postgs,postminutes,postpoints,postorebounds,postdrebounds,postrebounds,postassists,poststeals,postblocks,postturnovers,postpf,postfgattempted,postfgmade,postftattempted,postftmade,postthreeattempted,postthreemade,note
8,abdulka01,1969,1,MIL,NBA,82,0,3534,2361,0,0,1190,337,0,0,0,283,1810,938,743,485,0,0,10,0,435,352,0,0,168,41,0,0,0,25,245,139,101,74,0,0,
9,abdulka01,1970,1,MIL,NBA,82,0,3288,2596,0,0,1311,272,0,0,0,264,1843,1063,681,470,0,0,14,0,577,372,0,0,238,35,0,0,0,35,295,152,101,68,0,0,
10,abdulka01,1971,1,MIL,NBA,81,0,3583,2822,0,0,1346,370,0,0,0,235,2019,1159,732,504,0,0,11,0,510,316,0,0,200,56,0,0,0,35,318,139,54,38,0,0,
11,abdulka01,1972,1,MIL,NBA,76,0,3254,2292,0,0,1224,379,0,0,0,208,1772,982,460,328,0,0,6,0,276,137,0,0,97,17,0,0,0,26,138,59,35,19,0,0,
12,abdulka01,1973,1,MIL,NBA,81,0,3548,2191,287,891,1178,386,112,283,0,238,1759,948,420,295,0,0,16,0,758,515,67,186,253,78,20,39,0,41,402,224,91,67,0,0,
13,abdulka01,1974,1,MIL,NBA,65,0,2747,1949,194,718,912,264,65,212,0,205,1584,812,426,325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
446,anderje01,1976,1,IND,NBA,27,0,164,66,9,3,12,10,6,2,0,26,59,26,20,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
586,archina01,1979,1,BOS,NBA,80,0,2864,1131,59,138,197,671,106,10,242,218,794,383,435,361,18,4,9,0,332,128,3,8,11,71,10,0,38,28,89,45,42,37,2,1,
587,archina01,1980,1,BOS,NBA,80,0,2820,1106,36,140,176,618,75,18,265,201,766,382,419,342,9,0,17,0,630,266,6,22,28,107,13,0,50,39,211,95,94,76,5,0,
588,archina01,1981,1,BOS,NBA,68,0,2167,858,25,91,116,541,52,3,178,131,652,308,316,236,16,6,8,0,277,85,1,16,17,52,5,2,23,21,70,30,28,25,4,0,
606,arenagi01,2002,1,GSW,NBA,82,0,2868,1497,97,289,386,514,124,17,290,260,1180,509,468,370,313,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
662,armstcu01,1949,1,FTW,NBA,63,0,0,458,0,0,0,170,0,0,0,217,516,144,241,170,0,0,3,0,0,9,0,0,0,6,0,0,0,6,22,4,4,1,0,0,
1038,barklch01,1986,1,PHI,NBA,68,0,2740,1564,390,604,994,331,119,104,322,252,937,557,564,429,104,21,5,0,210,123,27,36,63,12,4,8,22,21,75,43,45,36,8,1,
1039,barklch01,1987,1,PHI,NBA,80,0,3170,2264,385,566,951,254,100,103,304,278,1283,753,951,714,157,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1040,barklch01,1988,1,PHI,NBA,79,0,3088,2037,403,583,986,325,126,67,254,262,1208,700,799,602,162,35,3,0,135,81,8,27,35,16,5,2,11,9,45,29,31,22,5,1,
1041,barklch01,1989,1,PHI,NBA,79,0,3085,1989,361,548,909,307,148,50,243,250,1177,706,744,557,92,20,10,0,419,247,66,89,155,43,8,7,30,36,162,88,108,65,18,6,
1042,barklch01,1990,1,PHI,NBA,67,0,2498,1849,258,422,680,284,110,33,210,173,1167,665,658,475,155,44,8,0,326,199,31,53,84,48,15,3,25,23,125,74,75,49,20,2,
1043,barklch01,1991,1,PHI,NBA,75,0,2881,1730,271,559,830,308,136,44,235,196,1126,622,653,454,137,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1048,barklch01,1996,1,HOU,NBA,53,0,2009,1016,212,504,716,248,69,25,151,153,692,335,415,288,205,58,16,0,605,286,64,128,192,54,19,7,43,52,198,86,134,103,38,11,
1165,barroda01,1994,1,PHI,NBA,82,0,3318,1686,27,247,274,619,149,4,242,159,1165,571,386,347,425,197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1618,berryco01,1942,0,OSH,NBL,5,0,0,15,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1718,bingda01,1967,1,DET,NBA,79,0,3209,2142,0,0,373,509,0,0,0,254,1893,835,668,472,0,0,6,0,254,169,0,0,24,29,0,0,0,21,166,68,45,33,0,0,
1719,bingda01,1968,1,DET,NBA,77,0,3039,1800,0,0,382,546,0,0,0,256,1594,678,623,444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1721,bingda01,1970,1,DET,NBA,82,0,3065,2213,0,0,364,408,0,0,0,228,1710,799,772,615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1723,bingda01,1972,1,DET,NBA,82,0,3361,1840,0,0,298,637,0,0,0,229,1545,692,560,456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1724,bingda01,1973,1,DET,NBA,81,0,3124,1520,108,173,281,555,109,17,0,216,1336,582,438,356,0,0,7,0,312,132,6,20,26,42,3,1,0,20,131,55,30,22,0,0,
1725,bingda01,1974,1,DET,NBA,79,0,3222,1499,86,200,286,610,116,26,0,222,1333,578,424,343,0,0,3,0,134,48,3,8,11,29,5,0,0,12,47,20,13,8,0,0,
1726,bingda01,1975,1,WSB,NBA,82,0,2945,1326,94,143,237,492,118,23,0,262,1113,497,422,332,0,0,7,0,209,96,6,12,18,28,7,2,0,18,76,34,35,28,0,0,
1737,birdla01,1979,1,BOS,NBA,82,0,2955,1745,216,636,852,370,143,53,263,279,1463,693,360,301,143,58,9,0,372,192,22,79,101,42,14,8,33,30,177,83,25,22,15,4,
