id,draftyear,draftround,draftselection,draftoverall,tmid,firstname,lastname,suffixname,playerid,draftfrom,lgid
1,1967,0,0,0,ANA,Darrell,Hardy,,hardyda01,Baylor,ABA
2,1967,0,0,0,ANA,Bob,Krulish,,,Pacific,ABA
3,1967,0,0,0,ANA,Bob,Lewis,,lewisbo01,North Carolina,ABA
4,1967,0,0,0,ANA,Mike,Lynn,,lynnmi01,UCLA,ABA
5,1967,0,0,0,ANA,Tom,Workman,,workmto01,Seattle,ABA
17,1967,0,0,0,DNR,Byron,Beck,,beckby01,Denver,ABA
18,1967,0,0,0,DNR,Vaughn,Harper,,,Syracuse,ABA
21,1967,0,0,0,DNR,Dave,Lattin,,lattida01,Texas Western,ABA
29,1967,0,0,0,DLC,Jamie,Thompson,,,Wichita State,ABA
30,1967,0,0,0,DLC,Paul,Brateris,,,Tennessee Wesleyan,ABA
31,1967,0,0,0,DLC,Jeff,Fitch,,,East Texas State,ABA
32,1967,0,0,0,DLC,Ted,Manning,,,North Carolina A&T,ABA
35,1967,0,0,0,DLC,Jerry,Southwood,,,Vanderbilt,ABA
36,1967,0,0,0,DLC,Tom,Storm,,,Montana State,ABA
37,1967,0,0,0,HSM,Bob,Benfield,,,West Virginia,ABA
46,1967,0,0,0,HSM,Mike,Nau,,,Oregon State,ABA
47,1967,0,0,0,HSM,Jerry,Pettway,,pettwje01,Northwood Institute,ABA
50,1967,0,0,0,INA,Jim,Dawson,,dawsoja01,Illinois,ABA
53,1967,0,0,0,INA,Jim,Walker,,walkeji01,Providence,ABA
59,1967,0,0,0,INA,Bill,Russell,,,Indiana,ABA
62,1967,0,0,0,KEN,Clem,Haskins,,haskicl01,Western Kentucky,ABA
63,1967,0,0,0,KEN,Dwight,Smith,,,Western Kentucky,ABA
64,1967,0,0,0,KEN,Willie,Wolters,,,Boston College,ABA
68,1967,0,0,0,KEN,Ken,Gibbs,,,Vanderbilt,ABA
70,1967,0,0,0,KEN,Gwendell,MacSwain,,,Valdosta State,ABA
72,1967,0,0,0,KEN,John,Smith,,,Kent State,ABA
73,1967,0,0,0,MNM,Mel,Daniels,,danieme01,New Mexico,ABA
76,1967,0,0,0,MNM,Tim,Powers,,,Creighton,ABA
77,1967,0,0,0,MNM,Sam,Smith,,smithsa01,Kentucky Western,ABA
78,1967,0,0,0,MNM,Al,Clark,,,Eastern Kentucky,ABA
79,1967,0,0,0,MNM,Gary,Gregor,,gregoga01,South Carolina,ABA
80,1967,0,0,0,MNM,Erv,Inniger,,,Indiana,ABA
81,1967,0,0,0,MNM,Rich,Jones,,jonesri01,Illinois,ABA
82,1967,0,0,0,MNM,Lindberg,Moody,,,South Carolina State,ABA
83,1967,0,0,0,MNM,Errol,Palmer,,palmeer01,DePaul,ABA
86,1967,0,0,0,NJA,Mal,Graham,,grahama01,New York University,ABA
88,1967,0,0,0,NJA,Dick,Pruett,,,Jacksonville,ABA
90,1967,0,0,0,NJA,Tim,Edwards,,,Amherst,ABA
94,1967,0,0,0,NOB,Robert,Allen,,,Arkansas AM&N,ABA
95,1967,0,0,0,NOB,John,Dickson,,dicksjo01,Arkansas State,ABA
97,1967,0,0,0,NOB,Paul,Long,,longpa01,Wake Forest,ABA
101,1967,0,0,0,NOB,Carl,Head,,,West Virginia,ABA
103,1967,0,0,0,NOB,Jeff,Ramsey,,,Florida,ABA
105,1967,0,0,0,NOB,Dexter,Westbrook,,westbde01,Providence,ABA
106,1967,0,0,0,OAK,Wes,Bialosuknia,,bialowe01,Connecticut,ABA
107,1967,0,0,0,OAK,Gordy,Harris,,,Washington,ABA
111,1967,0,0,0,OAK,Art,Allen,,,Bethune-Cookman,ABA
113,1967,0,0,0,OAK,Mike,Davis,,davismi01,Virginia Union,ABA
115,1967,0,0,0,OAK,Ron,Franz,,franzro01,Kansas,ABA
117,1967,0,0,0,OAK,Marlbert,Pradd,,praddma01,Dillard,ABA
118,1967,0,0,0,PTP,Cliff,Anderson,,andercl01,St. Joseph's (PA),ABA
119,1967,0,0,0,PTP,Barry,Liebowitz,,lieboba01,Long Island,ABA
120,1967,0,0,0,PTP,Earl,Monroe,,monroea01,Winston-Salem,ABA
125,1967,0,0,0,PTP,Chris,Kefalos,,,Temple,ABA
126,1967,0,0,0,PTP,Mike,Riordan,,riordmi01,Providence,ABA
128,1967,0,0,0,PTP,Steve,Sullivan,,,Georgetown,ABA
129,1967,0,0,0,PTP,Jim,Southerland,,,Clemson,ABA
133,1968,0,0,0,DNR,Hal,Booker,,bookebu01,Cheyney State,ABA
134,1968,0,0,0,DNR,Harry,Hollines,,,Denver,ABA
137,1968,0,0,0,DNR,Willie,Rodgers,,,Oklahoma,ABA
140,1968,0,0,0,DNR,Melvin,Jones,,,Albany (GA) State,ABA
142,1968,0,0,0,DNR,Mickey,Smith,,,Memphis State,ABA
144,1968,0,0,0,DLC,Shaler,Halimon,,halimsh01,Utah State,ABA
145,1968,0,0,0,DLC,Rich,Jones,,jonesri01,Memphis State,ABA
148,1968,0,0,0,DLC,Jo Jo,White,,whitejo01,Kansas,ABA
153,1968,0,0,0,DLC,Roy,Manning,,,Lane College,ABA
158,1968,0,0,0,DLC,Calvin,Pettit,,,Central Missouri,ABA
163,1968,0,0,0,HSM,Elvin,Hayes,,hayesel01,Houston,ABA
164,1968,0,0,0,HSM,Aaron,Sellers,,,Jackson State,ABA
165,1968,0,0,0,HSM,Martin,Baietti,,,Manhattan,ABA
168,1968,0,0,0,HSM,Mike,Nordholz,,,Alabama,ABA
169,1968,0,0,0,HSM,Dan,Smith,,,Howard - Payne,ABA
170,1968,0,0,0,HSM,Sam,Butler,,,Southern University,ABA
172,1968,0,0,0,HSM,Bill,Gaines,,gainebi01,East Texas State,ABA
174,1968,0,0,0,HSM,Frank,Standard,,,South Carolina,ABA
179,1968,0,0,0,INA,Phil,Wagner,,wagneph01,Georgia Tech,ABA
180,1968,0,0,0,INA,Dave,Benedict,,,Central Washington,ABA
181,1968,0,0,0,INA,Rudy,Bogad,,,St. John's,ABA
182,1968,0,0,0,INA,Jerry,Newsom,,,Indiana State,ABA
184,1968,0,0,0,INA,Jack,Thompson,,thompja01,South Carolina,ABA
186,1968,0,0,0,INA,Bob,Hooper,,hoopebo01,Dayton,ABA
187,1968,0,0,0,INA,Harry,Joyner,,joyneha01,Indiana,ABA
188,1968,0,0,0,INA,Tom,Niemier,,,Evansville,ABA
189,1968,0,0,0,KEN,Wayne,Chapman,,chapmwa01,Western Kentucky,ABA
194,1968,0,0,0,KEN,Joe,Gallagher,,,Pembroke,ABA
195,1968,0,0,0,KEN,Joe,Kennedy,,kennejo01,Duke,ABA
197,1968,0,0,0,KEN,Gene,Moore,,moorege01,St. Louis,ABA
198,1968,0,0,0,KEN,Greg,Smith,,smithgr01,Western Kentucky,ABA
201,1968,0,0,0,KEN,Thad,Jaracz,,,Kentucky,ABA
203,1968,0,0,0,KEN,Bob,Zoretich,,,DePaul,ABA
206,1968,0,0,0,KEN,Butch,Kaufman,,,Western Kentucky,ABA
207,1968,0,0,0,KEN,Bo,Wyenandt,,,Vanderbilt,ABA
208,1968,0,0,0,LAS,Mervin,Jackson,,jacksme01,Utah,ABA
209,1968,0,0,0,LAS,Ed,Johnson,,johnsed01,Tennessee State,ABA
214,1968,0,0,0,LAS,Ed,Leggett,,,Rocky Mountain,ABA
227,1968,0,0,0,MMF,Don,Sidle,,sidledo01,Oklahoma,ABA
231,1968,0,0,0,MMF,Joe,Franklin,,,Wisconsin,ABA
234,1968,0,0,0,MMF,Jerry,Waugh,,,Northern Iowa,ABA
235,1968,0,0,0,MMF,Lyndall,Conway,,,Albuquerque,ABA
236,1968,0,0,0,MMF,Jim,Barza,,,Detroit Tech,ABA
238,1968,0,0,0,MMF,Terry,Porter,,,St. Cloud (MN),ABA
246,1968,0,0,0,MNP,Clarence,Brookins,,brookcl01,Temple,ABA
250,1968,0,0,0,MNP,Willie,Betts,,,Bradley,ABA
252,1968,0,0,0,MNP,Billy,Jones,,,Fairfield,ABA
254,1968,0,0,0,MNP,Bill,Tindall,,,Massacusetts,ABA
256,1968,0,0,0,NOB,Richard,Johnson,,johnsri01,Grambling,ABA
257,1968,0,0,0,NOB,Mark,LaMoreaux,,,Lenoir-Rhyne,ABA
259,1968,0,0,0,NOB,Ron,Williams,,williro01,West Virginia,ABA
260,1968,0,0,0,NOB,Charles,Alford,,,Eastern Carolina,ABA
264,1968,0,0,0,NOB,Jasper,Wilson,,wilsoja01,Southern University,ABA
265,1968,0,0,0,NYA,Joe,Allen,,,Bradley,ABA
266,1968,0,0,0,NYA,Dick,Cunningham,,cunnidi01,Murray State,ABA
267,1968,0,0,0,NYA,Rodney,Knowles,,knowlro01,Davidson,ABA
272,1968,0,0,0,NYA,Pete,ODea,,,St. Peter's,ABA
274,1968,0,0,0,NYA,Bill,Butler,,,St. Bonaventure,ABA
275,1968,0,0,0,NYA,John,Chamberlain,,,C. W. Post,ABA
277,1968,0,0,0,NYA,Bill,Langheld,,,Fordham,ABA
278,1968,0,0,0,NYA,Art,Stephenson,,,Rhode Island,ABA
279,1968,0,0,0,NYA,Harry,Laurie,,lauriha01,St. Peter's,ABA
280,1968,0,0,0,OAK,Warren,Armstrong,,,Wichita,ABA
282,1968,0,0,0,OAK,Skip,Harlicka,,harlisk01,South Carolina,ABA
285,1968,0,0,0,OAK,Henry,Logan,,loganhe01,Western Carolina,ABA
287,1968,0,0,0,OAK,Jim,McKean,,,Washington State,ABA
289,1968,0,0,0,OAK,Rusty,Parker,,,Miami (FL),ABA
291,1968,0,0,0,OAK,John,Trapp,,trappjo01,Nevada Southern,ABA
292,1968,0,0,0,OAK,Russ,Critchfield,,critcru01,California,ABA
294,1968,0,0,0,OAK,Art,Harris,,harriar01,Stanford,ABA
296,1968,0,0,0,OAK,Tony,Sapit,,,Carroll (MT),ABA
298,1969,0,0,0,CAR,Mel,Coleman,,,Stout (WI),ABA
299,1969,0,0,0,CAR,Steve,Kuberski,,kuberst01,Bradley,ABA
300,1969,0,0,0,CAR,Steve,Mix,,mixst01,Toledo,ABA
301,1969,0,0,0,CAR,Jesse,Price,,,Milliken,ABA
302,1969,0,0,0,CAR,Neal,Walk,,walkne01,Florida,ABA
305,1969,0,0,0,CAR,Gene,Littles,,littlge01,High Point (NC),ABA
