name,mountains,height,type,longitude,latitude
Мерапи,,2914.0,вулкан,110.4,-7.5
Клингманс-Дом,Апалачи,2025.0,,-83.2,35.3
Ойос-дель-Саладо,Андес,6893.0,вулкан,-68.5,-27.1
Мт Бона,Элиас-рейндж,5005.0,,-141.75,61.4
Каспек,Кавказ,5033.0,вулканический,44.31,42.42
Гора Рейнир,Каскадные горы,4392.0,вулкан,-121.75,46.5
Монкайо,Иберские горы,2313.0,,1.85,41.8
Мармолада,Альпы,3343.0,,11.85,46.4
Маунтин-Кук,Новые Зеландские Альпы,3754.0,,170.2,-43.6
Большой Баллон,Вож,1424.0,,7.1,47.9
Ключчевская Сопка,Камчатка,4750.0,вулкан,160.6,56.1
Фудзи-сана,,3776.0,вулкан,139.0,35.0
Котопакси,Андес,5897.0,вулкан,-78.4,-0.7
Морне Диабло́тINS,,1447.0,вулкан,-61.4,15.5
Зард-Кух,Загрос,4550.0,,50.1,32.35
Гора Апо,,2954.0,вулканический,125.45,7.0
Тупунгато,Андес,6550.0,вулкан,-69.87,-33.35
Тамбор,,2850.0,вулкан,118.0,-8.2
Монте-Роза,Альпы,4634.0,,7.9,45.9
Попоманасеву,,2335.0,вулканический,160.1,-9.7
Ампато,Андес,6288.0,вулкан,-71.9,-15.8
Ллула-Илако,Андес,6739.0,вулкан,-68.5,-24.7
Мон-Писси,Андес,6795.0,вулканический,-68.85,-27.8
Тахат,Ахаггар,3003.0,вулканический,5.5,23.3
Пик Эверест,Гималаи,8848.0,,86.9,28.0
Пико Сан-Томе,,2024.0,вулканический,6.6,0.2
Тарракайс,,1850.0,,17.3,67.0
Мт. Мак-Кинли,Алясский хребет,6193.0,,-151.0,63.1
Хохголлинг,Альпы,2862.0,,13.75,47.3
Пико-де-Альманзор,Центральная Кордильера,2648.0,,-5.3,40.25
Мт Логэн,Элиас-рейндж,5959.0,,-140.4,60.6
Рантёкомбола,,3455.0,вулканический,120.0,-3.6
Циафаджавона,,2642.0,вулканический,47.2,-19.3
Аконкагуа,Андес,6962.0,,-70.0,-32.65
Пико,Азоры,2351.0,вулкан,-28.4,38.5
Гросглокнер,Альпы,3797.0,,12.5,47.0
Маубалби,,2715.0,вулканический,155.0,-5.9
Гебель Аурс,Риф,2456.0,,-6.5,35.5
Звезда- башня,Центральная Кордильера,1993.0,,-7.6,40.3
Халеакалы,Гавайи,3055.0,вулкан,-156.25,20.7
Мон-Блан,Альпы,4808.0,,6.8,45.8
Ла Суфриер,,1467.0,вулкан,-61.65,16.05
Кинасу,,4101.0,гранит,116.5,6.1
Добавлена,Западные Гаты,2636.0,,76.7,11.4
Хостедалсбрей,,2083.0,,5.5,61.4
Пик Революции,Памир,6974.0,,72.2,38.3
Кангченджанга,Гималаи,8586.0,,88.1,27.7
Ликанкабур,Андес,5920.0,вулкан,-67.9,-22.8
Ораефайокулль,,2110.0,вулкан,64.0,16.39
Дхаулагири,Гималаи,8167.0,,83.5,28.7
Аннапурна,Гималаи,8091.0,,83.8,28.6
Катла,,1450.0,вулкан,-19.0,63.6
Саректжокко,,2090.0,,17.4,67.3
Чанганшань,Чангаи,2744.0,,128.1,42.0
Гора Один,Пени Хайлэндс,2147.0,,-65.6,66.55
Невадо-де-Колима,Гори-Вулканы,4330.0,вулкан,-104.0,20.0
Барре д'Экра,Альпы,4101.0,,6.3,44.9
Хуаскарен,Белая Cordillera,6768.0,,-77.3,-9.0
Улуру,,869.0,монолит,131.0,-25.3
Олимп,,2917.0,,22.35,40.1
Бен-Невис,Грампианы,1344.0,,-5.0,56.8
Мусала,Балкан,2925.0,,23.6,42.2
Хальтиятунтури,,1328.0,,21.4,67.0
