country,name,percentage
БВИР,Протестант,86.0
C,Римо-католический,85.0
АМСА,Конгрегационалист христианин,50.0
БС,Англиканский,20.0
ТТ,Индуист,24.3
ВАЛ,Христиан,10.0
РП,Мусульманин,5.0
РАМ,Христиан (Ortодоксальный),94.0
Ниуэ,Римо-католический,7.2
МВ,Протестант,55.0
РП,Протестант,9.0
ТУВ,Свидетели Иеговы,1.4
WD,Римо-католический,77.0
БС,Римо-католический,19.0
ЗРЕ,Мусульманин,10.0
ТТ,Протестант,14.0
INД,Сикх,2.0
ЗРЕ,Протестант,20.0
П,Римо-католический,97.0
БД,Индуист,16.0
Коко,Христиан,20.0
Р,Протестант,6.0
США,Протестант,56.0
БФ,Христиан,10.0
ЭК,Римо-католический,95.0
Афг,Мусульманин,99.0
БИ,Христиан,67.0
INД,Индуист,80.0
ВУ,церкве Христа,3.8
ТУВ,Бахаи,1.0
ОК,Римо-католический,74.0
SD,Христиан,60.0
ЧЕЛОВЕК,Христиан,57.0
"Конечно! Я могу помочь с переводом. Пожалуйста, предоставьте текст, который нужно перевести.",Протестант,25.0
CO,Римо-католический,95.0
MV,Мусульманин,100.0
РАЗДЕЛЬНИЕ,Буддист,36.0
ОК,Протестант,11.0
Рок,Чондо-гё,0.2
ГУАД,Протестант,1.0
В,Римо-католический,100.0
ROSS,Римо-католический,66.0
СМЭ,Протестант,25.2
ТО,Христиан,100.0
ХАКа,Римо-католический,97.0
ДК,Римо-католический,2.0
НИЧ,Римо-католический,95.0
РА,Римо-католический,90.0
"Здравствуйте! Я готов помочь с переводом. Пожалуйста, предоставьте текст, который необходимо перевести.",Буддист,84.0
МАЙО,Мусульманин,97.0
Мексика,Протестант,6.0
СМЭ,Мусульманин,19.6
ТН,Еврейский,1.0
