name,islands,area,height,type,longitude,latitude
Великий Коморо,Коморы,1148.0,,,43.4,-11.7
Себу,Филиппины,5088.0,1000.0,,123.8,10.4
Лаван,,76.0,,,53.1,26.5
Пико,Азоры,442.0,2351.0,вулканический,-28.4,38.5
Сицилия,,25462.0,3323.0,,14.0,37.0
Остров принца Уэльского,Канадские острова Арктики,33339.0,,,-98.55,72.6
Боркум,Острова Остфрисланда,31.0,6.0,,6.7,53.6
Аран,Внутренние Хёбу,430.0,874.0,,-5.5,55.3
Анджелес,Британские острова,715.0,,,-4.4,53.3
Парамушир,Курильские острова,2042.0,1816.0,вулканический,155.75,50.5
Восточный Фолкленд,Фолклендские острова,6605.0,705.0,,-58.8,-51.8
Гренада,Малые Антильские острова,344.0,840.0,вулканический,-62.0,12.0
Изабелла,Галлапагосские острова,5436.0,1707.0,вулканический,-91.3,-1.0
Сау-Мигель,Азоры,747.0,,вулканический,-25.5,37.7
Северный Никос,Туркс и Кайкос,,20.0,,-72.1,22.1
Жерси,Острова Канала,117.0,,,-2.1,49.2
Икария,Спороды,255.0,1037.0,,26.2,37.6
Фюэнен,,2976.0,,,10.25,55.35
Рхос,Спороды,1401.0,1215.0,,28.0,36.2
Бангка,Острова Сундаланд,11942.0,700.0,,106.0,2.25
Великий Бермудский полуостров,Бёрбадос,53.3,79.0,Корал,-64.47,32.17
Великобритания,Британские острова,229850.0,1344.0,,-1.5,53.0
Минданао,Филиппины,95581.0,2954.0,,124.9,7.55
Амрун,Северные фризы,20.5,32.0,,8.3,54.65
Банкс-Айленд,Канадские острова Арктики,70028.0,,,-122.1,72.85
Тонгатапу,Острова Тувалу,260.0,65.0,Корал,-175.15,-21.2
Эфате,Вануат,900.0,647.0,,168.4,-17.8
Окинава,Япония,2255.0,,вулканический,128.0,26.0
Манитоулин,,2766.0,,,-82.2,45.75
Хельгольфельд,,1.7,61.3,,7.9,54.2
Ибица,Балearик,572.0,476.0,,1.5,38.5
Тэ Вака-а-Мауи (Южный остров),Новая Зеландия,151757.0,3754.0,,170.4,-44.0
Флорес,Азоры,143.0,914.0,вулканический,-31.2,39.5
Монсерат,Малые Антильские острова,102.0,1050.0,вулканический,-62.13,16.42
Мулл,Внутренние Хёбу,910.0,,,6.0,56.3
Могила,Коморы,290.0,,,43.75,-12.25
Остров Санта-Роза,Калифорнийские острова Канала,215.0,484.0,,-120.1,34.0
Понапе,Микронезийские острова,336.0,782.0,вулканический,158.2,6.85
Линоса,,5.0,195.0,вулканический,13.85,35.85
Южный Уист,Внешние Гебриды,320.0,,,-7.2,57.2
Тенерифе,Канарес,2034.0,3718.0,вулканический,-16.6,28.3
Куба,Большие Антильские острова,105806.0,1974.0,,-79.0,22.0
Ланаи,Гавайские острова,364.0,1027.0,,-157.0,20.5
Пемба,,984.0,,,39.7,-5.2
Мае,Сейшельские Острова,154.0,905.0,,55.5,-4.65
Дае,,965.0,,,22.7,58.8
Лолланд,,1241.0,,,11.5,54.4
Шри-Ланка,,65610.0,,,80.0,7.0
Менорка,Балearик,760.0,358.0,,4.0,40.0
Стреймо́й,Фарерские острова,373.0,789.0,,-7.0,62.0
Мэдера,Мэдера,794.0,1861.0,вулканический,-16.0,31.0
Панора,Липари,3.4,421.0,вулканический,15.05,38.65
Лейте,Филиппины,7368.0,,,124.9,11.0
Шикоку,Япония,18000.0,1965.0,вулканический,134.0,34.0
Ломбок,Острова Сундаланд,4725.0,3726.0,вулканический,116.5,-8.4
Палау,Филиппины,11785.0,2085.0,,118.4,9.5
Липари,Липари,37.5,602.0,вулканический,14.95,38.5
Харк,,20.5,,,50.2,29.1
Вануа-Леву,Фиджи,5500.0,,вулканический,179.25,-16.35
Мальта,Мальта,246.0,252.0,,14.5,35.9
Хайнай,,34380.0,1897.0,,109.6,19.1
Бугенвиль,Острова Сомалиленд,8800.0,2715.0,,155.25,-6.2
Кефалиния,Ионические острова,689.0,1628.0,,20.6,38.2
Барбадос,Малые Антильские острова,430.0,336.0,лимон,-59.3,13.0
Ирландия,Британские острова,84421.0,1041.0,,-7.8,53.5
Гуам,Острова Мариан,541.0,,Корал,144.7,13.4
Пелльворм,Северные фризы,37.4,2.0,,8.6,54.5
Остров Мелвилла,,5800.0,,,131.0,-12.0
Маджуро,Маршалловы Острова,9.2,,атолл,171.4,7.1
Новый Провиденс,Бахамские острова,207.0,,,-77.4,25.0
Готланд,,3140.0,,,18.5,57.5
Святой Томас,Малые Антильские острова,31.0,,,-64.9,18.3
Нантакет,,125.0,,,-70.1,41.5
Остров Пасхи,,163.0,,вулканический,-109.35,-27.1
Тахити,Полинезийские острова,1045.0,2241.0,вулканический,-149.34,-17.32
Юра,Внутренние Хёбу,367.0,785.0,,-6.0,56.0
Тобаго,Малые Антильские острова,301.0,576.0,,-60.7,11.25
Гвадалканал,Острова Сомалиленд,5358.0,2335.0,,160.2,-9.6
Остров Бафин,Канадские острова Арктики,507451.0,2147.0,,72.0,69.0
Фонгофаале,Эллисические острова,2.8,,атолл,179.1,-8.5
