corp_no,corp_name,street,city,state_prov,country,mail_code,phone_no,expr_dt,region_no,corp_code
155,Corp. Famous OperaCo., , ,,,,,2004-10-12T10:41:26,7,
178,Corp. Humble RestaurantsCo., , ,,,,,2004-10-12T10:41:26,2,
256,Corp. Famous PetroleumCorp., , ,,,,,2004-10-12T10:41:26,2,
259,Corp. Famous Sail MakersCorp., , ,,,,,2004-10-12T10:41:26,6,
310,Corp. Apex TransitLtd., , ,,,,,2004-10-12T10:41:26,3,
335,Corp. Driven OperaLtd., , ,,,,,2004-10-12T10:41:26,4,
349,Corp. Expert Sail MakersLtd., , ,,,,,2004-10-12T10:41:26,3,
394,Corp. Just NeedleworkLtd., , ,,,,,2004-10-12T10:41:26,4,
395,Corp. Just OperaLtd., , ,,,,,2004-10-12T10:41:26,1,
397,Corp. Just QuestsLtd., , ,,,,,2004-10-12T10:41:26,8,
411,Corp. Boston Key StonesAg., , ,,,,,2004-10-12T10:41:26,7,
418,Corp. Boston RestaurantsAg., , ,,,,,2004-10-12T10:41:26,6,
460,Corp. Famous TransitAg., , ,,,,,2004-10-12T10:41:26,4,
464,Corp. Giant NeedleworkAg., , ,,,,,2004-10-12T10:41:26,5,
473,Corp. Humble MachineryAg., , ,,,,,2004-10-12T10:41:26,4,
476,Corp. Humble PetroleumAg., , ,,,,,2004-10-12T10:41:26,3,
486,Corp. Imperial PetroleumAg., , ,,,,,2004-10-12T10:41:26,5,
500,Corp. Just TransitAg., , ,,,,,2004-10-12T10:41:26,3,
232,Corp. Driven LightingCorp., , ,,,,,2004-10-12T10:41:26,8,
240,Corp. Driven TransitCorp., , ,,,,,2004-10-12T10:41:26,8,
343,Corp. Expert MachineryLtd., , ,,,,,2004-10-12T10:41:26,7,
356,Corp. Famous PetroleumLtd., , ,,,,,2004-10-12T10:41:26,2,
414,Corp. Boston NeedleworkAg., , ,,,,,2004-10-12T10:41:26,6,
75,Corp. Humble OperaInc., , ,,,,,2004-10-12T10:41:26,1,
159,Corp. Famous Sail MakersCo., , ,,,,,2004-10-12T10:41:26,2,
205,Corp. Apex OperaCorp., , ,,,,,2004-10-12T10:41:26,1,
224,Corp. Computer NeedleworkCorp., , ,,,,,2004-10-12T10:41:26,5,
272,Corp. Humble LightingCorp., , ,,,,,2004-10-12T10:41:26,2,
293,Corp. Just MachineryCorp., , ,,,,,2004-10-12T10:41:26,8,
301,Corp. Apex Key StonesLtd., , ,,,,,2004-10-12T10:41:26,5,
306,Corp. Apex PetroleumLtd., , ,,,,,2004-10-12T10:41:26,8,
315,Corp. Boston OperaLtd., , ,,,,,2004-10-12T10:41:26,5,
334,Corp. Driven NeedleworkLtd., , ,,,,,2004-10-12T10:41:26,5,
358,Corp. Famous RestaurantsLtd., , ,,,,,2004-10-12T10:41:26,1,
361,Corp. Giant Key StonesLtd., , ,,,,,2004-10-12T10:41:26,2,
433,Corp. Driven MachineryAg., , ,,,,,2004-10-12T10:41:26,4,
444,Corp. Expert NeedleworkAg., , ,,,,,2004-10-12T10:41:26,7,
474,Corp. Humble NeedleworkAg., , ,,,,,2004-10-12T10:41:26,2,
175,Corp. Humble OperaCo., , ,,,,,2004-10-12T10:41:26,6,
34,Corp. Driven NeedleworkInc., , ,,,,,2004-10-12T10:41:26,1,
25,Corp. Computer OperaInc., , ,,,,,2004-10-12T10:41:26,4,
308,Corp. Apex RestaurantsLtd., , ,,,,,2004-10-12T10:41:26,8,
369,Corp. Giant Sail MakersLtd., , ,,,,,2004-10-12T10:41:26,6,
342,Corp. Expert LightingLtd., , ,,,,,2004-10-12T10:41:26,5,
368,Corp. Giant RestaurantsLtd., , ,,,,,2004-10-12T10:41:26,1,
370,Corp. Giant TransitLtd., , ,,,,,2004-10-12T10:41:26,4,
314,Corp. Boston NeedleworkLtd., , ,,,,,2004-10-12T10:41:26,2,
66,Corp. Giant PetroleumInc., , ,,,,,2004-10-12T10:41:26,8,
435,Corp. Driven OperaAg., , ,,,,,2004-10-12T10:41:26,3,
487,Corp. Imperial QuestsAg., , ,,,,,2004-10-12T10:41:26,7,
381,Corp. Imperial Key StonesLtd., , ,,,,,2004-10-12T10:41:26,4,
497,Corp. Just QuestsAg., , ,,,,,2004-10-12T10:41:26,4,
239,Corp. Driven Sail MakersCorp., , ,,,,,2004-10-12T10:41:26,1,
382,Corp. Imperial LightingLtd., , ,,,,,2004-10-12T10:41:26,3,
129,Corp. Computer Sail MakersCo., , ,,,,,2004-10-12T10:41:26,4,
380,Corp. Humble TransitLtd., , ,,,,,2004-10-12T10:41:26,3,
199,Corp. Just Sail MakersCo., , ,,,,,2004-10-12T10:41:26,2,
30,Corp. Computer TransitInc., , ,,,,,2004-10-12T10:41:26,1,
454,Corp. Famous NeedleworkAg., , ,,,,,2004-10-12T10:41:26,5,
491,Corp. Just Key StonesAg., , ,,,,,2004-10-12T10:41:26,8,
141,Corp. Expert Key StonesCo., , ,,,,,2004-10-12T10:41:26,4,
2,Corp. Apex LightingInc., , ,,,,,2004-10-12T10:41:26,8,
219,Corp. Boston Sail MakersCorp., , ,,,,,2004-10-12T10:41:26,4,
62,Corp. Giant LightingInc., , ,,,,,2004-10-12T10:41:26,2,
450,Corp. Expert TransitAg., , ,,,,,2004-10-12T10:41:26,2,
379,Corp. Humble Sail MakersLtd., , ,,,,,2004-10-12T10:41:26,4,
166,Corp. Giant PetroleumCo., , ,,,,,2004-10-12T10:41:26,7,
