statement_no,member_no,statement_dt,due_dt,statement_amt,statement_code
2389,2389,1999-08-13T00:00:00,1999-09-02T00:00:00,4933.0,
2402,2402,1999-08-13T00:00:00,1999-09-02T00:00:00,961.0,
2562,2562,1999-08-13T00:00:00,1999-09-02T00:00:00,4868.0,
2660,2660,1999-08-13T00:00:00,1999-09-02T00:00:00,7386.0,
3808,3808,1999-08-13T00:00:00,1999-09-02T00:00:00,22393.0,
4076,4076,1999-08-13T00:00:00,1999-09-02T00:00:00,3726.0,
4221,4221,1999-08-13T00:00:00,1999-09-02T00:00:00,16580.0,
4743,4743,1999-08-13T00:00:00,1999-09-02T00:00:00,25360.0,
4805,4805,1999-08-13T00:00:00,1999-09-02T00:00:00,652.0,
5055,5055,1999-08-13T00:00:00,1999-09-02T00:00:00,10244.0,
5504,5504,1999-08-13T00:00:00,1999-09-02T00:00:00,9284.0,
5517,5517,1999-08-13T00:00:00,1999-09-02T00:00:00,7796.0,
5962,5962,1999-08-13T00:00:00,1999-09-02T00:00:00,28367.0,
5967,5967,1999-08-13T00:00:00,1999-09-02T00:00:00,17252.0,
6475,6475,1999-08-13T00:00:00,1999-09-02T00:00:00,18482.0,
6747,6747,1999-08-13T00:00:00,1999-09-02T00:00:00,3443.0,
7102,7102,1999-08-13T00:00:00,1999-09-02T00:00:00,9923.0,
7247,7247,1999-08-13T00:00:00,1999-09-02T00:00:00,31243.0,
7713,7713,1999-08-13T00:00:00,1999-09-02T00:00:00,29283.0,
7864,7864,1999-08-13T00:00:00,1999-09-02T00:00:00,23248.0,
8000,8000,1999-08-13T00:00:00,1999-09-02T00:00:00,13989.0,
8156,8156,1999-08-13T00:00:00,1999-09-02T00:00:00,23538.0,
8234,8234,1999-08-13T00:00:00,1999-09-02T00:00:00,16674.0,
8280,8280,1999-08-13T00:00:00,1999-09-02T00:00:00,28600.0,
8538,8538,1999-08-13T00:00:00,1999-09-02T00:00:00,31566.0,
8633,8633,1999-08-13T00:00:00,1999-09-02T00:00:00,37270.0,
8783,8783,1999-08-13T00:00:00,1999-09-02T00:00:00,27028.0,
8880,8880,1999-08-13T00:00:00,1999-09-02T00:00:00,18372.0,
8969,8969,1999-08-13T00:00:00,1999-09-02T00:00:00,37959.0,
9065,9065,1999-08-13T00:00:00,1999-09-02T00:00:00,32607.0,
9228,9228,1999-08-13T00:00:00,1999-09-02T00:00:00,23571.0,
9284,9284,1999-08-13T00:00:00,1999-09-02T00:00:00,25211.0,
9294,9294,1999-08-13T00:00:00,1999-09-02T00:00:00,33119.0,
9320,9320,1999-08-13T00:00:00,1999-09-02T00:00:00,43835.0,
9432,9432,1999-08-13T00:00:00,1999-09-02T00:00:00,37328.0,
9469,9469,1999-08-13T00:00:00,1999-09-02T00:00:00,29296.0,
9493,9493,1999-08-13T00:00:00,1999-09-02T00:00:00,48261.0,
9554,9554,1999-08-13T00:00:00,1999-09-02T00:00:00,46822.0,
9569,9569,1999-08-13T00:00:00,1999-09-02T00:00:00,66316.0,
9594,9594,1999-08-13T00:00:00,1999-09-02T00:00:00,34871.0,
9598,9598,1999-08-13T00:00:00,1999-09-02T00:00:00,50251.0,
9655,9655,1999-08-13T00:00:00,1999-09-02T00:00:00,30399.0,
9887,9887,1999-08-13T00:00:00,1999-09-02T00:00:00,43746.0,
9947,9947,1999-08-13T00:00:00,1999-09-02T00:00:00,55320.0,
13496,3496,1999-09-13T00:00:00,1999-10-03T00:00:00,2234.0,
14096,4096,1999-09-13T00:00:00,1999-10-03T00:00:00,11788.0,
14587,4587,1999-09-13T00:00:00,1999-10-03T00:00:00,4311.0,
16323,6323,1999-09-13T00:00:00,1999-10-03T00:00:00,13203.0,
16471,6471,1999-09-13T00:00:00,1999-10-03T00:00:00,7772.0,
16692,6692,1999-09-13T00:00:00,1999-10-03T00:00:00,2323.0,
16837,6837,1999-09-13T00:00:00,1999-10-03T00:00:00,12064.0,
17113,7113,1999-09-13T00:00:00,1999-10-03T00:00:00,16389.0,
17337,7337,1999-09-13T00:00:00,1999-10-03T00:00:00,13708.0,
17588,7588,1999-09-13T00:00:00,1999-10-03T00:00:00,3550.0,
17795,7795,1999-09-13T00:00:00,1999-10-03T00:00:00,14213.0,
17805,7805,1999-09-13T00:00:00,1999-10-03T00:00:00,17555.0,
17956,7956,1999-09-13T00:00:00,1999-10-03T00:00:00,7174.0,
18198,8198,1999-09-13T00:00:00,1999-10-03T00:00:00,18603.0,
18264,8264,1999-09-13T00:00:00,1999-10-03T00:00:00,4133.0,
18663,8663,1999-09-13T00:00:00,1999-10-03T00:00:00,23355.0,
18982,8982,1999-09-13T00:00:00,1999-10-03T00:00:00,21468.0,
19069,9069,1999-09-13T00:00:00,1999-10-03T00:00:00,20003.0,
19427,9427,1999-09-13T00:00:00,1999-10-03T00:00:00,10002.0,
19485,9485,1999-09-13T00:00:00,1999-10-03T00:00:00,24257.0,
19521,9521,1999-09-13T00:00:00,1999-10-03T00:00:00,10402.0,
19661,9661,1999-09-13T00:00:00,1999-10-03T00:00:00,22343.0,
19827,9827,1999-09-13T00:00:00,1999-10-03T00:00:00,16712.0,
19984,9984,1999-09-13T00:00:00,1999-10-03T00:00:00,35623.0,
17498,7498,1999-09-13T00:00:00,1999-10-03T00:00:00,6542.0,
19334,9334,1999-09-13T00:00:00,1999-10-03T00:00:00,20196.0,
14758,4758,1999-09-13T00:00:00,1999-10-03T00:00:00,7533.0,
11572,1572,1999-09-13T00:00:00,1999-10-03T00:00:00,2333.0,
14054,4054,1999-09-13T00:00:00,1999-10-03T00:00:00,2286.0,
12234,2234,1999-09-13T00:00:00,1999-10-03T00:00:00,4173.0,
3576,3576,1999-08-13T00:00:00,1999-09-02T00:00:00,15381.0,
4586,4586,1999-08-13T00:00:00,1999-09-02T00:00:00,4670.0,
4621,4621,1999-08-13T00:00:00,1999-09-02T00:00:00,7776.0,
