charge_no,member_no,provider_no,category_no,charge_dt,charge_amt,statement_no,charge_code
836241,9947,456,4,1999-06-16T10:46:25,4703.0,9947,
751103,7956,498,9,1999-09-07T10:47:33,559.0,17956,
1721657,9493,414,2,1999-08-07T10:45:15,1784.0,9493,
1551473,9427,398,2,1999-09-11T10:47:35,3121.0,19427,
1095473,5504,439,7,1999-06-27T10:50:59,2949.0,5504,
867573,6747,495,10,1999-07-01T10:48:49,3230.0,6747,
690901,4143,403,3,1999-09-23T10:50:38,5000.0,24143,
841528,8960,487,4,1999-09-17T10:46:49,1618.0,28960,
1820475,3452,490,3,1999-09-20T10:45:10,4862.0,23452,
1617521,7805,499,2,1999-08-15T10:44:56,1964.0,17805,
1593030,9069,292,7,1999-08-18T10:50:48,2841.0,19069,
1794612,8969,478,10,1999-08-11T10:50:55,3591.0,8969,
1076532,7113,295,7,1999-08-19T10:49:31,2598.0,17113,
11387,6323,487,9,1999-09-07T10:44:28,3547.0,16323,
1873249,7713,497,3,1999-07-14T10:49:15,2624.0,7713,
625723,4805,483,10,1999-06-18T10:45:35,142.0,4805,
766101,9569,476,6,1999-08-02T10:48:42,3287.0,9569,
79560,9817,487,3,1999-10-01T10:49:44,4377.0,29817,
848135,9594,498,10,1999-07-10T10:47:20,1537.0,9594,
1206708,4743,422,6,1999-07-26T10:44:07,4972.0,4743,
1438338,7102,480,2,1999-06-16T10:46:34,3199.0,7102,
1674905,2562,491,8,1999-07-07T10:49:23,4868.0,2562,
1888606,7864,412,2,1999-06-30T10:50:27,1311.0,7864,
1820010,8783,499,7,1999-07-31T10:45:08,3873.0,8783,
1391699,9615,332,10,1999-09-17T10:50:41,599.0,29615,
1541275,8982,408,7,1999-08-14T10:46:48,4246.0,18982,
982123,7822,488,2,1999-09-25T10:49:57,2782.0,27822,
1688873,5967,475,4,1999-06-18T10:50:28,3301.0,5967,
86227,9521,482,10,1999-08-19T10:50:16,3183.0,19521,
650051,9228,486,8,1999-07-29T10:47:28,2019.0,9228,
1954973,7337,498,3,1999-09-09T10:47:51,2553.0,17337,
1378355,9655,490,3,1999-07-08T10:49:39,3309.0,9655,
1747423,4696,470,10,1999-09-26T10:47:16,2407.0,24696,
1023683,5376,498,10,1999-10-10T10:45:24,3636.0,25376,
39445,9961,462,2,1999-09-23T10:46:39,4281.0,29961,
781033,9294,498,5,1999-07-27T10:49:52,4012.0,9294,
1221752,6471,161,4,1999-08-18T10:45:15,2895.0,16471,
42232,8633,488,6,1999-07-13T10:46:52,4712.0,8633,
1617540,9827,495,3,1999-09-11T10:44:56,1196.0,19827,
1313100,9984,475,10,1999-08-13T10:44:36,3774.0,19984,
1816702,8192,413,6,1999-10-05T10:44:52,1309.0,28192,
653242,8538,463,3,1999-06-29T10:47:43,945.0,8538,
1196435,9554,290,3,1999-08-03T10:51:04,4432.0,9554,
680086,5517,411,5,1999-06-22T10:49:47,2354.0,5517,
